City/Town,Ward,Pct,"Suzanne M. Bump","Helen Brady","Daniel Fishman","Edward J. Stamas","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Republican,Libertarian,Green-rainbow
Quincy,2,3A,141,88,10,7,0,25,271
Quincy,2,4,574,226,31,25,0,49,905
Quincy,2,5,716,285,70,33,3,85,"1,192"
Quincy,3,1,871,362,67,27,0,94,"1,421"
Quincy,3,2,710,260,59,42,0,81,"1,152"
Quincy,3,3,475,175,29,17,1,42,739
Quincy,3,4,787,383,39,26,1,85,"1,321"
Quincy,3,5,453,165,34,29,0,46,727
Quincy,4,1,753,263,41,20,3,67,"1,147"
Quincy,4,2,811,397,54,26,3,86,"1,377"
Quincy,4,3,790,448,38,32,1,97,"1,406"
Quincy,4,4,620,176,48,25,1,40,910
Quincy,4,5,617,275,62,37,1,56,"1,048"
Quincy,5,1,693,223,62,44,0,53,"1,075"
Quincy,5,2,658,229,44,32,2,70,"1,035"
Quincy,5,3,800,296,57,51,2,96,"1,302"
Quincy,5,4,712,326,81,42,0,68,"1,229"
Quincy,5,5,640,288,46,28,1,78,"1,081"
Quincy,6,1,591,258,45,28,0,64,986
Quincy,6,2,466,190,39,20,2,47,764
Quincy,6,3,865,449,60,24,1,86,"1,485"
Quincy,6,4,598,193,46,32,3,61,933
Quincy,6,5,933,593,60,44,4,142,"1,776"
Randolph,-,1,761,170,37,15,2,65,"1,050"
Randolph,-,2,663,129,11,7,3,45,858
Randolph,-,3,745,159,22,16,0,64,"1,006"
Randolph,-,4,785,190,30,12,0,64,"1,081"
Randolph,-,5,635,189,25,11,2,59,921
Randolph,-,6,668,151,21,14,2,50,906
Randolph,-,7,745,139,26,13,1,58,982
Randolph,-,8,820,127,34,14,0,51,"1,046"
Randolph,-,9,764,133,26,9,2,50,984
Randolph,-,10,765,183,26,13,0,45,"1,032"
Randolph,-,11,721,239,32,11,1,65,"1,069"
Randolph,-,12,788,226,31,22,2,55,"1,124"
Raynham,-,1,713,516,47,18,0,101,"1,395"
Raynham,-,1A,87,65,4,1,0,26,183
Raynham,-,2,623,517,38,12,0,94,"1,284"
Raynham,-,2A,116,126,8,1,0,17,268
Raynham,-,3,784,679,46,26,0,134,"1,669"
Raynham,-,4,720,552,41,14,0,91,"1,418"
Reading,-,1,958,637,72,31,2,163,"1,863"
Reading,-,2,905,468,66,23,2,98,"1,562"
Reading,-,3,"1,066",702,67,25,0,144,"2,004"
Reading,-,4,911,522,89,25,0,140,"1,687"
Reading,-,5,924,437,83,27,0,115,"1,586"
Reading,-,6,756,448,56,20,2,100,"1,382"
Reading,-,7,940,543,89,22,2,154,"1,750"
Reading,-,8,790,571,68,24,1,156,"1,610"
Rehoboth,-,1,784,763,68,28,0,97,"1,740"
Rehoboth,-,2,767,772,56,27,0,83,"1,705"
Rehoboth,-,3,818,807,73,34,0,96,"1,828"
Revere,1,1,543,198,15,10,0,91,857
Revere,1,2,476,193,24,19,0,58,770
Revere,1,3,446,169,25,8,1,69,718
Revere,2,1,375,130,14,16,0,31,566
Revere,2,2,443,130,29,16,2,35,655
Revere,2,3,193,36,10,5,1,12,257
Revere,2,3A,72,28,1,1,0,9,111
Revere,3,1,447,219,16,9,2,77,770
Revere,3,2,429,182,29,16,0,73,729
Revere,3,3,417,194,24,9,0,65,709
Revere,4,1,436,254,20,10,0,77,797
Revere,4,2,365,217,33,17,0,74,706
Revere,4,3,483,269,26,19,1,83,881
Revere,5,1,362,281,34,16,1,50,744
Revere,5,1A,299,157,38,13,0,48,555
Revere,5,2,231,143,13,11,0,32,430
Revere,5,2A,196,55,13,7,0,30,301
Revere,5,3,486,228,34,10,1,53,812
Revere,6,1,457,404,21,14,1,87,984
Revere,6,2,456,410,28,14,0,121,"1,029"
Revere,6,3,385,171,39,18,0,47,660
Richmond,-,1,620,143,28,29,0,49,869
Rochester,-,1,"1,189","1,344",92,44,0,151,"2,820"
Rockland,-,1,708,534,51,24,1,83,"1,401"
Rockland,-,2,758,567,54,21,0,91,"1,491"
Rockland,-,3,535,334,56,20,1,62,"1,008"
Rockland,-,4,681,402,46,19,1,62,"1,211"
Rockland,-,5,543,426,45,20,1,64,"1,099"
Rockland,-,6,707,581,45,19,0,98,"1,450"
Rockport,-,1,626,295,58,26,0,65,"1,070"
Rockport,-,2,936,376,81,36,2,64,"1,495"
Rockport,-,3,"1,068",479,89,49,0,110,"1,795"
Rowe,-,1,107,64,3,12,0,10,196
Rowley,-,1,"1,505","1,386",158,47,175,0,"3,271"
Royalston,-,1,164,126,17,15,0,9,331
Royalston,-,2,117,93,7,3,0,13,233
Russell,-,1,293,314,21,30,1,35,694
Rutland,-,1,602,625,51,33,1,72,"1,384"
Rutland,-,2,664,588,64,21,2,82,"1,421"
Rutland,-,3,615,553,50,33,3,65,"1,319"
Salem,1,1,"1,039",328,118,70,1,100,"1,656"
Salem,1,2,577,44,28,21,0,36,706
Salem,2,1,"1,092",251,112,38,2,67,"1,562"
Salem,2,2,"1,234",237,90,57,0,110,"1,728"
Salem,3,1,765,225,67,33,1,87,"1,178"
Salem,3,2,758,342,60,16,1,42,"1,219"
Salem,4,1,782,352,87,27,0,63,"1,311"
Salem,4,2,801,431,60,23,1,69,"1,385"
Salem,5,1,957,248,82,36,0,71,"1,394"
Salem,5,2,858,168,67,33,1,45,"1,172"
Salem,6,1,919,322,104,57,1,90,"1,493"
Salem,6,2,892,267,95,36,1,65,"1,356"
Salem,7,1,996,267,91,40,0,80,"1,474"
Salem,7,2,816,342,62,20,2,85,"1,327"
Salisbury,-,1,754,558,57,27,0,72,"1,468"
Salisbury,-,2,651,526,56,33,0,71,"1,337"
Salisbury,-,3,502,533,70,28,0,54,"1,187"
Sandisfield,-,1,224,115,14,8,0,13,374
Sandwich,-,1,"1,105",772,59,31,0,115,"2,082"
Sandwich,-,2,"1,040",806,73,28,0,106,"2,053"
Sandwich,-,3,839,740,53,33,0,99,"1,764"
Sandwich,-,4,847,803,67,22,0,89,"1,828"
Sandwich,-,5,811,676,60,27,0,101,"1,675"
Sandwich,-,6,676,767,60,31,1,94,"1,629"
Saugus,-,1,520,404,51,22,0,79,"1,076"
Saugus,-,2,517,404,30,15,0,71,"1,037"
Saugus,-,3,547,441,37,21,0,87,"1,133"
Saugus,-,4,458,437,22,9,0,68,994
Saugus,-,5,562,579,51,18,0,107,"1,317"
Saugus,-,6,537,440,49,15,0,74,"1,115"
Saugus,-,7,501,585,48,14,0,110,"1,258"
Saugus,-,8,541,452,51,19,0,110,"1,173"
Saugus,-,9,542,550,48,16,0,109,"1,265"
Saugus,-,10,498,381,44,14,0,68,"1,005"
Savoy,-,1,149,88,9,11,0,46,303
Scituate,-,1,962,657,60,47,0,108,"1,834"
Scituate,-,2,941,668,73,25,1,101,"1,809"
Scituate,-,3,994,573,63,29,1,93,"1,753"
Scituate,-,4,931,685,55,36,0,132,"1,839"
Scituate,-,5,940,558,72,38,0,108,"1,716"
Scituate,-,6,932,579,51,35,2,110,"1,709"
Seekonk,-,1,680,572,39,24,4,71,"1,390"
Seekonk,-,2,909,672,54,18,1,94,"1,748"
Seekonk,-,3,831,567,49,21,0,71,"1,539"
Seekonk,-,4,726,566,40,21,0,77,"1,430"
Sharon,-,1,"1,213",341,117,59,3,100,"1,833"
Sharon,-,2,"1,110",384,62,24,0,105,"1,685"
Sharon,-,3,"1,222",390,92,33,0,129,"1,866"
Sharon,-,4,"1,231",327,81,34,2,107,"1,782"
Sharon,-,5,"1,041",380,82,29,1,94,"1,627"
Sheffield,-,1,"1,073",357,48,60,0,80,"1,618"
Shelburne,-,1,667,185,34,74,0,62,"1,022"
Sherborn,-,1,"1,424",647,134,41,0,166,"2,412"
Shirley,-,1,"1,393","1,083",131,59,0,142,"2,808"
Shrewsbury,-,1,"1,051",681,73,32,0,142,"1,979"
Shrewsbury,-,2,866,460,55,21,0,115,"1,517"
Shrewsbury,-,3,672,433,47,23,0,94,"1,269"
Shrewsbury,-,4,824,568,59,25,0,88,"1,564"
Shrewsbury,-,5,847,448,66,23,0,105,"1,489"
Shrewsbury,-,6,999,543,57,30,0,121,"1,750"
Shrewsbury,-,7,"1,036",742,62,33,0,152,"2,025"
Shrewsbury,-,8,"1,021",681,48,27,0,189,"1,966"
Shrewsbury,-,9,676,364,36,11,0,45,"1,132"
Shrewsbury,-,10,903,520,56,25,0,128,"1,632"
Shutesbury,-,1,869,102,20,117,0,39,"1,147"
Somerset,-,1,866,553,53,17,0,77,"1,566"
Somerset,-,2,890,573,53,26,0,87,"1,629"
Somerset,-,3,950,520,35,27,0,90,"1,622"
Somerset,-,4,787,495,59,19,0,60,"1,420"
Somerset,-,5,693,494,49,19,0,66,"1,321"
Somerville,1,1,787,136,47,49,0,57,"1,076"
Somerville,1,2,"1,211",241,83,56,4,78,"1,673"
Somerville,1,3,839,133,31,41,4,55,"1,103"
Somerville,2,1,"1,315",106,66,90,1,80,"1,658"
Somerville,2,2,"1,589",115,79,100,1,77,"1,961"
Somerville,2,3,"1,484",142,75,93,3,93,"1,890"
Somerville,3,1,"1,340",105,67,98,1,73,"1,684"
Somerville,3,2,"1,352",146,70,80,1,71,"1,720"
Somerville,3,3,"1,605",178,77,117,1,81,"2,059"
Somerville,4,1,738,185,37,25,2,70,"1,057"
Somerville,4,2,981,104,50,78,2,82,"1,297"
Somerville,4,3,"1,218",128,61,77,0,71,"1,555"
Somerville,5,1,"1,372",192,65,93,2,83,"1,807"
Somerville,5,2,"1,579",166,104,103,1,103,"2,056"
Somerville,5,3,"1,693",167,85,99,3,98,"2,145"
Somerville,6,1,"1,788",148,125,111,1,114,"2,287"
Somerville,6,2,"1,662",145,112,82,4,114,"2,119"
Somerville,6,3,901,89,55,52,0,46,"1,143"
Somerville,7,1,"1,668",149,81,67,1,96,"2,062"
Somerville,7,2,"1,282",112,60,48,1,62,"1,565"
Somerville,7,3,"1,217",214,80,77,0,91,"1,679"
"S. Hadley",-,A,972,397,42,76,0,86,"1,573"
"S. Hadley",-,B,"1,075",465,35,71,0,107,"1,753"
"S. Hadley",-,C,964,497,54,81,1,83,"1,680"
"S. Hadley",-,D,696,233,35,58,0,49,"1,071"
"S. Hadley",-,E,"1,014",521,52,73,1,99,"1,760"
Southampton,-,1,"1,614","1,211",84,156,0,199,"3,264"
Southborough,-,1,"1,011",568,88,32,1,90,"1,790"
Southborough,-,2,920,580,54,27,1,77,"1,659"
Southborough,-,3,980,565,64,28,0,93,"1,730"
Southbridge,-,1,494,304,56,28,1,71,954
Southbridge,-,2,426,248,58,17,0,43,792
Southbridge,-,3,478,376,56,28,0,53,991
Southbridge,-,4,622,521,73,34,4,86,"1,340"
Southbridge,-,5,397,172,36,7,0,38,650
Southwick,-,1,566,820,54,49,0,102,"1,591"
Southwick,-,2,503,573,74,50,0,76,"1,276"
Southwick,-,3,607,669,51,45,0,72,"1,444"
Spencer,-,1,529,481,45,24,0,43,"1,122"
Spencer,-,2,443,461,37,31,0,62,"1,034"
Spencer,-,3,512,571,56,29,0,43,"1,211"
Spencer,-,4,558,503,35,39,1,65,"1,201"
Springfield,1,A,243,27,13,10,1,45,339
Springfield,1,B,387,37,12,10,2,48,496
Springfield,1,C,203,31,10,13,2,41,300
Springfield,1,D,319,46,13,16,0,37,431
Springfield,1,E,362,46,11,17,1,48,485
Springfield,1,F,287,40,10,10,2,53,402
Springfield,1,G,318,47,16,28,1,28,438
Springfield,1,H,325,30,13,23,0,36,427
Springfield,2,A,290,68,14,16,1,26,415
Springfield,2,B,573,164,11,31,1,57,837
Springfield,2,C,331,79,11,25,0,21,467
Springfield,2,D,485,118,22,27,0,36,688
Springfield,2,E,460,154,18,35,2,36,705
Springfield,2,F,458,124,29,22,0,39,672
Springfield,2,G,533,194,20,40,2,48,837
Springfield,2,H,465,155,13,30,1,30,694
Springfield,3,A,242,52,11,16,1,29,351
Springfield,3,B,270,25,9,8,1,19,332
Springfield,3,C,189,25,9,6,0,28,257
Springfield,3,D,270,32,9,15,1,21,348
Springfield,3,E,214,32,5,20,0,24,295
Springfield,3,F,233,52,7,12,0,27,331
Springfield,3,G,189,38,8,10,1,12,258
Springfield,3,H,268,57,11,15,1,32,384
Springfield,4,A,453,59,17,27,4,22,582
Springfield,4,B,386,51,15,26,1,32,511
Springfield,4,C,321,20,6,12,2,24,385
Springfield,4,D,320,28,11,14,1,29,403
Springfield,4,E,275,28,12,16,1,17,349
Springfield,4,F,131,15,5,6,0,11,168
Springfield,4,G,425,62,14,28,2,47,578
Springfield,4,H,390,28,5,15,3,30,471
Springfield,5,A,432,33,13,17,1,42,538
Springfield,5,B,516,113,22,26,1,31,709
Springfield,5,C,383,114,17,23,0,39,576
Springfield,5,D,552,245,25,36,0,56,914
Springfield,5,E,607,100,17,32,1,51,808
Springfield,5,F,554,174,16,36,0,61,841
Springfield,5,G,590,294,33,36,1,59,"1,013"
Springfield,5,H,474,191,27,36,3,45,776
Springfield,6,A,365,77,18,19,0,27,506
Springfield,6,B,530,168,16,32,0,47,793
Springfield,6,C,400,149,23,26,1,37,636
Springfield,6,D,551,271,37,37,1,63,960
Springfield,6,E,313,64,15,14,0,23,429
Springfield,6,F,382,60,22,32,1,26,523
Springfield,6,G,412,117,11,30,0,37,607
Springfield,6,H,565,200,23,23,0,42,853
Springfield,7,A,529,216,19,36,0,53,853
Springfield,7,B,691,259,29,45,1,84,"1,109"
Springfield,7,C,625,256,39,39,1,87,"1,047"
Springfield,7,D,534,251,26,32,1,75,919
Springfield,7,E,425,115,16,18,0,33,607
Springfield,7,F,606,287,26,36,3,65,"1,023"
Springfield,7,G,626,339,34,34,0,69,"1,102"
Springfield,7,H,311,120,12,14,1,37,495
Springfield,8,A,402,167,20,24,1,40,654
Springfield,8,B,431,129,20,28,3,41,652
Springfield,8,C,463,90,17,20,3,42,635
Springfield,8,D,270,65,10,15,0,19,379
Springfield,8,E,266,78,14,22,0,21,401
Springfield,8,F,430,161,16,34,0,25,666
Springfield,8,G,457,185,16,28,3,53,742
Springfield,8,H,418,108,15,20,3,33,597
Sterling,-,1,958,886,84,45,0,104,"2,077"
Sterling,-,2,980,"1,014",96,35,2,128,"2,255"
Stockbridge,-,1,815,175,21,47,0,72,"1,130"
Stoneham,-,1,857,432,73,20,0,108,"1,490"
Stoneham,-,2,963,477,76,26,0,125,"1,667"
Stoneham,-,3,983,645,51,18,0,139,"1,836"
Stoneham,-,4,767,504,59,19,0,92,"1,441"
Stoneham,-,5,802,554,56,20,0,145,"1,577"
Stoneham,-,6,871,542,68,17,0,137,"1,635"
Stoneham,-,7,832,489,53,34,0,98,"1,506"
Stoughton,-,1,"1,005",446,51,23,0,101,"1,626"
Stoughton,-,2,855,388,41,17,0,104,"1,405"
Stoughton,-,3,898,437,44,22,0,94,"1,495"
Stoughton,-,4,962,599,61,18,1,123,"1,764"
Stoughton,-,5,725,397,37,19,0,68,"1,246"
Stoughton,-,6,785,412,56,23,0,75,"1,351"
Stoughton,-,7,780,324,53,17,0,67,"1,241"
Stoughton,-,8,680,277,44,11,3,73,"1,088"
Stow,-,1,"1,247",620,82,48,0,107,"2,104"
Stow,-,2,"1,172",559,81,49,0,104,"1,965"
Sturbridge,-,1,760,586,75,48,32,30,"1,531"
Sturbridge,-,2,747,756,78,37,0,66,"1,684"
Sturbridge,-,3,703,572,63,41,0,60,"1,439"
Sudbury,-,1,886,415,44,23,0,85,"1,453"
Sudbury,-,1A,288,151,23,9,0,37,508
Sudbury,-,2,"1,144",471,63,35,2,108,"1,823"
Sudbury,-,3,"1,186",581,93,30,0,121,"2,011"
Sudbury,-,4,"1,229",510,93,36,0,118,"1,986"
Sudbury,-,5,"1,129",505,78,37,2,114,"1,865"
Sunderland,-,1,"1,090",272,32,111,1,92,"1,598"
Sutton,-,1,712,779,67,25,0,122,"1,705"
Sutton,-,2,610,742,53,36,0,102,"1,543"
Sutton,-,3,661,592,52,23,0,122,"1,450"
Swampscott,-,1,665,349,78,20,0,102,"1,214"
Swampscott,-,2,866,325,79,32,0,85,"1,387"
Swampscott,-,3,722,275,51,33,0,67,"1,148"
Swampscott,-,4,857,342,71,32,0,103,"1,405"
Swampscott,-,5,720,354,84,24,0,109,"1,291"
Swampscott,-,6,828,399,90,20,0,111,"1,448"
Swansea,-,1,678,570,50,18,1,79,"1,396"
Swansea,-,2,704,455,44,20,2,72,"1,297"
Swansea,-,3,678,443,38,27,2,57,"1,245"
Swansea,-,4,657,539,60,20,0,90,"1,366"
Swansea,-,5,607,594,44,15,1,93,"1,354"
Taunton,1,A,526,278,38,21,1,86,950
Taunton,1,B,658,487,56,15,1,117,"1,334"
Taunton,2,A,397,155,7,13,0,28,600
Taunton,2,B,479,241,26,20,1,54,821
Taunton,3,A,563,316,35,24,0,110,"1,048"
Taunton,3,B,732,423,41,25,1,103,"1,325"
Taunton,4,A,641,521,49,23,0,83,"1,317"
Taunton,4,B,657,411,37,15,3,106,"1,229"
Taunton,5,A,529,261,34,17,1,59,901
Taunton,5,B,528,234,31,17,1,58,869
Taunton,6,A,412,210,31,16,0,53,722
Taunton,6,B,642,344,30,10,2,92,"1,120"
Taunton,7,A,739,468,38,25,0,118,"1,388"
Taunton,7,B,670,600,43,23,1,124,"1,461"
Taunton,8,A,730,481,48,14,0,129,"1,402"
Taunton,8,B,785,592,51,19,2,114,"1,563"
Templeton,-,A,510,540,58,36,1,40,"1,185"
Templeton,-,B,482,486,45,18,2,55,"1,088"
Templeton,-,C,430,412,45,17,2,39,945
Tewksbury,-,1,754,675,66,16,1,101,"1,613"
Tewksbury,-,1A,826,758,65,35,2,124,"1,810"
Tewksbury,-,2,825,692,56,14,3,97,"1,687"
Tewksbury,-,2A,710,637,54,15,2,92,"1,510"
Tewksbury,-,3,948,833,64,29,2,107,"1,983"
Tewksbury,-,3A,"1,007",859,47,25,1,128,"2,067"
Tewksbury,-,4,868,780,72,26,1,97,"1,844"
Tewksbury,-,4A,932,673,64,28,3,123,"1,823"
Tisbury,-,1,"1,596",430,75,107,0,110,"2,318"
Tolland,-,1,100,140,6,7,0,8,261
Topsfield,-,1,"1,695","1,387",228,47,0,257,"3,614"
Townsend,-,1,529,652,68,24,0,62,"1,335"
Townsend,-,2,578,611,52,32,0,69,"1,342"
Townsend,-,3,615,604,66,23,0,52,"1,360"
Truro,-,1,"1,041",289,32,39,0,52,"1,453"
Tyngsborough,-,1,587,575,42,30,0,69,"1,303"
Tyngsborough,-,2,614,584,44,27,0,62,"1,331"
Tyngsborough,-,3,657,554,54,25,0,79,"1,369"
Tyngsborough,-,4,646,652,55,27,0,106,"1,486"
Tyringham,-,1,182,43,9,6,0,21,261
Upton,-,1,"1,047",744,79,67,0,130,"2,067"
Upton,-,2,931,708,85,40,0,161,"1,925"
Uxbridge,-,1,722,707,80,26,0,100,"1,635"
Uxbridge,-,2,690,573,69,37,0,99,"1,468"
Uxbridge,-,3,627,662,67,24,0,78,"1,458"
Uxbridge,-,4,751,655,74,31,0,107,"1,618"
Wakefield,-,1,"1,002",728,78,25,0,162,"1,995"
Wakefield,-,2,855,531,70,28,2,110,"1,596"
Wakefield,-,3,947,612,81,25,1,145,"1,811"
Wakefield,-,4,945,587,89,28,0,128,"1,777"
Wakefield,-,5,"1,045",639,78,42,3,152,"1,959"
Wakefield,-,6,"1,048",592,102,39,1,132,"1,914"
Wakefield,-,7,947,640,86,26,0,152,"1,851"
Wales,-,1,317,385,39,32,14,21,808
Walpole,-,1,786,540,51,19,1,82,"1,479"
Walpole,-,2,801,622,54,18,1,125,"1,621"
Walpole,-,3,831,592,57,34,0,136,"1,650"
Walpole,-,4,801,491,67,17,0,87,"1,463"
Walpole,-,5,627,573,32,10,0,98,"1,340"
Walpole,-,6,800,609,52,28,0,105,"1,594"
Walpole,-,7,773,634,76,17,0,111,"1,611"
Walpole,-,8,697,663,69,23,0,106,"1,558"
Waltham,1,1,946,444,56,34,0,103,"1,583"
Waltham,1,2,934,522,61,32,1,141,"1,691"
Waltham,2,1,925,458,60,44,0,110,"1,597"
Waltham,2,2,764,236,43,25,0,54,"1,122"
Waltham,3,1,900,636,50,28,0,129,"1,743"
Waltham,3,2,910,468,61,40,4,101,"1,584"
Waltham,4,1,950,520,51,35,0,125,"1,681"
Waltham,4,2,216,119,16,8,0,24,383
Waltham,5,1,955,339,51,29,0,105,"1,479"
Waltham,5,2,837,218,52,41,0,58,"1,206"
Waltham,6,1,856,271,53,47,1,88,"1,316"
Waltham,6,2,509,179,41,22,0,31,782
Waltham,7,1,859,377,73,30,0,88,"1,427"
Waltham,7,2,350,88,7,15,0,32,492
Waltham,8,1,811,187,55,44,0,59,"1,156"
Waltham,8,2,878,249,64,41,1,63,"1,296"
Waltham,9,1,635,148,37,29,1,53,903
Waltham,9,2,669,157,30,33,0,48,937
Ware,-,A,482,289,39,45,0,52,907
Ware,-,B,504,430,40,40,0,56,"1,070"
Ware,-,C,679,602,62,48,0,103,"1,494"
Wareham,-,1,814,554,63,30,1,81,"1,543"
Wareham,-,2,883,549,53,32,2,85,"1,604"
Wareham,-,3,873,614,63,27,1,74,"1,652"
Wareham,-,4,762,636,45,21,1,68,"1,533"
Wareham,-,5,860,685,61,36,2,82,"1,726"
Wareham,-,6,732,572,62,29,0,50,"1,445"
Warren,-,A,579,600,78,54,0,82,"1,393"
Warren,-,B,231,191,27,16,0,24,489
Warwick,-,1,253,107,17,24,0,17,418
Washington,-,1,210,74,2,5,0,9,300
Watertown,-,1,712,213,56,44,2,66,"1,093"
Watertown,-,2,796,216,68,46,0,58,"1,184"
Watertown,-,3,"1,025",209,70,62,1,72,"1,439"
Watertown,-,4,"1,097",226,69,58,1,62,"1,513"
Watertown,-,5,"1,001",193,57,64,0,58,"1,373"
Watertown,-,6,874,202,57,47,1,49,"1,230"
Watertown,-,7,994,276,69,39,0,79,"1,457"
Watertown,-,8,"1,041",289,72,40,0,83,"1,525"
Watertown,-,9,778,203,43,35,0,46,"1,105"
Watertown,-,10,"1,159",387,71,38,2,92,"1,749"
Watertown,-,11,747,304,64,37,0,58,"1,210"
Watertown,-,12,731,241,60,31,0,60,"1,123"
Wayland,-,1,"1,195",455,97,44,0,135,"1,926"
Wayland,-,2,"1,160",407,83,47,0,122,"1,819"
Wayland,-,3,"1,146",399,83,33,0,109,"1,770"
Wayland,-,4,"1,207",527,99,32,0,170,"2,035"
Webster,-,1,476,367,41,23,2,42,951
Webster,-,2,336,223,27,19,0,27,632
Webster,-,3,474,430,44,18,1,44,"1,011"
Webster,-,4,678,817,65,29,2,86,"1,677"
Webster,-,5,611,497,55,22,0,48,"1,233"
Wellesley,-,A,"1,112",463,87,26,1,133,"1,822"
Wellesley,-,B,"1,275",467,92,31,0,125,"1,990"
Wellesley,-,C,881,694,100,12,2,134,"1,823"
Wellesley,-,D,"1,276",457,90,30,2,160,"2,015"
Wellesley,-,E,"1,023",445,60,24,0,116,"1,668"
Wellesley,-,F,691,293,57,19,0,68,"1,128"
Wellesley,-,G,657,179,44,20,0,69,969
Wellesley,-,H,"1,028",509,79,26,0,125,"1,767"
Wellfleet,-,1,"1,425",388,76,76,3,58,"2,026"
Wendell,-,1,348,57,18,63,0,23,509
Wenham,-,1,"1,068",753,142,23,0,146,"2,132"
"W. Boylston",-,1,809,599,59,23,1,97,"1,588"
"W. Boylston",-,2,"1,111",822,77,50,0,146,"2,206"
"W. Bridgewater",-,1,809,761,61,23,0,134,"1,788"
"W. Bridgewater",-,2,788,731,41,20,0,108,"1,688"
"W. Brookfield",-,1,801,781,58,52,0,67,"1,759"
"W. Newbury",-,1,"1,398",883,135,52,0,177,"2,645"
"W. Springfield",-,1,299,154,20,19,0,13,505
"W. Springfield",-,2,421,197,24,42,0,29,713
"W. Springfield",-,3,575,386,30,30,0,46,"1,067"
"W. Springfield",-,4,689,379,38,51,0,89,"1,246"
"W. Springfield",-,5,846,698,43,53,0,143,"1,783"
"W. Springfield",-,6,796,597,42,50,0,116,"1,601"
"W. Springfield",-,7,777,720,36,54,0,118,"1,705"
"W. Springfield",-,8,537,326,37,34,0,53,987
"W. Stockbridge",-,1,609,93,23,39,0,49,813
"W. Tisbury",-,1,"1,390",277,61,100,0,92,"1,920"
Westborough,-,1,690,300,44,23,2,55,"1,114"
Westborough,-,2,726,330,41,23,1,37,"1,158"
Westborough,-,3,"1,007",440,68,32,1,72,"1,620"
Westborough,-,4,"1,302",611,76,37,1,91,"2,118"
Westborough,-,5,"1,134",640,64,25,0,93,"1,956"
Westfield,1,A,699,675,47,64,0,115,"1,600"
Westfield,1,B,651,563,50,44,1,102,"1,411"
Westfield,2,A,388,215,32,32,0,41,708
Westfield,2,B,533,352,48,47,0,72,"1,052"
Westfield,3,A,363,216,35,45,1,48,708
Westfield,3,B,632,449,48,52,0,91,"1,272"
Westfield,4,A,296,217,30,19,0,48,610
Westfield,4,B,847,705,52,65,0,124,"1,793"
Westfield,5,A,768,711,54,62,0,106,"1,701"
Westfield,5,B,730,714,48,50,0,99,"1,641"
Westfield,6,A,639,611,49,63,1,82,"1,445"
Westfield,6,B,501,499,31,47,0,67,"1,145"
Westford,-,1,"1,067",798,96,42,1,108,"2,112"
Westford,-,2,"1,139",690,78,31,0,103,"2,041"
Westford,-,3,"1,065",740,79,42,1,109,"2,036"
Westford,-,4,"1,127",627,80,37,1,109,"1,981"
Westford,-,5,"1,058",640,78,25,1,111,"1,913"
Westford,-,6,954,649,62,30,1,85,"1,781"
Westhampton,-,1,591,288,24,59,0,45,"1,007"
Westminster,-,1,894,851,95,48,0,94,"1,982"
Westminster,-,2,902,830,80,47,0,105,"1,964"
Weston,-,1,842,477,53,30,1,91,"1,494"
Weston,-,2,746,420,73,23,0,84,"1,346"
Weston,-,3,735,428,54,20,0,80,"1,317"
Weston,-,4,803,440,75,23,0,70,"1,411"
Westport,-,A,683,500,35,20,0,82,"1,320"
Westport,-,B,889,670,57,39,0,132,"1,787"
Westport,-,C,605,448,54,32,0,70,"1,209"
Westport,-,D,660,427,40,24,0,86,"1,237"
Westport,-,E,859,631,55,31,0,132,"1,708"
Westwood,-,1,"1,174",679,86,38,0,131,"2,108"
Westwood,-,2,"1,158",699,79,38,3,168,"2,145"
Westwood,-,3,"1,102",707,74,33,1,187,"2,104"
Westwood,-,4,962,716,86,32,3,135,"1,934"
Weymouth,-,1,739,452,48,30,0,58,"1,327"
Weymouth,-,2,815,573,48,20,1,91,"1,548"
Weymouth,-,3,785,601,46,24,0,94,"1,550"
Weymouth,-,4,762,506,40,20,1,78,"1,407"
Weymouth,-,5,648,341,34,25,0,52,"1,100"
Weymouth,-,6,875,510,41,24,1,71,"1,522"
Weymouth,-,7,701,436,45,20,0,72,"1,274"
Weymouth,-,8,816,436,52,28,0,72,"1,404"
Weymouth,-,9,813,581,57,23,1,63,"1,538"
Weymouth,-,10,578,314,33,22,1,43,991
Weymouth,-,11,713,504,36,26,0,65,"1,344"
Weymouth,-,12,761,565,40,20,1,86,"1,473"
Weymouth,-,13,558,317,25,26,0,36,962
Weymouth,-,14,653,407,29,22,1,47,"1,159"
Weymouth,-,15,814,581,33,13,0,77,"1,518"
Weymouth,-,16,800,680,57,21,1,91,"1,650"
Weymouth,-,17,612,364,38,25,0,45,"1,084"
Weymouth,-,18,"1,105",748,54,25,3,95,"2,030"
Whately,-,1,563,221,21,48,0,44,897
Whitman,-,1,974,705,59,21,1,120,"1,880"
Whitman,-,2,811,624,48,25,0,86,"1,594"
Whitman,-,3,877,647,60,31,1,81,"1,697"
Whitman,-,4,824,616,45,27,0,94,"1,606"
Wilbraham,-,A,927,673,41,40,0,97,"1,778"
Wilbraham,-,B,867,655,1,45,1,164,"1,733"
Wilbraham,-,C,813,689,57,56,0,98,"1,713"
Wilbraham,-,D,928,706,60,48,1,140,"1,883"
