City/Town,Ward,Pct,"William Francis Galvin","Rayla Campbell","Juan G. Sanchez, Jr","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Republican,Green-Rainbow
Abington,-,1,700,472,23,0,14,"1,209"
Abington,-,2,677,508,30,0,18,"1,233"
Abington,-,3,778,544,21,1,28,"1,372"
Abington,-,4,821,542,19,1,21,"1,404"
Abington,-,5,817,556,21,0,24,"1,418"
Acton,-,1,819,215,27,2,9,"1,072"
Acton,-,2,"1,234",287,25,0,26,"1,572"
Acton,-,3,"1,395",296,57,1,34,"1,783"
Acton,-,4,"1,259",234,63,0,25,"1,581"
Acton,-,5,"1,262",254,29,2,24,"1,571"
Acton,-,6,870,175,27,0,18,"1,090"
Acton,-,6A,378,64,18,0,7,467
Acton,-,7,942,238,18,0,26,"1,224"
Acushnet,-,1,624,574,29,2,19,"1,248"
Acushnet,-,2,582,651,17,0,19,"1,269"
Acushnet,-,2A,67,66,4,0,0,137
Acushnet,-,3,707,751,23,1,22,"1,504"
Adams,-,1,323,130,14,0,7,474
Adams,-,2,418,189,22,0,5,634
Adams,-,3,371,196,13,0,7,587
Adams,-,4,334,162,17,0,5,518
Adams,-,5,491,175,25,0,4,695
Agawam,-,1,576,539,34,0,17,"1,166"
Agawam,-,2,846,715,34,0,37,"1,632"
Agawam,-,3,624,574,52,0,22,"1,272"
Agawam,-,4,596,483,27,2,17,"1,125"
Agawam,-,5,843,692,58,1,30,"1,624"
Agawam,-,6,725,621,30,0,36,"1,412"
Agawam,-,7,780,777,38,0,32,"1,627"
Agawam,-,8,823,675,20,0,25,"1,543"
Alford,,,209,46,4,0,13,272
Amesbury,-,1,"1,076",451,27,1,24,"1,579"
Amesbury,-,2,864,307,36,0,20,"1,227"
Amesbury,-,3,"1,013",349,32,0,18,"1,412"
Amesbury,-,4,669,296,30,0,19,"1,014"
Amesbury,-,5,864,443,16,0,21,"1,344"
Amesbury,-,6,732,284,30,0,16,"1,062"
Amherst,-,1A,592,40,79,0,10,721
Amherst,-,1B,336,29,33,0,6,404
Amherst,-,2A,408,35,29,1,8,481
Amherst,-,2B,"1,106",106,113,1,31,"1,357"
Amherst,-,3A,372,44,21,1,16,454
Amherst,-,3B,"1,015",81,107,1,25,"1,229"
Amherst,-,4A,538,33,61,0,6,638
Amherst,-,4B,333,15,35,0,5,388
Amherst,-,5A,402,23,36,0,12,473
Amherst,-,5B,"1,758",123,101,2,31,"2,015"
Andover,-,1,803,254,32,0,14,"1,103"
Andover,-,2,"1,065",458,33,2,25,"1,583"
Andover,-,3,"1,227",478,62,1,35,"1,803"
Andover,-,4,657,312,13,0,13,995
Andover,-,4A,299,132,16,1,8,456
Andover,-,5,"1,062",514,22,0,28,"1,626"
Andover,-,6,974,498,32,0,19,"1,523"
Andover,-,7,"1,135",538,27,1,34,"1,735"
Andover,-,8,"1,194",458,41,2,38,"1,733"
Andover,-,9,"1,017",456,33,2,19,"1,527"
Andover,-,10,"1,144",503,31,2,32,"1,712"
Aquinnah,,,223,28,9,0,3,263
Arlington,-,1,619,94,34,0,12,759
Arlington,-,2,915,133,46,1,22,"1,117"
Arlington,-,3,898,84,51,0,17,"1,050"
Arlington,-,4,804,78,73,1,20,976
Arlington,-,5,934,121,53,0,18,"1,126"
Arlington,-,6,824,95,66,0,20,"1,005"
Arlington,-,7,825,111,55,0,13,"1,004"
Arlington,-,8,968,144,51,0,30,"1,193"
Arlington,-,9,748,105,32,0,8,893
Arlington,-,10,"1,027",103,45,1,25,"1,201"
Arlington,-,11,949,224,40,1,17,"1,231"
Arlington,-,12,"1,064",146,37,2,21,"1,270"
Arlington,-,13,881,222,26,3,16,"1,148"
Arlington,-,14,826,116,46,0,21,"1,009"
Arlington,-,15,835,128,32,1,14,"1,010"
Arlington,-,16,912,150,42,2,25,"1,131"
Arlington,-,17,715,95,33,0,17,860
Arlington,-,18,866,195,27,0,31,"1,119"
Arlington,-,19,926,156,36,0,13,"1,131"
Arlington,-,20,797,139,42,2,27,"1,007"
Arlington,-,21,931,107,60,0,13,"1,111"
Ashburnham,-,1,763,637,43,0,23,"1,466"
Ashburnham,-,2,788,546,30,1,16,"1,381"
Ashby,,,772,636,35,0,23,"1,466"
Ashfield,,,744,153,66,0,13,976
Ashland,-,1,780,293,22,0,19,"1,114"
Ashland,-,2,"1,150",354,17,0,29,"1,550"
Ashland,-,3,767,249,18,0,17,"1,051"
Ashland,-,4,801,284,23,0,26,"1,134"
Ashland,-,5,931,284,27,0,21,"1,263"
Ashland,-,6,949,335,37,0,14,"1,335"
Athol,-,1,733,578,41,0,19,"1,371"
Athol,-,2,607,542,21,2,17,"1,189"
Athol,-,3,645,433,37,1,12,"1,128"
Attleboro,1,A,680,500,29,0,23,"1,232"
Attleboro,1,B,710,513,23,0,26,"1,272"
Attleboro,2,A,885,530,30,0,23,"1,468"
Attleboro,2,B,732,494,38,0,27,"1,291"
Attleboro,3,A,846,412,36,1,16,"1,311"
Attleboro,3,B,913,496,38,0,11,"1,458"
Attleboro,4,A,742,358,33,0,25,"1,158"
Attleboro,4,B,"1,035",712,29,0,26,"1,802"
Attleboro,5,A,522,216,30,0,11,779
Attleboro,5,B,810,449,43,0,24,"1,326"
Attleboro,6,A,723,498,30,0,20,"1,271"
Attleboro,6,B,858,528,38,0,21,"1,445"
Auburn,-,1,943,515,26,1,8,"1,493"
Auburn,-,2,836,541,34,0,26,"1,437"
Auburn,-,3,974,576,20,0,21,"1,591"
Auburn,-,4,843,440,45,0,20,"1,348"
Auburn,-,5,794,486,35,0,17,"1,332"
Avon,,,"1,016",592,36,1,20,"1,665"
Ayer,-,1,707,300,39,0,12,"1,058"
Ayer,-,2,813,418,33,0,17,"1,281"
Ayer,-,3,609,262,33,0,14,918
Barnstable,-,1,"1,386",691,32,0,29,"2,138"
Barnstable,-,2,"1,219",690,28,2,21,"1,960"
Barnstable,-,3,835,443,16,1,19,"1,314"
Barnstable,-,4,"1,177",603,18,1,20,"1,819"
Barnstable,-,5,"1,256",875,22,0,31,"2,184"
Barnstable,-,6,"1,138",718,32,0,19,"1,907"
Barnstable,-,7,"1,372",792,47,0,24,"2,235"
Barnstable,-,8,650,369,13,1,8,"1,041"
Barnstable,-,9,342,202,19,2,6,571
Barnstable,-,10,893,699,32,0,23,"1,647"
Barnstable,-,11,"1,167",798,34,2,27,"2,028"
Barnstable,-,12,"1,113",799,36,0,20,"1,968"
Barnstable,-,13,696,381,22,0,15,"1,114"
Barre,-,1,615,496,35,0,12,"1,158"
Barre,-,2,496,510,35,0,10,"1,051"
Becket,,,517,256,29,0,13,815
Bedford,-,1,"1,333",384,58,0,25,"1,800"
Bedford,-,2,734,295,22,1,18,"1,070"
Bedford,-,2A,228,95,14,0,3,340
Bedford,-,3,"1,332",405,36,2,22,"1,797"
Bedford,-,4,"1,233",350,33,0,23,"1,639"
Belchertown,-,A,"1,114",541,65,0,26,"1,746"
Belchertown,-,B,"1,001",650,43,0,26,"1,720"
Belchertown,-,C,"1,079",673,45,0,23,"1,820"
Belchertown,-,D,"1,169",422,76,0,25,"1,692"
Bellingham,-,1,723,459,21,1,18,"1,222"
Bellingham,-,2,867,595,21,0,22,"1,505"
Bellingham,-,3,916,564,25,0,13,"1,518"
Bellingham,-,4,705,557,25,0,23,"1,310"
Bellingham,-,5,635,505,24,0,17,"1,181"
Belmont,-,1,"1,190",247,42,1,55,"1,535"
Belmont,-,2,"1,291",405,28,1,53,"1,778"
Belmont,-,3,"1,128",232,43,0,54,"1,457"
Belmont,-,4,953,211,51,0,37,"1,252"
Belmont,-,5,"1,107",244,55,0,31,"1,437"
Belmont,-,6,"1,437",259,59,0,50,"1,805"
Belmont,-,7,"1,133",233,64,1,35,"1,466"
Belmont,-,8,"1,046",300,31,0,56,"1,433"
Berkley,-,1,732,760,31,0,33,"1,556"
Berkley,-,2,580,649,16,1,17,"1,263"
Berlin,,,"1,136",638,58,0,28,"1,860"
Bernardston,,,674,270,26,0,15,985
Beverly,1,1,876,388,26,2,26,"1,318"
Beverly,1,2,"1,213",483,42,3,22,"1,763"
Beverly,2,1,"1,018",275,59,3,23,"1,378"
Beverly,2,2,"1,107",315,74,0,24,"1,520"
Beverly,3,1,627,192,62,0,23,904
Beverly,3,2,938,372,39,0,21,"1,370"
Beverly,4,1,618,212,13,0,22,865
Beverly,4,2,"1,540",376,44,2,33,"1,995"
Beverly,5,1,"1,099",441,32,1,30,"1,603"
Beverly,5,2,945,419,37,1,22,"1,424"
Beverly,6,1,"1,303",437,50,0,26,"1,816"
Beverly,6,2,"1,280",583,36,2,16,"1,917"
Billerica,-,1,740,369,21,2,9,"1,141"
Billerica,-,2,906,564,34,0,28,"1,532"
Billerica,-,3,845,576,20,0,17,"1,458"
Billerica,-,4,791,477,24,0,21,"1,313"
Billerica,-,5,"1,037",729,23,0,27,"1,816"
Billerica,-,6,791,496,29,1,25,"1,342"
Billerica,-,7,861,481,25,1,18,"1,386"
Billerica,-,8,805,560,29,0,25,"1,419"
Billerica,-,9,857,662,32,0,25,"1,576"
Billerica,-,10,948,694,19,0,30,"1,691"
Billerica,-,11,705,493,37,0,19,"1,254"
Billerica,-,12,843,494,44,1,33,"1,415"
Blackstone,-,1,522,432,15,0,13,982
Blackstone,-,2,592,504,14,0,19,"1,129"
Blackstone,-,3,612,602,23,0,19,"1,256"
Blandford,,,273,327,15,0,3,618
Bolton,,,"1,958",799,73,1,55,"2,886"
Boston,1,1,557,116,45,0,21,739
Boston,1,2,360,88,32,1,13,494
Boston,1,3,"1,102",187,64,0,45,"1,398"
Boston,1,4,384,69,29,2,22,506
Boston,1,5,457,96,41,0,23,617
Boston,1,6,359,79,35,2,15,490
Boston,1,7,392,86,34,1,17,530
Boston,1,8,468,89,37,3,40,637
Boston,1,9,372,69,28,1,13,483
Boston,1,10,218,53,16,0,9,296
Boston,1,11,503,140,34,1,31,709
Boston,1,12,434,197,29,3,17,680
Boston,1,13,562,203,40,1,32,838
Boston,1,14,263,105,19,0,23,410
Boston,1,15,0,0,0,0,0,0
Boston,2,1,816,207,25,3,58,"1,109"
Boston,2,2,804,195,17,1,20,"1,037"
Boston,2,3,921,241,25,1,44,"1,232"
Boston,2,4,854,160,20,1,41,"1,076"
Boston,2,5,895,183,24,0,28,"1,130"
Boston,2,6,728,183,17,0,23,951
Boston,2,7,489,100,17,0,21,627
Boston,2,8,308,73,24,1,58,464
Boston,3,1,694,200,23,3,31,951
Boston,3,2,715,223,27,2,25,992
Boston,3,3,427,141,21,0,21,610
Boston,3,4,456,142,15,3,31,647
Boston,3,5,715,135,26,1,15,892
Boston,3,6,416,104,22,0,13,555
Boston,3,7,778,88,15,0,25,906
Boston,3,8,478,96,28,2,52,656
Boston,3,9,490,96,22,1,21,630
Boston,3,10,766,146,21,0,17,950
Boston,3,11,608,152,28,0,29,817
Boston,3,12,694,135,27,0,128,984
Boston,3,13,455,119,13,0,12,599
Boston,3,13A,0,0,0,0,0,0
Boston,3,14,538,82,25,2,136,783
Boston,3,15,536,67,15,1,18,637
Boston,3,16,969,101,21,0,34,"1,125"
Boston,3,17,525,97,22,2,17,663
Boston,4,1,716,89,22,1,33,861
Boston,4,2,551,116,23,0,23,713
Boston,4,3,825,105,38,3,38,"1,009"
Boston,4,4,874,133,25,0,47,"1,079"
Boston,4,5,677,98,29,1,41,846
Boston,4,6,544,107,11,0,24,686
Boston,4,7,436,60,24,1,20,541
Boston,4,8,386,76,23,2,27,514
Boston,4,9,97,8,15,0,6,126
Boston,4,10,115,7,9,0,3,134
Boston,4,10A,0,0,0,0,0,0
Boston,4,11,30,1,3,0,1,35
Boston,4,12,134,11,12,1,4,162
Boston,5,1,286,51,8,2,134,481
Boston,5,2,502,54,27,1,24,608
Boston,5,3,887,194,29,1,36,"1,147"
Boston,5,4,475,63,24,1,13,576
Boston,5,5,654,145,26,1,24,850
Boston,5,6,724,156,21,2,35,938
Boston,5,7,880,189,26,1,37,"1,133"
Boston,5,8,794,176,28,1,24,"1,023"
Boston,5,9,765,171,25,2,27,990
Boston,5,10,342,64,13,1,16,436
Boston,5,11,343,48,11,1,8,411
Boston,5,12,368,35,28,0,7,438
Boston,5,13,633,126,25,0,63,847
Boston,5,14,649,84,24,1,24,782
Boston,5,15,435,78,21,1,9,544
Boston,6,1,819,153,23,2,29,"1,026"
Boston,6,2,418,133,18,0,13,582
Boston,6,3,586,172,10,1,23,792
Boston,6,4,425,114,16,1,25,581
Boston,6,5,594,194,16,1,21,826
Boston,6,6,588,239,15,1,36,879
Boston,6,7,533,248,17,3,21,822
Boston,6,8,681,236,7,2,41,967
Boston,6,9,647,271,19,0,31,968
Boston,6,10,491,154,12,0,20,677
Boston,6,11,623,138,25,2,20,808
Boston,6,12,837,337,24,1,24,"1,223"
Boston,6,12A,0,0,0,0,0,0
Boston,7,1,473,198,11,2,20,704
Boston,7,2,635,232,13,2,25,907
Boston,7,3,702,205,15,1,28,951
Boston,7,4,505,176,15,0,29,725
Boston,7,5,512,117,18,0,27,674
Boston,7,6,440,97,16,1,22,576
Boston,7,7,214,45,14,0,10,283
Boston,7,8,475,117,25,1,11,629
Boston,7,9,342,77,17,0,15,451
Boston,7,10,318,42,14,2,14,390
Boston,8,1,620,77,36,0,86,819
Boston,8,2,618,51,27,1,19,716
Boston,8,3,415,26,39,4,13,497
Boston,8,4,300,38,18,2,19,377
Boston,8,5,460,49,27,3,22,561
Boston,8,6,112,17,9,0,8,146
Boston,8,6A,0,0,0,0,0,0
Boston,9,1,671,72,30,3,63,839
Boston,9,2,660,63,32,1,32,788
Boston,9,3,468,42,29,1,16,556
Boston,9,4,443,34,30,1,20,528
Boston,9,5,512,25,50,2,22,611
Boston,9,6,576,48,27,2,31,684
Boston,9,7,125,17,12,0,2,156
Boston,10,1,315,32,34,1,11,393
Boston,10,2,230,25,14,0,10,279
Boston,10,3,229,22,31,1,3,286
Boston,10,4,424,62,33,0,94,613
Boston,10,5,327,54,51,1,8,441
Boston,10,6,362,32,52,0,24,470
Boston,10,7,440,29,42,1,27,539
Boston,10,8,761,70,53,6,37,927
Boston,10,9,931,49,85,3,27,"1,095"
Boston,10,9A,0,0,0,0,0,0
Boston,11,1,325,17,46,0,8,396
Boston,11,2,482,39,42,3,20,586
Boston,11,3,328,31,27,1,24,411
Boston,11,4,625,52,99,4,39,819
Boston,11,5,534,60,44,4,40,682
Boston,11,6,578,32,65,0,13,688
Boston,11,7,747,44,79,1,25,896
Boston,11,8,"1,047",54,106,3,31,"1,241"
Boston,11,9,555,23,55,0,16,649
Boston,11,10,655,26,71,1,22,775
Boston,12,1,463,31,39,0,31,564
Boston,12,2,561,45,23,2,24,655
Boston,12,3,267,22,9,1,11,310
Boston,12,4,305,24,23,0,27,379
Boston,12,5,216,24,8,1,18,267
Boston,12,6,294,24,13,0,19,350
Boston,12,7,542,42,25,4,46,659
Boston,12,8,205,20,9,1,10,245
Boston,12,9,295,17,14,0,15,341
Boston,13,1,331,27,16,1,22,397
Boston,13,2,147,16,13,1,7,184
Boston,13,3,344,43,24,0,15,426
Boston,13,4,284,24,18,1,15,342
Boston,13,5,290,23,27,4,21,365
Boston,13,6,427,43,31,0,13,514
Boston,13,7,443,115,29,0,22,609
Boston,13,8,391,90,22,1,14,518
Boston,13,9,485,83,28,0,11,607
Boston,13,10,722,186,45,2,35,990
Boston,14,1,518,42,33,2,21,616
Boston,14,2,583,43,32,0,21,679
Boston,14,3,285,19,7,1,13,325
Boston,14,4,376,21,21,0,7,425
Boston,14,5,265,11,12,0,6,294
Boston,14,6,282,21,10,2,16,331
Boston,14,7,267,16,22,3,11,319
Boston,14,8,424,21,16,1,15,477
Boston,14,9,246,29,19,1,12,307
Boston,14,10,303,35,25,3,13,379
Boston,14,11,311,21,10,1,12,355
Boston,14,12,196,7,6,0,12,221
Boston,14,13,321,17,16,1,10,365
Boston,14,14,321,15,18,1,20,375
Boston,15,1,379,30,26,2,18,455
Boston,15,2,244,16,13,1,11,285
Boston,15,3,145,11,15,2,6,179
Boston,15,4,369,80,24,3,26,502
Boston,15,5,307,35,8,1,11,362
Boston,15,6,240,96,14,1,11,362
Boston,15,7,283,19,20,0,13,335
Boston,15,8,219,75,19,1,10,324
Boston,15,9,234,72,17,0,13,336
Boston,16,1,274,71,18,2,10,375
Boston,16,2,311,97,18,1,16,443
Boston,16,3,410,79,24,1,28,542
Boston,16,4,388,83,29,0,16,516
Boston,16,5,471,104,28,2,17,622
Boston,16,6,595,129,30,0,18,772
Boston,16,7,485,155,30,2,19,691
Boston,16,8,805,205,43,0,39,"1,092"
Boston,16,9,587,251,15,1,41,895
Boston,16,10,478,173,9,1,20,681
Boston,16,11,363,106,14,1,11,495
Boston,16,12,540,241,12,4,40,837
Boston,17,1,327,24,12,1,16,380
Boston,17,2,238,26,16,0,10,290
Boston,17,3,595,51,34,0,20,700
Boston,17,4,757,83,34,2,27,903
Boston,17,5,226,14,8,2,11,261
Boston,17,6,455,43,31,0,13,542
Boston,17,7,246,12,11,1,11,281
Boston,17,8,383,25,9,1,15,433
Boston,17,9,408,28,38,0,16,490
Boston,17,10,475,34,10,1,19,539
Boston,17,11,199,20,15,0,9,243
Boston,17,12,370,22,19,1,12,424
Boston,17,13,537,88,21,3,26,675
Boston,17,14,582,73,36,3,21,715
Boston,18,1,715,51,34,1,44,845
Boston,18,2,479,41,16,2,23,561
Boston,18,3,563,32,17,0,19,631
Boston,18,4,591,37,9,2,24,663
Boston,18,5,650,41,18,1,23,733
Boston,18,6,823,43,20,1,31,918
Boston,18,7,553,76,48,1,11,689
Boston,18,8,933,97,45,0,45,"1,120"
Boston,18,9,668,75,52,2,25,822
Boston,18,10,"1,064",108,68,2,37,"1,279"
Boston,18,11,465,48,33,2,10,558
Boston,18,12,603,95,33,3,26,760
Boston,18,13,361,28,25,0,11,425
Boston,18,14,351,45,18,0,11,425
Boston,18,15,549,49,27,0,26,651
Boston,18,16,680,185,42,3,27,937
Boston,18,17,545,90,24,6,26,691
Boston,18,18,655,121,25,1,39,841
Boston,18,19,932,142,46,5,38,"1,163"
Boston,18,20,741,262,36,1,37,"1,077"
Boston,18,21,703,41,29,1,29,803
Boston,18,22,756,182,38,0,28,"1,004"
Boston,18,23,353,36,22,0,17,428
Boston,19,1,704,26,73,2,22,827
Boston,19,2,880,120,55,3,37,"1,095"
Boston,19,3,482,39,34,0,15,570
Boston,19,4,992,23,94,4,36,"1,149"
Boston,19,5,678,40,82,2,27,829
Boston,19,6,"1,023",47,106,3,46,"1,225"
Boston,19,7,763,38,84,5,22,912
Boston,19,8,636,35,70,6,32,779
Boston,19,9,465,25,43,0,13,546
Boston,19,10,829,79,59,1,23,991
Boston,19,11,481,49,46,0,14,590
Boston,19,12,622,49,67,2,21,761
Boston,19,13,432,49,38,1,20,540
Boston,20,1,748,124,52,3,39,966
Boston,20,2,725,115,70,2,22,934
Boston,20,3,553,179,25,1,22,780
Boston,20,4,725,56,77,2,29,889
Boston,20,5,701,222,31,1,32,987
Boston,20,6,901,185,37,2,31,"1,156"
Boston,20,7,528,92,38,0,12,670
Boston,20,8,618,106,36,2,16,778
Boston,20,9,631,117,38,2,23,811
Boston,20,10,874,286,40,2,31,"1,233"
Boston,20,11,447,97,19,1,20,584
Boston,20,12,580,138,22,0,16,756
Boston,20,13,501,128,12,0,18,659
Boston,20,14,501,131,20,0,16,668
Boston,20,15,753,269,34,1,21,"1,078"
Boston,20,16,811,280,31,2,29,"1,153"
Boston,20,17,957,284,27,3,39,"1,310"
Boston,20,18,520,109,29,1,19,678
Boston,20,19,513,142,23,1,27,706
Boston,20,20,821,187,24,4,18,"1,054"
Boston,20,21,65,11,2,0,6,84
Boston,21,1,595,49,31,1,16,692
Boston,21,2,143,14,7,0,1,165
Boston,21,3,285,28,23,0,6,342
Boston,21,4,277,21,35,1,8,342
Boston,21,5,477,34,51,2,9,573
Boston,21,6,412,43,35,1,10,501
Boston,21,7,417,46,42,3,17,525
Boston,21,8,637,52,58,1,11,759
Boston,21,9,631,73,62,1,14,781
Boston,21,10,496,62,31,0,17,606
Boston,21,11,634,76,50,2,15,777
Boston,21,12,524,94,42,0,30,690
Boston,21,13,658,183,37,1,44,923
Boston,21,14,393,42,26,0,10,471
Boston,21,15,464,52,48,2,12,578
Boston,21,16,640,107,37,2,13,799
Boston,22,1,661,80,53,0,18,812
Boston,22,2,776,96,91,1,35,999
Boston,22,3,695,113,45,0,12,865
Boston,22,4,587,84,37,2,17,727
Boston,22,5,465,52,26,0,21,564
Boston,22,6,444,54,37,2,10,547
Boston,22,7,610,81,51,1,19,762
Boston,22,8,444,90,30,1,17,582
Boston,22,9,493,108,38,1,16,656
Boston,22,10,597,84,61,2,24,768
Boston,22,11,411,48,29,0,9,497
Boston,22,12,389,58,27,0,10,484
Boston,22,13,376,41,17,0,5,439
Bourne,-,1,723,669,24,0,19,"1,435"
Bourne,-,2,800,632,22,0,24,"1,478"
Bourne,-,3,351,302,13,0,9,675
Bourne,-,4,"1,026",590,22,0,31,"1,669"
Bourne,-,5,777,482,19,0,26,"1,304"
Bourne,-,5A,142,100,5,0,1,248
Bourne,-,6,769,413,11,0,15,"1,208"
Bourne,-,7,692,451,12,0,16,"1,171"
Boxborough,,,"1,805",567,57,1,40,"2,470"
Boxford,-,1,798,500,22,1,10,"1,331"
Boxford,-,2,877,548,21,0,18,"1,464"
Boxford,-,3,795,540,14,2,21,"1,372"
Boylston,,,"1,597",948,52,0,36,"2,633"
Braintree,-,1A,778,489,22,1,25,"1,315"
Braintree,-,1B,649,461,22,2,24,"1,158"
Braintree,-,2A,861,427,19,2,30,"1,339"
Braintree,-,2B,785,457,22,0,28,"1,292"
Braintree,-,3A,668,358,28,0,13,"1,067"
Braintree,-,3B,730,377,33,2,13,"1,155"
Braintree,-,4A,718,392,26,2,31,"1,169"
Braintree,-,4B,695,313,20,3,22,"1,053"
Braintree,-,5A,751,435,36,0,27,"1,249"
Braintree,-,5B,839,448,27,0,35,"1,349"
Braintree,-,6A,916,517,24,1,29,"1,487"
Braintree,-,6B,899,475,19,0,33,"1,426"
Brewster,-,1,"1,454",622,38,0,26,"2,140"
Brewster,-,2,"1,355",496,35,0,16,"1,902"
Brewster,-,3,"1,302",570,59,0,23,"1,954"
Bridgewater,-,1,760,620,19,0,25,"1,424"
Bridgewater,-,2,765,606,26,0,26,"1,423"
Bridgewater,-,3,953,737,15,0,29,"1,734"
Bridgewater,-,4,409,350,12,0,15,786
Bridgewater,-,5,97,38,4,0,3,142
Bridgewater,-,6,507,371,26,0,9,913
Bridgewater,-,7,704,509,33,1,23,"1,270"
Bridgewater,-,8,687,359,29,1,14,"1,090"
Bridgewater,-,9,761,586,21,0,25,"1,393"
Brimfield,,,825,861,36,1,19,"1,742"
Brockton,1,A,466,85,15,0,14,580
Brockton,1,B,699,211,15,0,17,942
Brockton,1,C,556,174,9,0,16,755
Brockton,1,D,858,326,20,1,31,"1,236"
Brockton,2,A,312,47,8,0,12,379
Brockton,2,B,383,61,13,0,26,483
Brockton,2,C,254,45,9,0,15,323
Brockton,2,D,493,127,16,0,23,659
Brockton,3,A,498,124,21,0,24,667
Brockton,3,B,405,71,11,0,18,505
Brockton,3,C,759,295,25,0,24,"1,103"
Brockton,3,D,752,317,19,2,21,"1,111"
Brockton,4,A,243,37,11,0,8,299
Brockton,4,B,510,126,17,1,14,668
Brockton,4,C,624,233,24,0,17,898
Brockton,4,D,637,211,17,1,22,888
Brockton,5,A,347,70,15,1,9,442
Brockton,5,B,670,192,19,0,14,895
Brockton,5,C,460,111,12,2,15,600
Brockton,5,D,705,262,19,0,30,"1,016"
Brockton,6,A,495,138,10,0,11,654
Brockton,6,B,702,256,15,0,19,992
Brockton,6,C,597,181,17,0,17,812
Brockton,6,D,768,367,29,0,26,"1,190"
Brockton,7,A,398,78,13,1,13,503
Brockton,7,B,577,128,15,0,29,749
Brockton,7,C,581,102,23,0,21,727
Brockton,7,D,611,170,24,0,16,821
Brookfield,,,726,683,50,0,22,"1,481"
Brookline,-,1,934,119,44,1,32,"1,130"
Brookline,-,2,558,86,44,0,14,702
Brookline,-,3,"1,078",111,59,1,25,"1,274"
Brookline,-,4,797,117,40,3,35,992
Brookline,-,5,538,67,27,0,18,650
Brookline,-,5A,586,53,30,0,19,688
Brookline,-,6,"1,212",100,81,1,48,"1,442"
Brookline,-,7,"1,017",119,38,1,27,"1,202"
Brookline,-,8,"1,112",80,60,2,19,"1,273"
Brookline,-,9,"1,163",98,46,1,36,"1,344"
Brookline,-,10,"1,141",109,53,3,19,"1,325"
Brookline,-,11,"1,188",106,62,1,30,"1,387"
Brookline,-,12,"1,223",155,73,0,37,"1,488"
Brookline,-,13,"1,005",120,47,0,22,"1,194"
Brookline,-,13A,173,25,11,0,4,213
Brookline,-,14,967,183,39,0,34,"1,223"
Brookline,-,14A,266,41,8,0,11,326
Brookline,-,15,"1,183",274,35,0,39,"1,531"
Brookline,-,16,"1,114",194,36,1,24,"1,369"
Brookline,-,17,982,112,34,0,22,"1,150"
Buckland,,,661,191,51,0,15,918
Burlington,-,1,"1,131",638,18,2,36,"1,825"
Burlington,-,2,687,330,19,0,11,"1,047"
Burlington,-,3,"1,005",512,20,2,30,"1,569"
Burlington,-,4,808,396,27,0,27,"1,258"
Burlington,-,5,"1,201",620,32,1,39,"1,893"
Burlington,-,6,"1,091",607,27,2,42,"1,769"
Burlington,-,7,"1,006",430,26,1,21,"1,484"
Cambridge,1,1,539,42,23,2,22,628
Cambridge,1,2,248,35,8,2,9,302
Cambridge,1,2A,20,4,1,0,2,27
Cambridge,1,3,912,106,47,1,24,"1,090"
Cambridge,2,1,963,110,58,0,27,"1,158"
Cambridge,2,2,866,123,63,5,30,"1,087"
Cambridge,2,3,803,78,43,1,19,944
Cambridge,2,3A,77,15,3,0,2,97
Cambridge,3,1,707,62,38,1,34,842
Cambridge,3,2,971,70,68,0,17,"1,126"
Cambridge,3,3,621,33,58,1,14,727
Cambridge,3,3A,363,26,19,0,9,417
Cambridge,4,1,"1,228",84,94,2,28,"1,436"
Cambridge,4,2,"1,003",50,61,1,21,"1,136"
Cambridge,4,2A,151,14,19,0,3,187
Cambridge,4,3,"1,112",56,89,3,24,"1,284"
Cambridge,5,1,"1,013",63,84,1,29,"1,190"
Cambridge,5,2,145,7,10,0,2,164
Cambridge,5,3,"1,014",54,78,1,24,"1,171"
Cambridge,6,1,955,51,69,0,19,"1,094"
Cambridge,6,1A,310,12,15,2,9,348
Cambridge,6,2,677,28,33,3,17,758
Cambridge,6,3,"1,297",89,87,1,36,"1,510"
Cambridge,7,1,"1,137",57,85,1,36,"1,316"
