City/Town,Ward,Pct,"Christopher A. Iannella, Jr.","All Others",Blanks,"Total Votes Cast"
Hingham,-,3,"1,545",34,558,"2,137"
Hingham,-,4,"1,621",30,635,"2,286"
Hingham,-,5,"1,554",42,676,"2,272"
Hingham,-,6,"1,522",30,605,"2,157"
Hingham,-,7,881,22,398,"1,301"
Hingham,-,7A,901,5,304,"1,210"
Holbrook,-,1,"1,086",20,364,"1,470"
Holbrook,-,2,"1,078",20,462,"1,560"
Holbrook,-,3,"1,082",19,412,"1,513"
Holbrook,-,4,"1,042",28,391,"1,461"
Hull,-,1,"1,680",12,675,"2,367"
Hull,-,2,"1,487",16,644,"2,147"
Hull,-,3,"1,699",25,680,"2,404"
Marshfield,-,1,"1,720",0,826,"2,546"
Marshfield,-,2,"1,516",0,688,"2,204"
Marshfield,-,2A,214,0,75,289
Marshfield,-,3,"1,842",0,763,"2,605"
Marshfield,-,4,"1,559",0,663,"2,222"
Marshfield,-,5,"1,638",0,685,"2,323"
Marshfield,-,6,"1,889",0,915,"2,804"
Marshfield,-,7,"1,788",0,791,"2,579"
Norwell,-,1,"1,547",54,632,"2,233"
Norwell,-,2,"1,701",62,778,"2,541"
Norwell,-,3,"1,672",33,676,"2,381"
Norwood,-,1,"1,344",31,533,"1,908"
Norwood,-,2,"1,275",20,503,"1,798"
Norwood,-,3,"1,345",31,570,"1,946"
Norwood,-,4,"1,375",24,709,"2,108"
Norwood,-,5,944,26,339,"1,309"
Norwood,-,6,979,41,448,"1,468"
Norwood,-,7,"1,309",24,548,"1,881"
Norwood,-,8,"1,422",28,546,"1,996"
Norwood,-,9,"1,317",25,588,"1,930"
Quincy,1,1,917,28,293,"1,238"
Quincy,1,2,791,10,318,"1,119"
Quincy,1,3,"1,018",27,291,"1,336"
Quincy,1,4,"1,396",43,589,"2,028"
Quincy,1,5,"1,464",47,565,"2,076"
Quincy,2,1,874,32,212,"1,118"
Quincy,2,2,946,28,225,"1,199"
Quincy,2,3,656,22,190,868
Quincy,2,4,920,21,277,"1,218"
Quincy,2,5,"1,003",21,306,"1,330"
Quincy,3,1,"1,367",33,381,"1,781"
Quincy,3,2,"1,046",21,322,"1,389"
Quincy,3,3,908,22,256,"1,186"
Quincy,3,4,"1,254",33,419,"1,706"
Quincy,3,5,907,20,235,"1,162"
Quincy,4,1,"1,104",22,285,"1,411"
Quincy,4,2,"1,219",28,403,"1,650"
Quincy,4,3,"1,369",40,477,"1,886"
Quincy,4,4,904,16,206,"1,126"
Quincy,4,5,943,28,221,"1,192"
Quincy,5,1,540,22,133,695
Quincy,5,1A,351,9,111,471
Quincy,5,2,950,22,282,"1,254"
Quincy,5,3,"1,407",30,392,"1,829"
Quincy,5,4,872,20,305,"1,197"
Quincy,5,5,"1,155",29,426,"1,610"
Quincy,6,1,"1,038",23,289,"1,350"
Quincy,6,2,987,28,232,"1,247"
Quincy,6,3,"1,182",22,419,"1,623"
Quincy,6,4,853,17,285,"1,155"
Quincy,6,5,"1,585",33,557,"2,175"
Rockland,-,1,"1,275",37,455,"1,767"
Rockland,-,2,"1,268",32,533,"1,833"
Rockland,-,3,"1,017",36,321,"1,374"
Rockland,-,4,"1,036",57,346,"1,439"
Rockland,-,5,"1,119",35,477,"1,631"
Rockland,-,6,"1,249",35,449,"1,733"
Scituate,-,1,"1,568",13,672,"2,253"
Scituate,-,2,"1,580",19,657,"2,256"
Scituate,-,3,"1,584",18,591,"2,193"
Scituate,-,4,"1,604",16,748,"2,368"
Scituate,-,5,"1,548",10,581,"2,139"
Scituate,-,6,"1,710",0,656,"2,366"
Walpole,-,1,"1,364",16,486,"1,866"
Walpole,-,2,"1,375",13,723,"2,111"
Walpole,-,2A,31,0,9,40
Walpole,-,3,"1,647",23,739,"2,409"
Walpole,-,4,"1,174",13,457,"1,644"
Walpole,-,5,"1,139",17,530,"1,686"
Walpole,-,5A,27,0,20,47
Walpole,-,6,"1,451",23,602,"2,076"
Walpole,-,7,"1,370",8,678,"2,056"
Walpole,-,8,"1,310",11,746,"2,067"
Westwood,-,1,"1,404",11,657,"2,072"
Westwood,-,2,"1,409",17,702,"2,128"
Westwood,-,3,"1,310",10,595,"1,915"
Westwood,-,4,"1,230",16,660,"1,906"
Westwood,-,5,"1,452",16,717,"2,185"
Weymouth,-,1,"1,308",25,448,"1,781"
Weymouth,-,2,"1,421",32,585,"2,038"
Weymouth,-,3,"1,450",38,541,"2,029"
Weymouth,-,4,"1,254",21,419,"1,694"
Weymouth,-,5,"1,298",29,370,"1,697"
Weymouth,-,6,"1,504",39,492,"2,035"
Weymouth,-,7,"1,134",28,378,"1,540"
Weymouth,-,8,"1,263",29,411,"1,703"
Weymouth,-,9,899,24,310,"1,233"
Weymouth,-,9A,363,11,133,507
Weymouth,-,10,"1,068",40,378,"1,486"
Weymouth,-,11,"1,111",32,331,"1,474"
Weymouth,-,12,"1,422",32,548,"2,002"
Weymouth,-,13,928,17,268,"1,213"
Weymouth,-,14,"1,563",30,481,"2,074"
Weymouth,-,15,"1,388",44,535,"1,967"
Weymouth,-,16,"1,651",33,583,"2,267"
Weymouth,-,17,"1,096",28,372,"1,496"
Weymouth,-,18,"1,180",23,362,"1,565"
TOTALS,,,"319,452","6,459","108,409","434,320"
