City/Town,Ward,Pct,"Maura Healey","James R. McMahon, III","All Others",Blanks,"Total Votes Cast"
Methuen,-,3,848,495,3,26,"1,372"
Methuen,-,4,891,467,1,39,"1,398"
Methuen,-,5,777,368,1,28,"1,174"
Methuen,-,6,928,450,1,27,"1,406"
Methuen,-,7,954,587,2,47,"1,590"
Methuen,-,8,"1,073",901,3,69,"2,046"
Methuen,-,9,926,697,1,44,"1,668"
Methuen,-,10,947,466,1,33,"1,447"
Methuen,-,11,"1,080",776,0,65,"1,921"
Methuen,-,12,845,713,2,39,"1,599"
Middleborough,-,1,"1,253","1,119",1,44,"2,417"
Middleborough,-,2,834,649,0,37,"1,520"
Middleborough,-,3,837,939,0,41,"1,817"
Middleborough,-,4,705,572,0,37,"1,314"
Middleborough,-,5,854,946,0,54,"1,854"
Middleborough,-,6,715,767,0,45,"1,527"
Middlefield,-,1,181,71,1,8,261
Middleton,-,1,"1,128",935,0,41,"2,104"
Middleton,-,2,"1,152","1,002",0,49,"2,203"
Milford,-,1,516,277,1,27,821
Milford,-,2,831,379,3,43,"1,256"
Milford,-,3,748,481,3,43,"1,275"
Milford,-,4,632,290,0,35,957
Milford,-,5,"1,105",638,0,49,"1,792"
Milford,-,6,862,422,2,43,"1,329"
Milford,-,7,"1,039",603,1,54,"1,697"
Milford,-,8,960,447,1,65,"1,473"
Millbury,-,1,795,573,1,32,"1,401"
Millbury,-,2,936,767,1,37,"1,741"
Millbury,-,3,745,615,0,42,"1,402"
Millbury,-,4,805,530,0,25,"1,360"
Millis,-,1,899,491,0,27,"1,417"
Millis,-,2,932,487,0,40,"1,459"
Millis,-,3,937,510,0,24,"1,471"
Millville,-,1,668,599,0,30,"1,297"
Milton,-,1,"1,238",161,0,25,"1,424"
Milton,-,2,"1,253",218,1,37,"1,509"
Milton,-,3,"1,141",386,1,52,"1,580"
Milton,-,4,"1,150",246,0,39,"1,435"
Milton,-,5,896,278,1,30,"1,205"
Milton,-,6,"1,039",442,1,61,"1,543"
Milton,-,7,939,380,2,58,"1,379"
Milton,-,8,"1,009",433,2,54,"1,498"
Milton,-,9,947,503,1,51,"1,502"
Milton,-,10,850,134,1,27,"1,012"
Monroe,-,1,27,20,0,1,48
Monson,-,A,610,579,2,25,"1,216"
Monson,-,B,648,575,2,33,"1,258"
Monson,-,C,698,573,1,34,"1,306"
Montague,-,1,739,128,0,15,882
Montague,-,2,450,162,0,8,620
Montague,-,3,418,158,0,13,589
Montague,-,4,468,172,0,13,653
Montague,-,5,360,62,0,11,433
Montague,-,6,401,128,0,10,539
Monterey,-,1,376,80,1,12,469
Montgomery,-,1,218,231,0,7,456
"Mount Washington",-,1,74,19,0,4,97
Nahant,-,1,"1,443",619,0,39,"2,101"
Nantucket,-,1,"2,928","1,213",1,63,"4,205"
Natick,-,1,850,196,0,18,"1,064"
Natick,-,2,"1,390",424,0,27,"1,841"
Natick,-,3,"1,335",422,0,49,"1,806"
Natick,-,4,"1,253",361,0,18,"1,632"
Natick,-,5,"1,274",441,1,47,"1,763"
Natick,-,6,"1,257",396,1,33,"1,687"
Natick,-,7,"1,421",373,0,31,"1,825"
Natick,-,8,"1,357",428,0,39,"1,824"
Natick,-,9,"1,337",379,0,39,"1,755"
Natick,-,10,"1,614",499,0,39,"2,152"
Needham,-,A,"1,035",327,1,34,"1,397"
Needham,-,B,"1,245",405,0,36,"1,686"
Needham,-,C,"1,229",353,0,33,"1,615"
Needham,-,D,"1,227",339,1,30,"1,597"
Needham,-,E,"1,291",401,0,31,"1,723"
Needham,-,F,"1,278",293,0,42,"1,613"
Needham,-,G,"1,293",370,2,41,"1,706"
Needham,-,H,"1,257",404,0,42,"1,703"
Needham,-,I,"1,395",288,1,36,"1,720"
Needham,-,J,"1,292",355,2,36,"1,685"
"New Ashford",-,1,78,41,0,6,125
"New Bedford",1,A,597,361,0,29,987
"New Bedford",1,B,520,314,1,29,864
"New Bedford",1,C,513,331,0,30,874
"New Bedford",1,D,566,353,1,37,957
"New Bedford",1,E,552,252,0,19,823
"New Bedford",1,F,554,374,0,30,958
"New Bedford",2,A,142,45,0,0,187
"New Bedford",2,B,333,126,1,13,473
"New Bedford",2,C,247,122,0,10,379
"New Bedford",2,D,333,206,0,18,557
"New Bedford",2,E,491,242,1,24,758
"New Bedford",2,F,422,212,1,28,663
"New Bedford",3,A,246,74,0,10,330
"New Bedford",3,B,285,93,0,6,384
"New Bedford",3,C,287,100,1,10,398
"New Bedford",3,D,376,147,0,24,547
"New Bedford",3,E,611,264,2,21,898
"New Bedford",3,F,571,252,1,18,842
"New Bedford",4,A,333,43,0,25,401
"New Bedford",4,B,570,144,0,16,730
"New Bedford",4,C,582,132,0,21,735
"New Bedford",4,D,474,125,1,10,610
"New Bedford",4,E,414,166,1,16,597
"New Bedford",4,F,467,119,1,14,601
"New Bedford",5,A,336,127,1,14,478
"New Bedford",5,B,631,169,1,23,824
"New Bedford",5,C,466,205,1,27,699
"New Bedford",5,D,706,225,0,22,953
"New Bedford",5,E,749,332,2,41,"1,124"
"New Bedford",5,F,761,297,0,40,"1,098"
"New Bedford",6,A,513,271,1,31,816
"New Bedford",6,B,471,216,0,34,721
"New Bedford",6,C,222,67,0,12,301
"New Bedford",6,D,172,58,0,16,246
"New Bedford",6,E,273,107,0,22,402
"New Bedford",6,F,383,124,0,19,526
"New Braintree",-,1,275,236,0,13,524
"New Marlborough",-,1,550,208,1,20,779
"New Salem",-,1,360,169,0,6,535
Newbury,-,1,"1,378",642,1,42,"2,063"
Newbury,-,2,"1,294",740,2,45,"2,081"
Newburyport,1,1,"1,063",278,0,23,"1,364"
Newburyport,2,1,"1,400",307,0,24,"1,731"
Newburyport,3,1,"1,300",355,0,28,"1,683"
Newburyport,4,1,"1,461",453,0,23,"1,937"
Newburyport,5,1,"1,008",461,0,49,"1,518"
Newburyport,6,1,"1,108",488,0,29,"1,625"
Newburyport,1,P,297,133,0,9,439
Newton,1,1,830,269,0,37,"1,136"
Newton,1,2,"1,123",157,2,35,"1,317"
Newton,1,3,"1,119",148,0,26,"1,293"
Newton,1,4,914,290,4,53,"1,261"
Newton,2,1,"1,115",215,2,26,"1,358"
Newton,2,2,790,132,2,30,954
Newton,2,3,"1,297",195,0,36,"1,528"
Newton,2,4,"1,290",183,1,39,"1,513"
Newton,3,1,"1,168",210,3,39,"1,420"
Newton,3,2,"1,222",192,0,36,"1,450"
Newton,3,3,"1,064",295,1,44,"1,404"
Newton,3,4,"1,052",259,1,36,"1,348"
Newton,4,1,"1,014",238,2,26,"1,280"
Newton,4,2,"1,085",156,2,22,"1,265"
Newton,4,3,740,144,1,20,905
Newton,4,4,944,244,3,39,"1,230"
Newton,5,1,"1,021",231,3,39,"1,294"
Newton,5,2,"1,183",157,0,35,"1,375"
Newton,5,3,"1,399",204,1,39,"1,643"
Newton,5,4,"1,366",192,2,25,"1,585"
Newton,6,1,983,240,0,33,"1,256"
Newton,6,2,"1,239",164,1,31,"1,435"
Newton,6,3,"1,356",154,0,35,"1,545"
Newton,6,4,"1,347",194,0,41,"1,582"
Newton,7,1,937,231,0,30,"1,198"
Newton,7,2,"1,336",224,0,37,"1,597"
Newton,7,3,357,67,0,4,428
Newton,7,4,538,119,0,21,678
Newton,8,1,"1,179",357,1,39,"1,576"
Newton,8,2,995,336,1,45,"1,377"
Newton,8,3,"1,114",309,0,49,"1,472"
Newton,8,4,673,201,2,21,897
Norfolk,-,1,666,461,1,15,"1,143"
Norfolk,-,2,"1,338",863,0,50,"2,251"
Norfolk,-,3,"1,130",750,0,41,"1,921"
"N. Adams",1,1,676,245,0,43,964
"N. Adams",2,2,606,171,4,27,808
"N. Adams",3,3,553,132,0,15,700
"N. Adams",4,4,707,261,1,44,"1,013"
"N. Adams",5,5,616,205,3,40,864
"N. Andover",-,1,998,460,0,33,"1,491"
"N. Andover",-,2,"1,122",567,0,42,"1,731"
"N. Andover",-,3,"1,006",500,0,36,"1,542"
"N. Andover",-,4,"1,249",659,0,38,"1,946"
"N. Andover",-,5,777,398,0,26,"1,201"
"N. Andover",-,6,"1,065",770,0,39,"1,874"
"N. Andover",-,7,"1,113",600,0,29,"1,742"
"N. Andover",-,8,"1,072",755,0,34,"1,861"
"N. Attleborough",-,1,693,343,0,16,"1,052"
"N. Attleborough",-,2,819,519,0,37,"1,375"
"N. Attleborough",-,3,774,659,2,50,"1,485"
"N. Attleborough",-,4,656,349,0,25,"1,030"
"N. Attleborough",-,5,716,433,0,29,"1,178"
"N. Attleborough",-,6,872,563,0,34,"1,469"
"N. Attleborough",-,7,945,634,0,41,"1,620"
"N. Attleborough",-,8,853,582,0,32,"1,467"
"N. Attleborough",-,9,802,519,0,34,"1,355"
"N. Brookfield",-,1,955,"1,066",0,41,"2,062"
"N. Reading",-,1,"1,093",772,0,56,"1,921"
"N. Reading",-,2,"1,036",617,0,53,"1,706"
"N. Reading",-,3,"1,116",739,0,47,"1,902"
"N. Reading",-,4,"1,212",728,0,44,"1,984"
Northampton,1,A,764,69,0,15,848
Northampton,1,B,"1,129",128,2,19,"1,278"
Northampton,2,A,"1,115",57,0,15,"1,187"
Northampton,2,B,673,33,0,10,716
Northampton,3,A,"1,115",76,0,24,"1,215"
Northampton,3,B,"1,012",82,3,22,"1,119"
Northampton,4,A,783,44,1,25,853
Northampton,4,B,976,78,0,17,"1,071"
Northampton,5,A,864,117,0,13,994
Northampton,5,B,993,98,0,24,"1,115"
Northampton,6,A,863,211,0,16,"1,090"
Northampton,6,B,"1,061",182,0,33,"1,276"
Northampton,7,A,"1,062",141,1,20,"1,224"
Northampton,7,B,"1,048",180,0,25,"1,253"
Northborough,-,1,"1,297",609,1,43,"1,950"
Northborough,-,2,"1,188",634,1,44,"1,867"
Northborough,-,3,"1,288",618,0,42,"1,948"
Northborough,-,4,"1,230",722,0,35,"1,987"
Northbridge,-,1,934,720,1,42,"1,697"
Northbridge,-,2,930,741,0,47,"1,718"
Northbridge,-,3,760,685,0,38,"1,483"
Northbridge,-,4,"1,066","1,013",0,72,"2,151"
Northfield,-,1,"1,035",459,0,14,"1,508"
Norton,-,1,990,700,1,37,"1,728"
Norton,-,2,952,701,4,43,"1,700"
Norton,-,3,958,606,0,34,"1,598"
Norton,-,4,"1,084",690,1,45,"1,820"
Norton,-,5,576,429,2,20,"1,027"
Norwell,-,1,"1,125",733,1,46,"1,905"
Norwell,-,2,"1,174",832,0,49,"2,055"
Norwell,-,3,"1,172",770,0,41,"1,983"
Norwood,-,1,"1,117",483,0,41,"1,641"
Norwood,-,2,"1,010",406,2,40,"1,458"
Norwood,-,3,"1,067",429,0,42,"1,538"
Norwood,-,4,"1,130",533,2,53,"1,718"
Norwood,-,5,847,277,0,31,"1,155"
Norwood,-,6,731,325,1,23,"1,080"
Norwood,-,7,883,417,0,36,"1,336"
Norwood,-,8,"1,109",472,1,25,"1,607"
Norwood,-,9,"1,041",536,3,42,"1,622"
"Oak Bluffs",-,1,"1,958",569,0,43,"2,570"
Oakham,-,1,449,490,1,23,963
Orange,-,1,728,572,0,29,"1,329"
Orange,-,2,776,541,0,19,"1,336"
Orleans,-,1,"2,675","1,378",1,51,"4,105"
Otis,-,1,430,278,1,28,737
Oxford,-,1,711,668,3,35,"1,417"
Oxford,-,2,695,624,0,15,"1,334"
Oxford,-,3,760,664,2,36,"1,462"
Oxford,-,4,652,619,1,30,"1,302"
Palmer,-,1,577,548,0,21,"1,146"
Palmer,-,1A,76,73,0,6,155
Palmer,-,2,655,601,0,35,"1,291"
Palmer,-,3,606,392,1,18,"1,017"
Palmer,-,4,554,513,0,37,"1,104"
Paxton,-,1,"1,327",942,1,38,"2,308"
Peabody,1,1,853,409,4,30,"1,296"
Peabody,1,2,878,532,0,53,"1,463"
Peabody,1,3,952,560,1,47,"1,560"
Peabody,2,1,633,189,2,19,843
Peabody,2,2,602,222,1,14,839
Peabody,2,3,689,395,0,33,"1,117"
Peabody,3,1,461,174,4,21,660
Peabody,3,2,680,264,0,30,974
Peabody,3,3,776,374,3,25,"1,178"
Peabody,4,1,790,400,1,51,"1,242"
Peabody,4,2,752,403,0,20,"1,175"
Peabody,4,3,488,243,0,24,755
Peabody,4,3A,889,358,0,29,"1,276"
Peabody,5,1,828,587,0,34,"1,449"
Peabody,5,2,643,429,0,28,"1,100"
Peabody,5,3,825,474,1,29,"1,329"
Peabody,6,1,817,668,3,37,"1,525"
Peabody,6,2,792,585,0,44,"1,421"
Peabody,6,3,793,624,2,42,"1,461"
Pelham,-,1,687,99,0,16,802
Pembroke,-,1,"1,085",751,0,53,"1,889"
Pembroke,-,2,945,686,3,39,"1,673"
Pembroke,-,3,"1,019",721,1,31,"1,772"
Pembroke,-,4,"1,038",726,0,38,"1,802"
Pembroke,-,5,954,715,0,27,"1,696"
Pepperell,-,1,947,743,0,46,"1,736"
Pepperell,-,2,"1,091",804,8,30,"1,933"
Pepperell,-,3,"1,033",783,0,34,"1,850"
Peru,-,1,254,156,1,20,431
Petersham,-,1,466,254,0,14,734
Phillipston,-,1,419,412,0,13,844
Pittsfield,1,A,636,232,0,32,900
Pittsfield,1,B,874,287,1,62,"1,224"
Pittsfield,2,A,460,93,0,16,569
Pittsfield,2,B,919,299,2,64,"1,284"
Pittsfield,3,A,"1,103",282,1,68,"1,454"
Pittsfield,3,B,"1,106",344,1,90,"1,541"
Pittsfield,4,A,"1,056",367,4,72,"1,499"
Pittsfield,4,B,"1,194",489,4,96,"1,783"
Pittsfield,5,A,877,211,0,63,"1,151"
Pittsfield,5,B,925,291,2,53,"1,271"
Pittsfield,6,A,921,295,2,65,"1,283"
Pittsfield,6,B,597,192,0,41,830
Pittsfield,7,A,524,169,3,22,718
Pittsfield,7,B,940,312,1,64,"1,317"
Plainfield,-,1,272,101,0,5,378
Plainville,-,1,842,573,1,38,"1,454"
Plainville,-,2,841,508,1,28,"1,378"
Plainville,-,3,750,535,0,35,"1,320"
Plymouth,-,1,877,482,1,26,"1,386"
Plymouth,-,2,"1,131",725,1,49,"1,906"
Plymouth,-,3,923,470,0,34,"1,427"
Plymouth,-,4,997,594,3,34,"1,628"
Plymouth,-,5,"1,060",859,0,35,"1,954"
Plymouth,-,6,"1,152",707,0,39,"1,898"
Plymouth,-,7,"1,010",727,0,30,"1,767"
Plymouth,-,8,"1,025",913,0,36,"1,974"
Plymouth,-,9,763,690,2,27,"1,482"
Plymouth,-,10,701,497,1,25,"1,224"
Plymouth,-,11,"1,124",875,0,39,"2,038"
Plymouth,-,12,"1,022",857,0,33,"1,912"
Plymouth,-,13,"1,067",716,1,40,"1,824"
Plymouth,-,14,898,927,0,33,"1,858"
Plymouth,-,15,"2,281","1,526",3,49,"3,859"
Plympton,-,1,816,688,0,37,"1,541"
Princeton,-,1,"1,197",817,0,46,"2,060"
Provincetown,-,1,"1,948",167,0,25,"2,140"
Quincy,1,1,734,316,3,33,"1,086"
Quincy,1,2,541,207,0,80,828
Quincy,1,3,912,267,0,28,"1,207"
Quincy,1,4,"1,015",498,2,43,"1,558"
Quincy,1,5,"1,085",495,1,50,"1,631"
Quincy,2,1,741,333,2,29,"1,105"
Quincy,2,2,686,243,1,22,952
Quincy,2,3,304,125,0,21,450
Quincy,2,3A,182,74,0,15,271
Quincy,2,4,675,208,1,21,905
Quincy,2,5,865,293,1,33,"1,192"
Quincy,3,1,"1,043",335,1,42,"1,421"
Quincy,3,2,846,269,0,37,"1,152"
Quincy,3,3,552,165,2,20,739
Quincy,3,4,902,372,0,47,"1,321"
Quincy,3,5,543,155,0,29,727
Quincy,4,1,845,275,2,25,"1,147"
Quincy,4,2,959,368,5,45,"1,377"
Quincy,4,3,925,442,1,38,"1,406"
Quincy,4,4,708,180,0,22,910
Quincy,4,5,739,282,2,25,"1,048"
Quincy,5,1,813,228,0,34,"1,075"
Quincy,5,2,779,230,1,25,"1,035"
Quincy,5,3,953,298,1,50,"1,302"
Quincy,5,4,875,329,0,25,"1,229"
Quincy,5,5,750,286,0,45,"1,081"
Quincy,6,1,714,250,0,22,986
Quincy,6,2,572,172,1,19,764
Quincy,6,3,"1,018",426,1,40,"1,485"
Quincy,6,4,700,203,2,28,933
Quincy,6,5,"1,158",567,2,49,"1,776"
Randolph,-,1,835,181,1,33,"1,050"
Randolph,-,2,706,133,1,18,858
Randolph,-,3,803,164,2,37,"1,006"
Randolph,-,4,866,192,0,23,"1,081"
Randolph,-,5,699,191,2,29,921
Randolph,-,6,735,149,3,19,906
Randolph,-,7,806,153,0,23,982
Randolph,-,8,889,134,3,20,"1,046"
Randolph,-,9,828,136,1,19,984
Randolph,-,10,840,174,0,18,"1,032"
Randolph,-,11,792,247,1,29,"1,069"
Randolph,-,12,868,225,3,28,"1,124"
Raynham,-,1,792,566,0,37,"1,395"
Raynham,-,1A,101,71,0,11,183
Raynham,-,2,666,579,0,39,"1,284"
Raynham,-,2A,119,139,0,10,268
Raynham,-,3,884,733,0,52,"1,669"
Raynham,-,4,755,626,0,37,"1,418"
Reading,-,1,"1,190",624,1,48,"1,863"
Reading,-,2,"1,080",448,1,33,"1,562"
Reading,-,3,"1,325",624,2,53,"2,004"
Reading,-,4,"1,162",480,2,43,"1,687"
Reading,-,5,"1,131",413,0,42,"1,586"
Reading,-,6,935,405,0,42,"1,382"
Reading,-,7,"1,165",524,1,60,"1,750"
Reading,-,8,995,543,1,71,"1,610"
Rehoboth,-,1,859,841,0,40,"1,740"
Rehoboth,-,2,844,833,0,28,"1,705"
Rehoboth,-,3,915,879,0,34,"1,828"
Revere,1,1,626,177,0,54,857
Revere,1,2,552,192,0,26,770
Revere,1,3,523,151,2,42,718
Revere,2,1,442,113,0,11,566
Revere,2,2,507,119,2,27,655
Revere,2,3,216,32,0,9,257
Revere,2,3A,82,21,0,8,111
Revere,3,1,520,201,0,49,770
Revere,3,2,506,182,0,41,729
Revere,3,3,489,186,0,34,709
Revere,4,1,520,236,0,41,797
Revere,4,2,435,216,1,54,706
Revere,4,3,586,249,0,46,881
Revere,5,1,474,233,4,33,744
Revere,5,1A,376,153,0,26,555
Revere,5,2,281,132,0,17,430
Revere,5,2A,228,54,1,18,301
Revere,5,3,551,232,1,28,812
Revere,6,1,564,355,1,64,984
Revere,6,2,588,378,2,61,"1,029"
Revere,6,3,460,168,0,32,660
Richmond,-,1,671,172,1,25,869
Rochester,-,1,"1,313","1,451",1,55,"2,820"
Rockland,-,1,828,539,0,34,"1,401"
Rockland,-,2,887,555,1,48,"1,491"
Rockland,-,3,623,359,1,25,"1,008"
Rockland,-,4,759,435,1,16,"1,211"
Rockland,-,5,667,396,1,35,"1,099"
Rockland,-,6,860,543,0,47,"1,450"
Rockport,-,1,752,300,2,16,"1,070"
Rockport,-,2,"1,113",356,3,23,"1,495"
Rockport,-,3,"1,298",475,0,22,"1,795"
Rowe,-,1,115,75,0,6,196
Rowley,-,1,"1,849","1,363",1,58,"3,271"
Royalston,-,1,200,125,0,6,331
Royalston,-,2,135,89,0,9,233
Russell,-,1,321,351,1,21,694
Rutland,-,1,697,658,0,29,"1,384"
Rutland,-,2,748,637,0,36,"1,421"
Rutland,-,3,704,585,3,27,"1,319"
Salem,1,1,"1,283",338,2,33,"1,656"
Salem,1,2,631,51,0,24,706
Salem,2,1,"1,287",245,0,30,"1,562"
Salem,2,2,"1,465",221,2,40,"1,728"
Salem,3,1,910,229,0,39,"1,178"
Salem,3,2,864,331,0,24,"1,219"
Salem,4,1,938,345,1,27,"1,311"
Salem,4,2,931,419,1,34,"1,385"
Salem,5,1,"1,107",261,0,26,"1,394"
Salem,5,2,987,162,0,23,"1,172"
Salem,6,1,"1,140",310,2,41,"1,493"
Salem,6,2,"1,061",267,1,27,"1,356"
Salem,7,1,"1,151",272,0,51,"1,474"
Salem,7,2,965,339,0,23,"1,327"
Salisbury,-,1,904,542,0,22,"1,468"
Salisbury,-,2,800,512,0,25,"1,337"
Salisbury,-,3,619,545,0,23,"1,187"
Sandisfield,-,1,236,132,1,5,374
Sandwich,-,1,"1,232",818,3,29,"2,082"
Sandwich,-,2,"1,185",845,0,23,"2,053"
Sandwich,-,3,975,767,2,20,"1,764"
Sandwich,-,4,978,824,0,26,"1,828"
Sandwich,-,5,892,748,0,35,"1,675"
Sandwich,-,6,770,824,1,34,"1,629"
Saugus,-,1,640,396,0,40,"1,076"
Saugus,-,2,605,394,0,38,"1,037"
Saugus,-,3,668,420,0,45,"1,133"
Saugus,-,4,561,405,0,28,994
Saugus,-,5,717,570,0,30,"1,317"
Saugus,-,6,659,427,0,29,"1,115"
Saugus,-,7,619,588,0,51,"1,258"
Saugus,-,8,673,443,0,57,"1,173"
Saugus,-,9,669,549,0,47,"1,265"
Saugus,-,10,612,364,0,29,"1,005"
Savoy,-,1,151,106,1,45,303
Scituate,-,1,"1,129",663,2,40,"1,834"
Scituate,-,2,"1,106",653,0,50,"1,809"
Scituate,-,3,"1,165",556,1,31,"1,753"
Scituate,-,4,"1,112",665,1,61,"1,839"
Scituate,-,5,"1,133",537,1,45,"1,716"
Scituate,-,6,"1,108",557,1,43,"1,709"
Seekonk,-,1,757,606,5,22,"1,390"
Seekonk,-,2,998,710,0,40,"1,748"
Seekonk,-,3,892,623,1,23,"1,539"
Seekonk,-,4,814,593,0,23,"1,430"
Sharon,-,1,"1,396",382,4,51,"1,833"
Sharon,-,2,"1,271",382,0,32,"1,685"
Sharon,-,3,"1,410",414,0,42,"1,866"
Sharon,-,4,"1,401",352,1,28,"1,782"
Sharon,-,5,"1,199",393,0,35,"1,627"
Sheffield,-,1,"1,170",391,4,53,"1,618"
Shelburne,-,1,791,198,2,31,"1,022"
Sherborn,-,1,"1,745",608,0,59,"2,412"
Shirley,-,1,"1,662","1,096",0,50,"2,808"
Shrewsbury,-,1,"1,250",686,0,43,"1,979"
Shrewsbury,-,2,996,483,0,38,"1,517"
Shrewsbury,-,3,800,433,2,34,"1,269"
Shrewsbury,-,4,957,565,0,42,"1,564"
Shrewsbury,-,5,998,444,0,47,"1,489"
Shrewsbury,-,6,"1,148",555,0,47,"1,750"
Shrewsbury,-,7,"1,245",721,0,59,"2,025"
Shrewsbury,-,8,"1,244",656,0,66,"1,966"
Shrewsbury,-,9,772,347,0,13,"1,132"
Shrewsbury,-,10,"1,083",512,0,37,"1,632"
Shutesbury,-,1,"1,002",128,0,17,"1,147"
Somerset,-,1,923,604,1,38,"1,566"
Somerset,-,2,945,645,0,39,"1,629"
Somerset,-,3,996,581,0,45,"1,622"
Somerset,-,4,837,549,0,34,"1,420"
Somerset,-,5,742,547,0,32,"1,321"
Somerville,1,1,906,135,0,35,"1,076"
Somerville,1,2,"1,379",247,1,46,"1,673"
Somerville,1,3,932,134,4,33,"1,103"
Somerville,2,1,"1,523",96,2,37,"1,658"
Somerville,2,2,"1,813",117,3,28,"1,961"
Somerville,2,3,"1,705",148,4,33,"1,890"
Somerville,3,1,"1,549",102,4,29,"1,684"
Somerville,3,2,"1,533",154,2,31,"1,720"
Somerville,3,3,"1,867",160,2,30,"2,059"
Somerville,4,1,847,171,3,36,"1,057"
Somerville,4,2,"1,146",109,2,40,"1,297"
Somerville,4,3,"1,382",135,1,37,"1,555"
Somerville,5,1,"1,569",192,3,43,"1,807"
Somerville,5,2,"1,858",153,4,41,"2,056"
Somerville,5,3,"1,949",165,2,29,"2,145"
Somerville,6,1,"2,111",137,3,36,"2,287"
Somerville,6,2,"1,905",158,3,53,"2,119"
Somerville,6,3,"1,033",90,3,17,"1,143"
Somerville,7,1,"1,866",154,2,40,"2,062"
Somerville,7,2,"1,433",92,2,38,"1,565"
Somerville,7,3,"1,410",226,1,42,"1,679"
"S. Hadley",-,A,"1,108",434,2,29,"1,573"
"S. Hadley",-,B,"1,218",496,0,39,"1,753"
"S. Hadley",-,C,"1,086",559,1,34,"1,680"
"S. Hadley",-,D,785,266,0,20,"1,071"
"S. Hadley",-,E,"1,134",575,1,50,"1,760"
Southampton,-,1,"1,842","1,352",0,70,"3,264"
Southborough,-,1,"1,207",548,0,35,"1,790"
Southborough,-,2,"1,106",530,0,23,"1,659"
Southborough,-,3,"1,159",543,0,28,"1,730"
Southbridge,-,1,600,317,1,36,954
Southbridge,-,2,504,262,0,26,792
Southbridge,-,3,558,410,1,22,991
Southbridge,-,4,764,534,0,42,"1,340"
Southbridge,-,5,439,185,4,22,650
Southwick,-,1,650,905,0,36,"1,591"
Southwick,-,2,614,632,0,30,"1,276"
Southwick,-,3,690,721,0,33,"1,444"
Spencer,-,1,593,511,1,17,"1,122"
Spencer,-,2,528,478,0,28,"1,034"
Spencer,-,3,600,591,0,20,"1,211"
Spencer,-,4,649,531,0,21,"1,201"
Springfield,1,A,274,28,0,37,339
Springfield,1,B,410,48,5,33,496
Springfield,1,C,229,39,2,30,300
Springfield,1,D,351,51,0,29,431
Springfield,1,E,410,44,0,31,485
Springfield,1,F,331,27,3,41,402
Springfield,1,G,371,50,1,16,438
Springfield,1,H,363,35,1,28,427
Springfield,2,A,334,62,2,17,415
Springfield,2,B,656,147,3,31,837
Springfield,2,C,372,81,2,12,467
Springfield,2,D,542,131,0,15,688
Springfield,2,E,527,151,1,26,705
Springfield,2,F,514,132,0,26,672
Springfield,2,G,603,204,1,29,837
Springfield,2,H,525,148,1,20,694
Springfield,3,A,272,58,1,20,351
Springfield,3,B,293,25,1,13,332
Springfield,3,C,202,32,0,23,257
Springfield,3,D,304,27,1,16,348
Springfield,3,E,240,40,1,14,295
Springfield,3,F,257,57,1,16,331
Springfield,3,G,212,37,1,8,258
Springfield,3,H,301,62,1,20,384
Springfield,4,A,506,62,2,12,582
Springfield,4,B,440,42,4,25,511
Springfield,4,C,337,22,2,24,385
Springfield,4,D,347,34,1,21,403
Springfield,4,E,320,20,0,9,349
Springfield,4,F,145,12,2,9,168
Springfield,4,G,497,45,1,35,578
Springfield,4,H,425,23,1,22,471
Springfield,5,A,476,32,0,30,538
Springfield,5,B,586,108,0,15,709
Springfield,5,C,432,124,0,20,576
Springfield,5,D,641,246,1,26,914
Springfield,5,E,666,112,2,28,808
Springfield,5,F,641,164,1,35,841
Springfield,5,G,684,300,1,28,"1,013"
Springfield,5,H,550,203,2,21,776
Springfield,6,A,395,90,3,18,506
Springfield,6,B,603,160,3,27,793
Springfield,6,C,461,158,0,17,636
Springfield,6,D,672,266,3,19,960
Springfield,6,E,339,72,1,17,429
Springfield,6,F,440,65,3,15,523
Springfield,6,G,481,111,0,15,607
Springfield,6,H,620,212,1,20,853
Springfield,7,A,599,225,0,29,853
Springfield,7,B,818,261,3,27,"1,109"
Springfield,7,C,712,286,1,48,"1,047"
Springfield,7,D,625,251,0,43,919
Springfield,7,E,463,127,0,17,607
Springfield,7,F,697,291,2,33,"1,023"
Springfield,7,G,706,359,1,36,"1,102"
Springfield,7,H,345,131,0,19,495
Springfield,8,A,458,173,2,21,654
Springfield,8,B,504,123,1,24,652
Springfield,8,C,510,99,3,23,635
Springfield,8,D,293,71,1,14,379
Springfield,8,E,314,69,0,18,401
Springfield,8,F,483,170,2,11,666
Springfield,8,G,521,187,1,33,742
Springfield,8,H,470,109,2,16,597
Sterling,-,1,"1,114",924,0,39,"2,077"
Sterling,-,2,"1,150","1,047",3,55,"2,255"
Stockbridge,-,1,863,217,3,47,"1,130"
Stoneham,-,1,"1,005",446,0,39,"1,490"
Stoneham,-,2,"1,171",447,0,49,"1,667"
Stoneham,-,3,"1,162",597,0,77,"1,836"
Stoneham,-,4,919,482,0,40,"1,441"
Stoneham,-,5,974,537,0,66,"1,577"
Stoneham,-,6,"1,037",544,0,54,"1,635"
Stoneham,-,7,983,482,0,41,"1,506"
Stoughton,-,1,"1,138",450,0,38,"1,626"
Stoughton,-,2,958,403,0,44,"1,405"
Stoughton,-,3,"1,006",451,0,38,"1,495"
Stoughton,-,4,"1,090",625,5,44,"1,764"
