City/Town,Ward,Pct,"Edward J. Markey","Kevin J. O'Connor","Shiva Ayyadurai","All Others",Blanks,"Total Votes Cast"
Woburn,1,1,843,446,7,0,38,"1,334"
Woburn,1,2,"1,012",526,16,5,50,"1,609"
Woburn,2,1,947,530,12,1,45,"1,535"
Woburn,2,2,834,325,3,0,44,"1,206"
Woburn,3,1,898,570,14,1,45,"1,528"
Woburn,3,2,"1,103",730,4,1,62,"1,900"
Woburn,4,1,"1,074",677,10,0,57,"1,818"
Woburn,4,2,915,466,13,0,54,"1,448"
Woburn,5,1,"1,275",551,7,0,62,"1,895"
Woburn,5,2,"1,070",669,6,1,56,"1,802"
Woburn,6,1,738,329,6,1,37,"1,111"
Woburn,6,2,995,631,15,4,60,"1,705"
Woburn,7,1,"1,029",813,10,1,59,"1,912"
Woburn,7,2,"1,014",733,7,1,53,"1,808"
Worcester,1,1,"1,481",764,25,3,73,"2,346"
Worcester,1,2,"1,534",812,8,2,75,"2,431"
Worcester,1,3,814,432,18,0,33,"1,297"
Worcester,1,4,"1,674",584,16,5,62,"2,341"
Worcester,1,5,"1,302",699,18,10,55,"2,084"
Worcester,2,1,"1,395",676,9,17,53,"2,150"
Worcester,2,2,"1,388",604,29,0,61,"2,082"
Worcester,2,3,"1,286",570,25,3,53,"1,937"
Worcester,2,4,"1,225",326,4,3,41,"1,599"
Worcester,2,5,599,187,2,3,23,814
Worcester,3,1,"1,084",401,2,7,38,"1,532"
Worcester,3,2,371,90,6,0,8,475
Worcester,3,3,947,356,13,0,38,"1,354"
Worcester,3,4,747,242,6,2,31,"1,028"
Worcester,3,5,"1,091",400,6,2,45,"1,544"
Worcester,4,1,724,197,0,6,51,978
Worcester,4,2,870,378,6,4,58,"1,316"
Worcester,4,3,943,233,4,4,32,"1,216"
Worcester,4,4,895,444,10,4,41,"1,394"
Worcester,4,5,"1,138",484,14,0,49,"1,685"
Worcester,5,1,908,269,8,2,31,"1,218"
Worcester,5,2,"1,145",512,1,12,64,"1,734"
Worcester,5,3,"1,265",772,33,0,46,"2,116"
Worcester,5,4,"1,184",568,9,2,44,"1,807"
Worcester,5,5,"1,087",626,16,3,48,"1,780"
Worcester,6,1,646,160,4,2,29,841
Worcester,6,2,857,278,4,2,39,"1,180"
Worcester,6,3,856,301,5,0,36,"1,198"
Worcester,6,4,377,178,7,3,13,578
Worcester,6,5,"1,019",481,16,4,55,"1,575"
Worcester,7,1,"1,184",430,10,2,68,"1,694"
Worcester,7,2,807,346,11,3,27,"1,194"
Worcester,7,3,"1,140",485,14,3,61,"1,703"
Worcester,7,4,"1,023",519,17,0,41,"1,600"
Worcester,7,5,"1,075",615,20,3,32,"1,745"
Worcester,8,1,604,215,2,3,30,854
Worcester,8,2,576,193,8,1,31,809
Worcester,8,3,485,96,1,3,22,607
Worcester,8,4,742,260,11,0,36,"1,049"
Worcester,8,5,730,258,6,1,32,"1,027"
Worcester,9,1,"1,310",407,14,3,37,"1,771"
Worcester,9,2,"1,486",503,19,2,70,"2,080"
Worcester,9,3,"1,012",461,15,3,31,"1,522"
Worcester,9,4,"1,400",610,20,3,60,"2,093"
Worcester,9,5,"1,386",678,17,3,58,"2,142"
Worcester,10,1,679,233,2,3,27,944
Worcester,10,2,781,174,7,1,29,992
Worcester,10,3,667,162,3,2,43,877
Worcester,10,4,536,174,6,4,43,763
Worcester,10,5,664,195,1,4,36,900
Worthington,-,1,571,279,4,0,22,876
Wrentham,-,1,"1,369","1,215",9,1,55,"2,649"
Wrentham,-,2,"1,246","1,272",19,4,48,"2,589"
Wrentham,-,3,"1,443","1,119",15,1,41,"2,619"
Yarmouth,-,1,"1,453",922,14,1,38,"2,428"
Yarmouth,-,2,"1,428",940,12,3,34,"2,417"
Yarmouth,-,3,"1,146",688,11,1,30,"1,876"
Yarmouth,-,4,"1,249",854,6,1,38,"2,148"
Yarmouth,-,5,"1,125",824,11,1,43,"2,004"
Yarmouth,-,6,"1,131",767,14,0,47,"1,959"
Yarmouth,-,7,"1,536","1,130",19,8,37,"2,730"
TOTALS,,,"2,357,809","1,177,765","21,134","7,428","93,869","3,658,005"
