City/Town,Ward,Pct,"Elizabeth A. Warren","Geoff Diehl","Shiva Ayyadurai","All Others",Blanks,"Total Votes Cast"
Mansfield,-,5,980,599,61,0,23,"1,663"
Mansfield,-,6,921,616,71,0,25,"1,633"
Marblehead,-,1,"1,216",701,58,1,36,"2,012"
Marblehead,-,2,"1,237",654,71,3,40,"2,005"
Marblehead,-,3,"1,063",602,82,2,31,"1,780"
Marblehead,-,4,"1,100",747,74,1,41,"1,963"
Marblehead,-,5,"1,124",692,58,3,39,"1,916"
Marblehead,-,6,"1,163",694,49,2,37,"1,945"
Marion,-,1,"1,511","1,186",79,0,36,"2,812"
Marlborough,1,1,586,309,28,0,10,933
Marlborough,1,2,817,599,51,2,22,"1,491"
Marlborough,2,1,628,466,36,0,18,"1,148"
Marlborough,2,2,588,304,34,1,7,934
Marlborough,3,1,443,242,33,0,14,732
Marlborough,3,2,901,526,57,0,24,"1,508"
Marlborough,4,1,342,225,33,1,9,610
Marlborough,4,2,736,503,46,0,25,"1,310"
Marlborough,5,1,418,213,36,0,7,674
Marlborough,5,2,647,410,39,2,9,"1,107"
Marlborough,6,1,489,268,36,0,10,803
Marlborough,6,2,712,556,65,3,14,"1,350"
Marlborough,7,1,548,347,40,2,14,951
Marlborough,7,2,536,387,37,3,12,975
Marshfield,-,1,854,979,57,0,23,"1,913"
Marshfield,-,2,867,"1,039",62,0,33,"2,001"
Marshfield,-,3,827,964,65,0,19,"1,875"
Marshfield,-,4,825,911,51,0,16,"1,803"
Marshfield,-,5,750,871,28,0,19,"1,668"
Marshfield,-,6,965,"1,128",41,0,33,"2,167"
Marshfield,-,7,863,"1,061",49,0,32,"2,005"
Mashpee,-,1,"1,003",804,54,1,27,"1,889"
Mashpee,-,2,691,700,47,0,15,"1,453"
Mashpee,-,3,581,583,48,1,7,"1,220"
Mashpee,-,4,738,590,34,0,22,"1,384"
Mashpee,-,5,791,979,57,2,23,"1,852"
Mattapoisett,-,1,"1,878","1,757",113,3,46,"3,797"
Maynard,-,1,912,427,58,1,14,"1,412"
Maynard,-,2,919,361,49,3,12,"1,344"
Maynard,-,3,908,429,53,2,17,"1,409"
Maynard,-,4,845,405,43,3,14,"1,310"
Medfield,-,1,950,652,54,0,38,"1,694"
Medfield,-,2,876,672,54,0,28,"1,630"
Medfield,-,3,878,726,39,7,34,"1,684"
Medfield,-,4,858,695,58,2,39,"1,652"
Medford,1,1,"1,023",392,43,1,22,"1,481"
Medford,1,2,"1,065",418,50,4,23,"1,560"
Medford,2,1,995,546,45,4,22,"1,612"
Medford,2,2,"1,069",651,74,3,33,"1,830"
Medford,3,1,"1,132",587,57,1,44,"1,821"
Medford,3,2,"1,186",662,75,2,33,"1,958"
Medford,4,1,807,135,23,1,11,977
Medford,4,2,"1,339",389,57,3,29,"1,817"
Medford,5,1,"1,327",304,52,1,21,"1,705"
Medford,5,2,"1,033",207,29,2,13,"1,284"
Medford,6,1,"1,616",319,67,4,27,"2,033"
Medford,6,2,"1,222",459,46,1,32,"1,760"
Medford,7,1,740,195,38,1,10,984
Medford,7,2,"1,063",336,52,1,33,"1,485"
Medford,8,1,"1,235",441,68,6,30,"1,780"
Medford,8,2,"1,044",396,39,1,24,"1,504"
Medway,-,1,716,712,50,4,25,"1,507"
Medway,-,2,841,694,41,2,24,"1,602"
Medway,-,3,836,709,77,2,20,"1,644"
Medway,-,4,836,738,71,2,24,"1,671"
Melrose,1,1,734,317,27,4,26,"1,108"
Melrose,1,2,725,288,35,3,11,"1,062"
Melrose,2,1,670,432,45,4,25,"1,176"
Melrose,2,2,647,314,39,2,20,"1,022"
Melrose,3,1,681,294,40,3,14,"1,032"
Melrose,3,2,615,297,32,6,18,968
Melrose,4,1,631,288,35,3,13,970
Melrose,4,2,574,536,46,0,30,"1,186"
Melrose,5,1,771,278,24,2,8,"1,083"
Melrose,5,2,645,271,31,0,15,962
Melrose,6,1,638,266,20,0,11,935
Melrose,6,2,631,409,38,1,21,"1,100"
Melrose,7,1,638,314,37,1,15,"1,005"
Melrose,7,2,662,377,22,1,26,"1,088"
Mendon,-,1,"1,303","1,512",94,1,23,"2,933"
Merrimac,-,1,854,729,97,1,32,"1,713"
Merrimac,-,2,822,782,87,0,24,"1,715"
Methuen,-,1,802,588,59,0,31,"1,480"
Methuen,-,2,564,113,23,1,15,716
Methuen,-,3,697,593,55,2,25,"1,372"
Methuen,-,4,747,565,50,0,36,"1,398"
Methuen,-,5,668,436,47,3,20,"1,174"
Methuen,-,6,785,540,63,1,17,"1,406"
Methuen,-,7,734,742,67,3,44,"1,590"
Methuen,-,8,807,"1,117",79,3,40,"2,046"
Methuen,-,9,697,871,66,0,34,"1,668"
Methuen,-,10,794,574,50,4,25,"1,447"
Methuen,-,11,815,990,74,1,41,"1,921"
Methuen,-,12,655,848,64,1,31,"1,599"
Middleborough,-,1,949,"1,374",64,2,28,"2,417"
Middleborough,-,2,654,780,67,0,19,"1,520"
Middleborough,-,3,682,"1,047",69,1,18,"1,817"
Middleborough,-,4,555,692,45,1,21,"1,314"
Middleborough,-,5,642,"1,124",63,0,25,"1,854"
Middleborough,-,6,545,906,54,1,21,"1,527"
Middlefield,-,1,171,75,11,0,4,261
Middleton,-,1,841,"1,135",88,0,40,"2,104"
Middleton,-,2,881,"1,193",93,0,36,"2,203"
Milford,-,1,439,326,38,2,16,821
Milford,-,2,671,501,48,1,35,"1,256"
Milford,-,3,618,588,48,1,20,"1,275"
Milford,-,4,537,364,41,0,15,957
Milford,-,5,867,829,58,0,38,"1,792"
Milford,-,6,690,561,47,1,30,"1,329"
Milford,-,7,849,752,55,2,39,"1,697"
Milford,-,8,776,605,46,1,45,"1,473"
Millbury,-,1,615,709,54,0,23,"1,401"
Millbury,-,2,714,932,64,2,29,"1,741"
Millbury,-,3,590,706,81,1,24,"1,402"
Millbury,-,4,595,660,79,0,26,"1,360"
Millis,-,1,747,593,56,0,21,"1,417"
Millis,-,2,738,644,54,2,21,"1,459"
Millis,-,3,777,627,45,2,20,"1,471"
Millville,-,1,517,701,58,0,21,"1,297"
Milton,-,1,"1,168",201,32,2,21,"1,424"
Milton,-,2,"1,138",291,45,4,31,"1,509"
Milton,-,3,947,532,65,2,34,"1,580"
Milton,-,4,"1,009",358,38,1,29,"1,435"
Milton,-,5,769,381,34,3,18,"1,205"
Milton,-,6,788,673,51,1,30,"1,543"
Milton,-,7,734,571,35,2,37,"1,379"
Milton,-,8,781,639,43,3,32,"1,498"
Milton,-,9,710,717,38,4,33,"1,502"
Milton,-,10,798,164,33,1,16,"1,012"
Monroe,-,1,22,19,5,0,2,48
Monson,-,A,521,631,48,2,14,"1,216"
Monson,-,B,540,625,70,2,21,"1,258"
Monson,-,C,614,589,83,1,19,"1,306"
Montague,-,1,695,152,25,0,10,882
Montague,-,2,380,181,49,0,10,620
Montague,-,3,372,181,24,0,12,589
Montague,-,4,424,188,25,0,16,653
Montague,-,5,355,58,16,0,4,433
Montague,-,6,364,135,30,0,10,539
Monterey,-,1,367,77,19,0,6,469
Montgomery,-,1,167,265,18,0,6,456
"Mount Washington",-,1,73,16,6,0,2,97
Nahant,-,1,"1,197",796,74,8,26,"2,101"
Nantucket,-,1,"2,662","1,351",143,3,46,"4,205"
Natick,-,1,780,242,29,0,13,"1,064"
Natick,-,2,"1,210",552,44,1,34,"1,841"
Natick,-,3,"1,153",554,60,5,34,"1,806"
Natick,-,4,"1,112",454,47,1,18,"1,632"
Natick,-,5,"1,109",568,54,0,32,"1,763"
Natick,-,6,"1,090",510,62,0,25,"1,687"
Natick,-,7,"1,280",469,56,1,19,"1,825"
Natick,-,8,"1,207",532,54,4,27,"1,824"
Natick,-,9,"1,200",468,62,1,24,"1,755"
Natick,-,10,"1,397",655,60,0,40,"2,152"
Needham,-,A,919,407,44,1,26,"1,397"
Needham,-,B,"1,103",511,40,2,30,"1,686"
Needham,-,C,"1,034",493,61,2,25,"1,615"
Needham,-,D,"1,085",446,43,2,21,"1,597"
Needham,-,E,"1,117",523,49,6,28,"1,723"
Needham,-,F,"1,134",401,48,3,27,"1,613"
Needham,-,G,"1,107",497,55,6,41,"1,706"
Needham,-,H,"1,088",521,58,4,32,"1,703"
Needham,-,I,"1,205",415,55,2,43,"1,720"
Needham,-,J,"1,162",443,47,4,29,"1,685"
"New Ashford",-,1,83,39,1,0,2,125
"New Bedford",1,A,510,425,32,0,20,987
"New Bedford",1,B,473,341,34,0,16,864
"New Bedford",1,C,443,381,35,0,15,874
"New Bedford",1,D,492,414,33,0,18,957
"New Bedford",1,E,487,297,28,0,11,823
"New Bedford",1,F,490,411,38,0,19,958
"New Bedford",2,A,139,41,7,0,0,187
"New Bedford",2,B,305,146,19,0,3,473
"New Bedford",2,C,232,127,14,1,5,379
"New Bedford",2,D,314,214,20,0,9,557
"New Bedford",2,E,442,282,25,0,9,758
"New Bedford",2,F,372,240,30,0,21,663
"New Bedford",3,A,241,75,9,0,5,330
"New Bedford",3,B,263,94,24,0,3,384
"New Bedford",3,C,263,106,20,0,9,398
"New Bedford",3,D,348,170,21,0,8,547
"New Bedford",3,E,545,308,34,1,10,898
"New Bedford",3,F,526,277,29,1,9,842
"New Bedford",4,A,349,37,7,0,8,401
"New Bedford",4,B,537,157,22,1,13,730
"New Bedford",4,C,562,128,33,1,11,735
"New Bedford",4,D,446,130,28,0,6,610
"New Bedford",4,E,377,181,29,2,8,597
"New Bedford",4,F,443,127,22,0,9,601
"New Bedford",5,A,320,131,22,0,5,478
"New Bedford",5,B,602,184,23,0,15,824
"New Bedford",5,C,426,232,25,0,16,699
"New Bedford",5,D,648,246,42,1,16,953
"New Bedford",5,E,667,389,43,1,24,"1,124"
"New Bedford",5,F,668,364,51,0,15,"1,098"
"New Bedford",6,A,452,312,31,2,19,816
"New Bedford",6,B,423,247,34,0,17,721
"New Bedford",6,C,216,63,14,0,8,301
"New Bedford",6,D,159,66,11,1,9,246
"New Bedford",6,E,241,123,22,1,15,402
"New Bedford",6,F,363,127,25,1,10,526
"New Braintree",-,1,224,276,18,0,6,524
"New Marlborough",-,1,533,204,21,0,21,779
"New Salem",-,1,331,183,19,0,2,535
Newbury,-,1,"1,172",779,85,2,25,"2,063"
Newbury,-,2,"1,078",882,85,3,33,"2,081"
Newburyport,1,1,945,347,50,0,22,"1,364"
Newburyport,2,1,"1,263",402,50,0,16,"1,731"
Newburyport,3,1,"1,123",465,59,0,36,"1,683"
Newburyport,4,1,"1,267",577,59,0,34,"1,937"
Newburyport,5,1,804,626,51,0,37,"1,518"
Newburyport,6,1,916,628,49,0,32,"1,625"
Newburyport,1,P,238,179,14,0,8,439
Newton,1,1,733,343,36,2,22,"1,136"
Newton,1,2,"1,068",186,45,7,11,"1,317"
Newton,1,3,"1,053",175,51,2,12,"1,293"
Newton,1,4,807,389,40,2,23,"1,261"
Newton,2,1,"1,022",262,47,4,23,"1,358"
Newton,2,2,734,173,32,3,12,954
Newton,2,3,"1,201",257,42,3,25,"1,528"
Newton,2,4,"1,194",229,40,5,45,"1,513"
Newton,3,1,"1,079",274,43,4,20,"1,420"
Newton,3,2,"1,086",263,60,5,36,"1,450"
Newton,3,3,978,366,32,2,26,"1,404"
Newton,3,4,963,319,48,0,18,"1,348"
Newton,4,1,938,282,33,2,25,"1,280"
Newton,4,2,"1,014",189,42,0,20,"1,265"
Newton,4,3,680,179,19,2,25,905
Newton,4,4,858,298,42,1,31,"1,230"
Newton,5,1,948,270,42,3,31,"1,294"
Newton,5,2,"1,124",191,34,2,24,"1,375"
Newton,5,3,"1,305",256,46,3,33,"1,643"
Newton,5,4,"1,262",249,49,4,21,"1,585"
Newton,6,1,917,278,40,0,21,"1,256"
Newton,6,2,"1,168",204,41,3,19,"1,435"
Newton,6,3,"1,282",190,45,2,26,"1,545"
Newton,6,4,"1,265",236,42,2,37,"1,582"
Newton,7,1,823,306,38,2,29,"1,198"
Newton,7,2,"1,214",294,53,4,32,"1,597"
Newton,7,3,338,74,9,3,4,428
Newton,7,4,489,140,22,2,25,678
Newton,8,1,"1,032",461,56,1,26,"1,576"
Newton,8,2,879,424,42,1,31,"1,377"
Newton,8,3,"1,012",365,62,5,28,"1,472"
Newton,8,4,622,233,24,3,15,897
Norfolk,-,1,502,587,40,0,14,"1,143"
Norfolk,-,2,"1,059","1,070",85,1,36,"2,251"
Norfolk,-,3,860,966,68,4,23,"1,921"
"N. Adams",1,1,663,242,37,3,19,964
"N. Adams",2,2,585,179,27,0,17,808
"N. Adams",3,3,541,125,20,0,14,700
"N. Adams",4,4,693,268,29,0,23,"1,013"
"N. Adams",5,5,620,191,28,0,25,864
"N. Andover",-,1,826,576,61,0,28,"1,491"
"N. Andover",-,2,875,721,93,0,42,"1,731"
"N. Andover",-,3,803,653,57,0,29,"1,542"
"N. Andover",-,4,"1,027",826,59,0,34,"1,946"
"N. Andover",-,5,638,512,39,0,12,"1,201"
"N. Andover",-,6,832,945,75,0,22,"1,874"
"N. Andover",-,7,923,713,81,0,25,"1,742"
"N. Andover",-,8,849,906,83,0,23,"1,861"
"N. Attleborough",-,1,570,412,56,1,13,"1,052"
"N. Attleborough",-,2,664,616,70,3,22,"1,375"
"N. Attleborough",-,3,618,781,60,0,26,"1,485"
"N. Attleborough",-,4,566,388,57,2,17,"1,030"
"N. Attleborough",-,5,586,513,54,1,24,"1,178"
"N. Attleborough",-,6,725,651,62,1,30,"1,469"
"N. Attleborough",-,7,756,773,67,1,23,"1,620"
"N. Attleborough",-,8,682,699,59,0,27,"1,467"
"N. Attleborough",-,9,659,622,49,1,24,"1,355"
"N. Brookfield",-,1,743,"1,178",106,0,35,"2,062"
"N. Reading",-,1,839,980,64,0,38,"1,921"
"N. Reading",-,2,826,767,82,0,31,"1,706"
"N. Reading",-,3,888,915,61,0,38,"1,902"
"N. Reading",-,4,955,919,67,0,43,"1,984"
Northampton,1,A,738,81,19,0,10,848
Northampton,1,B,"1,085",139,37,0,17,"1,278"
Northampton,2,A,"1,101",60,22,0,4,"1,187"
Northampton,2,B,654,43,15,0,4,716
Northampton,3,A,"1,062",96,39,3,15,"1,215"
Northampton,3,B,981,98,31,1,8,"1,119"
Northampton,4,A,776,47,16,1,13,853
Northampton,4,B,957,75,23,0,16,"1,071"
Northampton,5,A,829,122,32,0,11,994
Northampton,5,B,972,108,21,0,14,"1,115"
Northampton,6,A,802,245,29,1,13,"1,090"
Northampton,6,B,"1,013",219,31,1,12,"1,276"
Northampton,7,A,999,172,36,0,17,"1,224"
Northampton,7,B,998,213,27,2,13,"1,253"
Northborough,-,1,"1,109",753,57,1,30,"1,950"
Northborough,-,2,"1,029",742,59,3,34,"1,867"
Northborough,-,3,"1,121",719,78,5,25,"1,948"
Northborough,-,4,"1,085",819,62,4,17,"1,987"
Northbridge,-,1,757,831,72,0,37,"1,697"
Northbridge,-,2,732,884,65,1,36,"1,718"
Northbridge,-,3,630,759,68,1,25,"1,483"
Northbridge,-,4,808,"1,229",65,2,47,"2,151"
Northfield,-,1,940,480,73,1,14,"1,508"
Norton,-,1,817,835,49,1,26,"1,728"
Norton,-,2,771,850,52,2,25,"1,700"
Norton,-,3,794,731,49,2,22,"1,598"
Norton,-,4,859,871,61,4,25,"1,820"
Norton,-,5,469,513,35,2,8,"1,027"
Norwell,-,1,837,976,57,3,32,"1,905"
Norwell,-,2,891,"1,054",61,3,46,"2,055"
Norwell,-,3,905,"1,001",50,3,24,"1,983"
Norwood,-,1,904,648,57,0,32,"1,641"
Norwood,-,2,799,573,56,1,29,"1,458"
Norwood,-,3,881,582,51,1,23,"1,538"
Norwood,-,4,885,738,58,1,36,"1,718"
Norwood,-,5,744,356,39,3,13,"1,155"
Norwood,-,6,596,423,40,2,19,"1,080"
Norwood,-,7,700,573,43,1,19,"1,336"
Norwood,-,8,935,604,41,0,27,"1,607"
Norwood,-,9,784,768,35,3,32,"1,622"
"Oak Bluffs",-,1,"1,817",639,87,1,26,"2,570"
Oakham,-,1,346,571,34,0,12,963
Orange,-,1,620,630,67,1,11,"1,329"
Orange,-,2,652,598,68,1,17,"1,336"
Orleans,-,1,"2,406","1,550",93,2,54,"4,105"
Otis,-,1,410,292,17,1,17,737
Oxford,-,1,563,765,65,4,20,"1,417"
Oxford,-,2,550,699,68,1,16,"1,334"
Oxford,-,3,623,755,60,2,22,"1,462"
Oxford,-,4,510,702,71,1,18,"1,302"
Palmer,-,1,495,560,79,0,12,"1,146"
Palmer,-,1A,64,76,11,0,4,155
Palmer,-,2,541,652,68,0,30,"1,291"
Palmer,-,3,517,416,62,2,20,"1,017"
Palmer,-,4,483,535,59,0,27,"1,104"
Paxton,-,1,"1,046","1,133",87,3,39,"2,308"
Peabody,1,1,646,555,60,6,29,"1,296"
Peabody,1,2,654,723,51,3,32,"1,463"
Peabody,1,3,710,742,64,5,39,"1,560"
Peabody,2,1,556,243,35,0,9,843
Peabody,2,2,509,281,35,1,13,839
Peabody,2,3,523,515,56,3,20,"1,117"
Peabody,3,1,415,197,27,2,19,660
Peabody,3,2,562,350,42,0,20,974
Peabody,3,3,612,493,48,0,25,"1,178"
Peabody,4,1,610,551,53,2,26,"1,242"
Peabody,4,2,601,527,29,0,18,"1,175"
Peabody,4,3,372,345,20,0,18,755
Peabody,4,3A,809,420,21,0,26,"1,276"
Peabody,5,1,641,725,55,1,27,"1,449"
Peabody,5,2,476,560,41,1,22,"1,100"
Peabody,5,3,668,608,31,0,22,"1,329"
Peabody,6,1,619,828,55,2,21,"1,525"
Peabody,6,2,572,762,54,1,32,"1,421"
Peabody,6,3,578,813,36,3,31,"1,461"
Pelham,-,1,674,93,28,0,7,802
Pembroke,-,1,825,992,44,1,27,"1,889"
Pembroke,-,2,680,908,56,3,26,"1,673"
Pembroke,-,3,757,927,65,1,22,"1,772"
Pembroke,-,4,750,984,47,2,19,"1,802"
Pembroke,-,5,664,958,50,2,22,"1,696"
Pepperell,-,1,746,887,70,1,32,"1,736"
Pepperell,-,2,914,914,75,1,29,"1,933"
Pepperell,-,3,814,933,71,1,31,"1,850"
Peru,-,1,254,147,19,0,11,431
Petersham,-,1,413,280,29,1,11,734
Phillipston,-,1,339,463,32,0,10,844
Pittsfield,1,A,631,224,33,1,11,900
Pittsfield,1,B,854,306,37,0,27,"1,224"
Pittsfield,2,A,455,88,20,0,6,569
Pittsfield,2,B,887,326,44,0,27,"1,284"
Pittsfield,3,A,"1,081",310,35,1,27,"1,454"
Pittsfield,3,B,"1,063",382,41,0,55,"1,541"
Pittsfield,4,A,"1,053",375,44,1,26,"1,499"
Pittsfield,4,B,"1,165",526,48,0,44,"1,783"
Pittsfield,5,A,886,205,35,0,25,"1,151"
Pittsfield,5,B,904,292,48,0,27,"1,271"
Pittsfield,6,A,941,280,26,0,36,"1,283"
Pittsfield,6,B,592,193,20,1,24,830
Pittsfield,7,A,530,155,22,1,10,718
Pittsfield,7,B,928,316,36,2,35,"1,317"
Plainfield,-,1,269,91,14,0,4,378
Plainville,-,1,689,687,60,4,14,"1,454"
Plainville,-,2,634,649,72,1,22,"1,378"
Plainville,-,3,581,675,46,0,18,"1,320"
Plymouth,-,1,748,571,49,1,17,"1,386"
Plymouth,-,2,967,850,61,2,26,"1,906"
Plymouth,-,3,783,577,48,0,19,"1,427"
Plymouth,-,4,855,714,36,0,23,"1,628"
Plymouth,-,5,856,"1,025",50,2,21,"1,954"
Plymouth,-,6,931,875,63,2,27,"1,898"
Plymouth,-,7,843,846,61,1,16,"1,767"
Plymouth,-,8,862,"1,011",68,1,32,"1,974"
Plymouth,-,9,633,765,70,2,12,"1,482"
Plymouth,-,10,551,616,36,1,20,"1,224"
Plymouth,-,11,887,"1,062",51,1,37,"2,038"
Plymouth,-,12,840,993,59,2,18,"1,912"
Plymouth,-,13,839,920,44,2,19,"1,824"
Plymouth,-,14,740,"1,052",55,2,9,"1,858"
Plymouth,-,15,"1,957","1,784",69,1,48,"3,859"
Plympton,-,1,639,837,46,0,19,"1,541"
Princeton,-,1,"1,052",898,70,2,38,"2,060"
Provincetown,-,1,"1,917",171,39,0,13,"2,140"
Quincy,1,1,617,419,33,3,14,"1,086"
Quincy,1,2,491,261,22,0,54,828
Quincy,1,3,806,358,30,2,11,"1,207"
Quincy,1,4,754,739,36,3,26,"1,558"
Quincy,1,5,805,741,48,5,32,"1,631"
Quincy,2,1,629,420,38,0,18,"1,105"
Quincy,2,2,604,301,38,1,8,952
Quincy,2,3,279,137,21,0,13,450
Quincy,2,3A,129,125,9,1,7,271
Quincy,2,4,583,285,23,2,12,905
Quincy,2,5,704,431,36,2,19,"1,192"
Quincy,3,1,888,459,46,0,28,"1,421"
Quincy,3,2,729,372,36,1,14,"1,152"
Quincy,3,3,482,222,21,0,14,739
Quincy,3,4,685,583,28,1,24,"1,321"
Quincy,3,5,485,205,21,0,16,727
Quincy,4,1,739,368,29,3,8,"1,147"
Quincy,4,2,751,561,50,1,14,"1,377"
Quincy,4,3,681,663,37,0,25,"1,406"
Quincy,4,4,640,240,24,1,5,910
Quincy,4,5,624,376,37,3,8,"1,048"
Quincy,5,1,745,277,37,2,14,"1,075"
Quincy,5,2,692,296,27,3,17,"1,035"
Quincy,5,3,799,425,53,7,18,"1,302"
Quincy,5,4,716,462,29,2,20,"1,229"
Quincy,5,5,624,408,31,0,18,"1,081"
Quincy,6,1,622,314,35,3,12,986
Quincy,6,2,485,236,27,4,12,764
Quincy,6,3,834,555,42,2,52,"1,485"
Quincy,6,4,609,275,29,0,20,933
Quincy,6,5,836,866,44,3,27,"1,776"
Randolph,-,1,785,234,17,1,13,"1,050"
Randolph,-,2,683,154,12,0,9,858
Randolph,-,3,772,204,19,0,11,"1,006"
Randolph,-,4,806,235,28,0,12,"1,081"
Randolph,-,5,635,249,20,0,17,921
Randolph,-,6,683,192,20,1,10,906
Randolph,-,7,746,197,24,0,15,982
Randolph,-,8,838,181,14,1,12,"1,046"
Randolph,-,9,781,166,26,0,11,984
Randolph,-,10,778,221,20,2,11,"1,032"
Randolph,-,11,750,274,26,2,17,"1,069"
Randolph,-,12,791,296,28,1,8,"1,124"
Raynham,-,1,609,722,46,0,18,"1,395"
Raynham,-,1A,82,94,3,0,4,183
Raynham,-,2,489,739,35,0,21,"1,284"
Raynham,-,2A,93,162,8,0,5,268
Raynham,-,3,680,920,49,2,18,"1,669"
Raynham,-,4,594,759,43,2,20,"1,418"
Reading,-,1,957,811,63,1,31,"1,863"
Reading,-,2,886,579,72,1,24,"1,562"
Reading,-,3,"1,103",820,50,2,29,"2,004"
Reading,-,4,960,632,58,2,35,"1,687"
Reading,-,5,972,505,77,2,30,"1,586"
Reading,-,6,758,555,44,0,25,"1,382"
Reading,-,7,959,690,56,1,44,"1,750"
Reading,-,8,809,679,79,0,43,"1,610"
Rehoboth,-,1,726,936,58,0,20,"1,740"
Rehoboth,-,2,753,888,52,0,12,"1,705"
Rehoboth,-,3,794,966,48,0,20,"1,828"
Revere,1,1,541,260,22,2,32,857
Revere,1,2,490,238,21,0,21,770
Revere,1,3,470,206,25,0,17,718
Revere,2,1,411,134,15,0,6,566
Revere,2,2,492,133,14,1,15,655
Revere,2,3,213,32,9,0,3,257
Revere,2,3A,72,31,4,0,4,111
Revere,3,1,457,272,20,0,21,770
Revere,3,2,458,233,16,0,22,729
Revere,3,3,444,225,19,1,20,709
Revere,4,1,448,298,27,0,24,797
Revere,4,2,412,248,19,0,27,706
Revere,4,3,494,332,29,0,26,881
Revere,5,1,391,304,29,1,19,744
Revere,5,1A,326,195,20,0,14,555
Revere,5,2,241,160,14,0,15,430
Revere,5,2A,209,74,11,0,7,301
Revere,5,3,487,292,22,0,11,812
Revere,6,1,447,485,27,0,25,984
Revere,6,2,487,475,28,0,39,"1,029"
Revere,6,3,426,197,25,0,12,660
Richmond,-,1,646,183,27,0,13,869
Rochester,-,1,"1,116","1,597",63,1,43,"2,820"
Rockland,-,1,616,716,47,1,21,"1,401"
Rockland,-,2,665,752,53,0,21,"1,491"
Rockland,-,3,451,503,36,0,18,"1,008"
Rockland,-,4,573,582,43,1,12,"1,211"
Rockland,-,5,430,617,33,1,18,"1,099"
Rockland,-,6,599,789,31,0,31,"1,450"
Rockport,-,1,668,347,44,2,9,"1,070"
Rockport,-,2,987,440,46,0,22,"1,495"
Rockport,-,3,"1,135",571,56,3,30,"1,795"
Rowe,-,1,109,81,3,0,3,196
Rowley,-,1,"1,435","1,659",119,3,55,"3,271"
Royalston,-,1,172,147,10,0,2,331
Royalston,-,2,107,112,10,0,4,233
Russell,-,1,260,398,27,0,9,694
Rutland,-,1,555,750,65,0,14,"1,384"
Rutland,-,2,589,737,75,0,20,"1,421"
Rutland,-,3,580,666,57,2,14,"1,319"
Salem,1,1,"1,155",421,49,3,28,"1,656"
Salem,1,2,625,47,18,0,16,706
Salem,2,1,"1,183",302,57,1,19,"1,562"
Salem,2,2,"1,360",279,54,1,34,"1,728"
Salem,3,1,806,304,47,0,21,"1,178"
Salem,3,2,758,400,38,0,23,"1,219"
Salem,4,1,782,442,58,1,28,"1,311"
Salem,4,2,754,557,47,0,27,"1,385"
Salem,5,1,"1,011",314,50,0,19,"1,394"
Salem,5,2,916,186,54,1,15,"1,172"
Salem,6,1,987,410,60,0,36,"1,493"
Salem,6,2,932,338,61,3,22,"1,356"
Salem,7,1,"1,042",341,57,1,33,"1,474"
Salem,7,2,851,422,30,2,22,"1,327"
Salisbury,-,1,753,638,59,0,18,"1,468"
Salisbury,-,2,612,655,56,0,14,"1,337"
Salisbury,-,3,457,652,64,1,13,"1,187"
Sandisfield,-,1,236,126,6,1,5,374
Sandwich,-,1,"1,049",931,72,0,30,"2,082"
Sandwich,-,2,"1,004",954,71,0,24,"2,053"
Sandwich,-,3,825,871,48,0,20,"1,764"
Sandwich,-,4,813,944,54,0,17,"1,828"
Sandwich,-,5,725,856,72,0,22,"1,675"
Sandwich,-,6,636,923,49,0,21,"1,629"
Saugus,-,1,494,523,34,0,25,"1,076"
Saugus,-,2,483,496,33,0,25,"1,037"
Saugus,-,3,504,552,57,0,20,"1,133"
Saugus,-,4,408,529,30,0,27,994
Saugus,-,5,498,746,43,0,30,"1,317"
Saugus,-,6,503,540,46,0,26,"1,115"
Saugus,-,7,462,734,34,0,28,"1,258"
Saugus,-,8,519,594,31,0,29,"1,173"
Saugus,-,9,506,697,29,0,33,"1,265"
Saugus,-,10,468,483,30,0,24,"1,005"
Savoy,-,1,148,107,14,0,34,303
Scituate,-,1,913,843,55,1,22,"1,834"
Scituate,-,2,882,844,58,2,23,"1,809"
Scituate,-,3,941,739,43,3,27,"1,753"
Scituate,-,4,863,896,45,3,32,"1,839"
Scituate,-,5,922,710,53,3,28,"1,716"
Scituate,-,6,892,737,49,2,29,"1,709"
Seekonk,-,1,665,666,40,7,12,"1,390"
Seekonk,-,2,894,796,41,0,17,"1,748"
Seekonk,-,3,806,664,52,1,16,"1,539"
Seekonk,-,4,727,657,39,0,7,"1,430"
Sharon,-,1,"1,265",444,78,7,39,"1,833"
Sharon,-,2,"1,113",489,63,6,14,"1,685"
Sharon,-,3,"1,247",530,57,1,31,"1,866"
Sharon,-,4,"1,245",429,85,3,20,"1,782"
Sharon,-,5,"1,068",476,58,3,22,"1,627"
Sheffield,-,1,"1,147",409,39,1,22,"1,618"
Shelburne,-,1,755,210,25,0,32,"1,022"
Sherborn,-,1,"1,525",759,83,5,40,"2,412"
Shirley,-,1,"1,368","1,300",109,0,31,"2,808"
Shrewsbury,-,1,"1,028",852,63,1,35,"1,979"
Shrewsbury,-,2,864,556,57,0,40,"1,517"
Shrewsbury,-,3,660,529,55,0,25,"1,269"
Shrewsbury,-,4,803,655,70,0,36,"1,564"
Shrewsbury,-,5,863,549,44,0,33,"1,489"
Shrewsbury,-,6,988,648,66,0,48,"1,750"
