City/Town,Ward,Pct,"Deborah B. Goldberg","Cristina Crawford","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Libertarian
Somerset,-,2,988,386,1,222,"1,597"
Somerset,-,3,"1,015",392,0,183,"1,590"
Somerset,-,4,903,385,4,185,"1,477"
Somerset,-,5,835,393,0,196,"1,424"
Somerville,1,1,643,87,6,68,804
Somerville,1,2,573,63,3,52,691
Somerville,1,3,582,75,4,47,708
Somerville,1,4,386,43,2,32,463
Somerville,1,4A,231,16,2,19,268
Somerville,2,1,569,37,1,20,627
Somerville,2,1A,274,15,0,10,299
Somerville,2,2,927,66,0,44,"1,037"
Somerville,2,3,883,60,2,47,992
Somerville,2,4,994,70,3,43,"1,110"
Somerville,3,1,"1,037",75,3,48,"1,163"
Somerville,3,2,910,89,4,64,"1,067"
Somerville,3,3,"1,101",76,1,61,"1,239"
Somerville,3,4,969,69,1,64,"1,103"
Somerville,4,1,637,96,3,79,815
Somerville,4,2,532,55,0,35,622
Somerville,4,2A,213,16,1,10,240
Somerville,4,3,915,90,4,73,"1,082"
Somerville,4,4,538,44,4,62,648
Somerville,5,1,"1,012",104,6,67,"1,189"
Somerville,5,2,"1,083",88,3,53,"1,227"
Somerville,5,3,"1,093",85,2,55,"1,235"
Somerville,5,4,"1,162",73,2,63,"1,300"
Somerville,6,1,"1,122",83,6,45,"1,256"
Somerville,6,2,"1,263",89,3,57,"1,412"
Somerville,6,3,316,20,1,15,352
Somerville,6,3A,165,18,0,15,198
Somerville,6,4,"1,184",98,2,86,"1,370"
Somerville,7,1,"1,275",69,2,49,"1,395"
Somerville,7,2,825,73,1,38,937
Somerville,7,3,765,92,1,69,927
Somerville,7,4,903,84,2,55,"1,044"
"S. Hadley",-,A,971,269,5,117,"1,362"
"S. Hadley",-,B,"1,237",263,10,167,"1,677"
"S. Hadley",-,C,"1,166",330,10,186,"1,692"
"S. Hadley",-,D,730,145,2,101,978
"S. Hadley",-,E,"1,166",349,4,188,"1,707"
Southampton,-,1,989,407,12,171,"1,579"
Southampton,-,2,940,399,41,190,"1,570"
Southborough,-,1,"1,138",351,9,141,"1,639"
Southborough,-,2,"1,099",366,4,168,"1,637"
Southborough,-,3,"1,127",312,6,150,"1,595"
Southbridge,-,1,486,205,11,101,803
Southbridge,-,2,357,142,5,86,590
Southbridge,-,3,511,300,10,121,942
Southbridge,-,4,810,357,17,191,"1,375"
Southbridge,-,5,377,130,6,57,570
Southwick,-,1,714,651,16,217,"1,598"
Southwick,-,2,579,461,9,135,"1,184"
Southwick,-,3,730,499,16,186,"1,431"
Spencer,-,1,594,332,7,149,"1,082"
Spencer,-,2,551,302,4,93,950
Spencer,-,3,596,420,12,173,"1,201"
Spencer,-,4,699,374,7,155,"1,235"
Springfield,1,A,198,28,6,33,265
Springfield,1,B,216,50,3,25,294
Springfield,1,C,141,17,0,14,172
Springfield,1,C1,15,5,0,1,21
Springfield,1,D,165,20,0,7,192
Springfield,1,D1,40,5,1,8,54
Springfield,1,E,161,21,2,21,205
Springfield,1,F,220,35,0,21,276
Springfield,1,G,167,35,1,18,221
Springfield,1,H,330,46,2,26,404
Springfield,2,A,220,52,1,26,299
Springfield,2,B,416,102,4,86,608
Springfield,2,C,221,56,2,29,308
Springfield,2,D,361,96,0,44,501
Springfield,2,E,345,114,5,46,510
Springfield,2,F,344,93,3,40,480
Springfield,2,G,392,141,6,62,601
Springfield,2,H,410,129,4,58,601
Springfield,3,A,189,34,1,14,238
Springfield,3,B,171,37,1,16,225
Springfield,3,C,154,33,0,18,205
Springfield,3,D,186,37,1,7,231
Springfield,3,E,105,16,4,16,141
Springfield,3,F,145,46,1,20,212
Springfield,3,G,121,29,1,14,165
Springfield,3,H,161,49,1,14,225
Springfield,4,A,419,69,3,31,522
Springfield,4,B,222,36,2,15,275
Springfield,4,C,192,14,2,16,224
Springfield,4,D,194,29,0,17,240
Springfield,4,E,206,20,0,15,241
Springfield,4,F,78,6,1,14,99
Springfield,4,G,289,44,3,26,362
Springfield,4,H,296,21,3,20,340
Springfield,5,A,350,52,2,31,435
Springfield,5,B,422,85,8,38,553
Springfield,5,C,311,85,6,57,459
Springfield,5,C1,7,2,0,2,11
Springfield,5,D,549,203,4,96,852
Springfield,5,E,478,86,5,45,614
Springfield,5,F,514,105,12,77,708
Springfield,5,G,574,190,4,106,874
Springfield,5,H,430,147,3,58,638
Springfield,6,A,271,63,6,22,362
Springfield,6,B,479,97,2,56,634
Springfield,6,C,338,108,4,43,493
Springfield,6,D,555,189,3,77,824
Springfield,6,D1,29,1,0,4,34
Springfield,6,E,206,42,3,22,273
Springfield,6,F,257,44,2,22,325
Springfield,6,G,374,72,6,42,494
Springfield,6,H,435,140,5,59,639
Springfield,7,A,493,148,3,72,716
Springfield,7,A1,20,4,0,1,25
Springfield,7,B,677,184,5,94,960
Springfield,7,B1,3,2,0,1,6
Springfield,7,C,619,182,6,90,897
Springfield,7,D,435,163,4,101,703
Springfield,7,E,276,78,0,44,398
Springfield,7,F,658,187,4,100,949
Springfield,7,G,651,216,8,102,977
Springfield,7,H,248,81,1,49,379
Springfield,7,H1,44,21,0,8,73
Springfield,8,A,345,141,7,46,539
Springfield,8,B,352,86,2,43,483
Springfield,8,B1,26,13,0,7,46
Springfield,8,C,354,87,8,40,489
Springfield,8,D,178,56,3,28,265
Springfield,8,E,197,55,0,28,280
Springfield,8,F,316,105,1,30,452
Springfield,8,G,320,116,4,56,496
Springfield,8,G1,8,3,1,2,14
Springfield,8,H,332,86,3,48,469
Sterling,-,1,"1,181",596,12,262,"2,051"
Sterling,-,2,"1,246",614,15,255,"2,130"
Stockbridge,,,855,127,3,84,"1,069"
Stoneham,-,1,898,275,8,149,"1,330"
Stoneham,-,2,986,252,6,192,"1,436"
Stoneham,-,3,"1,054",343,13,221,"1,631"
Stoneham,-,4,873,325,11,208,"1,417"
Stoneham,-,5,986,355,7,236,"1,584"
Stoneham,-,6,"1,114",353,13,230,"1,710"
Stoneham,-,7,877,292,8,188,"1,365"
Stoughton,-,1,832,277,3,143,"1,255"
Stoughton,-,2,764,245,2,150,"1,161"
Stoughton,-,2A,112,28,0,22,162
Stoughton,-,3,955,247,1,173,"1,376"
Stoughton,-,4,"1,047",334,2,215,"1,598"
Stoughton,-,4A,66,27,0,10,103
Stoughton,-,5,753,253,3,142,"1,151"
Stoughton,-,5A,58,24,0,14,96
Stoughton,-,6,"1,025",251,0,148,"1,424"
Stoughton,-,7,874,216,0,147,"1,237"
Stoughton,-,7A,44,9,0,7,60
Stoughton,-,8,567,176,1,93,837
Stoughton,-,8A,39,11,0,9,59
Stow,-,1,"1,407",378,10,189,"1,984"
Stow,-,2,"1,422",334,6,148,"1,910"
Sturbridge,-,1,883,387,6,155,"1,431"
Sturbridge,-,2,897,429,10,181,"1,517"
Sturbridge,-,3,849,396,11,141,"1,397"
Sudbury,-,1,"1,181",257,0,156,"1,594"
Sudbury,-,2,"1,186",251,0,141,"1,578"
Sudbury,-,3,"1,025",247,0,136,"1,408"
Sudbury,-,4,"1,148",251,0,132,"1,531"
Sudbury,-,5,"1,102",249,0,139,"1,490"
Sudbury,-,6,"1,158",251,0,140,"1,549"
Sunderland,,,"1,107",179,2,96,"1,384"
Sutton,-,1,887,475,2,229,"1,593"
Sutton,-,2,790,490,6,221,"1,507"
Sutton,-,3,886,419,5,189,"1,499"
Swampscott,-,1,758,203,4,101,"1,066"
Swampscott,-,2,743,208,7,142,"1,100"
Swampscott,-,3,929,145,1,100,"1,175"
Swampscott,-,4,964,184,10,136,"1,294"
Swampscott,-,5,902,206,3,137,"1,248"
Swampscott,-,6,906,173,7,124,"1,210"
Swansea,-,1,720,423,8,212,"1,363"
Swansea,-,2,822,380,9,150,"1,361"
Swansea,-,3,825,390,14,151,"1,380"
Swansea,-,4,827,406,10,176,"1,419"
Swansea,-,5,756,437,15,221,"1,429"
Taunton,1,A,562,192,4,91,849
Taunton,1,A1,35,5,0,1,41
Taunton,1,B,742,371,8,206,"1,327"
Taunton,2,A,312,101,0,61,474
Taunton,2,B,457,185,0,105,747
Taunton,3,A,590,218,3,139,950
Taunton,3,B,708,319,5,187,"1,219"
Taunton,4,A,641,379,0,207,"1,227"
Taunton,4,B,696,284,4,160,"1,144"
Taunton,4,B1,13,8,0,7,28
Taunton,5,A,500,187,0,111,798
Taunton,5,B,484,159,0,87,730
Taunton,6,A,466,167,0,99,732
Taunton,6,B,600,242,0,141,983
Taunton,7,A,824,290,0,205,"1,319"
Taunton,7,B,820,440,0,267,"1,527"
Taunton,8,A,833,338,4,212,"1,387"
Taunton,8,B,899,361,3,233,"1,496"
Templeton,-,A,615,432,14,142,"1,203"
Templeton,-,B,557,325,7,127,"1,016"
Templeton,-,C,558,289,7,90,944
Tewksbury,-,1,882,391,21,182,"1,476"
Tewksbury,-,2,"1,057",481,9,215,"1,762"
Tewksbury,-,3,904,444,13,210,"1,571"
Tewksbury,-,4,986,387,13,191,"1,577"
Tewksbury,-,5,917,405,20,183,"1,525"
Tewksbury,-,5A,166,54,4,21,245
Tewksbury,-,6,943,459,20,209,"1,631"
Tewksbury,-,7,"1,169",511,21,236,"1,937"
Tewksbury,-,8,"1,042",426,13,226,"1,707"
Tisbury,,,"1,605",279,2,155,"2,041"
Tolland,,,117,102,0,30,249
Topsfield,-,1,"1,067",449,5,233,"1,754"
Topsfield,-,2,"1,022",408,3,175,"1,608"
Townsend,-,1,701,444,0,179,"1,324"
Townsend,-,2,728,401,2,199,"1,330"
Townsend,-,3,783,374,5,180,"1,342"
Truro,,,"1,198",210,0,82,"1,490"
Tyngsborough,-,1,781,377,0,177,"1,335"
Tyngsborough,-,2,688,356,0,191,"1,235"
Tyngsborough,-,3,735,282,0,141,"1,158"
Tyngsborough,-,4,927,441,0,242,"1,610"
Tyringham,,,185,33,0,27,245
Upton,-,1,844,350,2,127,"1,323"
Upton,-,2,855,392,3,161,"1,411"
Upton,-,3,733,319,3,158,"1,213"
Uxbridge,-,1,810,493,8,203,"1,514"
Uxbridge,-,1A,76,56,0,12,144
Uxbridge,-,2,770,407,9,194,"1,380"
Uxbridge,-,3,843,504,9,180,"1,536"
Uxbridge,-,4,882,489,19,211,"1,601"
Wakefield,-,1,996,375,8,266,"1,645"
Wakefield,-,2,"1,037",299,8,226,"1,570"
Wakefield,-,3,"1,143",428,8,265,"1,844"
Wakefield,-,4,"1,021",286,9,223,"1,539"
Wakefield,-,5,"1,235",359,11,227,"1,832"
Wakefield,-,6,"1,382",354,3,255,"1,994"
Wakefield,-,7,"1,196",365,8,286,"1,855"
Wales,,,362,288,10,99,759
Walpole,-,1,926,315,6,162,"1,409"
Walpole,-,2,949,409,6,258,"1,622"
Walpole,-,2A,18,7,0,3,28
Walpole,-,3,"1,148",415,5,259,"1,827"
Walpole,-,4,804,273,1,153,"1,231"
Walpole,-,5,731,328,5,162,"1,226"
Walpole,-,5A,35,25,0,14,74
Walpole,-,6,988,376,7,188,"1,559"
Walpole,-,7,929,410,1,232,"1,572"
Walpole,-,8,915,414,8,241,"1,578"
Waltham,1,1,"1,071",276,6,179,"1,532"
Waltham,1,2,"1,060",306,5,197,"1,568"
Waltham,1,2A,5,7,1,2,15
Waltham,2,1,"1,036",256,4,156,"1,452"
Waltham,2,2,763,135,3,76,977
Waltham,3,1,"1,041",289,5,258,"1,593"
Waltham,3,2,"1,103",217,4,162,"1,486"
Waltham,3,2A,19,7,0,4,30
Waltham,4,1,"1,098",253,9,178,"1,538"
Waltham,4,1A,20,4,0,2,26
Waltham,4,2,185,50,0,29,264
Waltham,5,1,816,172,6,131,"1,125"
Waltham,5,2,566,90,3,42,701
Waltham,5,2A,105,13,0,6,124
Waltham,6,1,850,161,6,67,"1,084"
Waltham,6,2,479,102,3,64,648
Waltham,6,2A,107,26,0,13,146
Waltham,7,1,"1,077",194,3,165,"1,439"
Waltham,7,2,333,67,1,33,434
Waltham,8,1,834,124,1,84,"1,043"
Waltham,8,2,854,134,8,104,"1,100"
Waltham,8,2A,11,0,0,0,11
Waltham,9,1,652,99,2,49,802
Waltham,9,2,616,82,4,69,771
Ware,-,A,540,234,1,102,877
Ware,-,B,593,315,1,163,"1,072"
Ware,-,C,825,444,3,192,"1,464"
Wareham,-,1,881,402,13,170,"1,466"
Wareham,-,2,995,438,10,188,"1,631"
Wareham,-,3,957,403,10,189,"1,559"
Wareham,-,4,895,363,13,188,"1,459"
Wareham,-,5,902,501,14,157,"1,574"
Wareham,-,6,771,394,18,139,"1,322"
Warren,-,A,685,487,1,181,"1,354"
Warren,-,B,250,143,0,56,449
Warwick,,,280,80,0,43,403
Washington,,,212,47,0,26,285
Watertown,-,1,748,142,1,67,958
Watertown,-,2,905,143,0,68,"1,116"
Watertown,-,3,"1,064",129,0,82,"1,275"
Watertown,-,4,"1,230",127,0,121,"1,478"
Watertown,-,5,757,107,0,57,921
Watertown,-,6,868,128,1,65,"1,062"
Watertown,-,7,"1,043",160,1,102,"1,306"
Watertown,-,8,"1,018",155,0,83,"1,256"
Watertown,-,9,802,123,0,72,997
Watertown,-,10,985,181,0,100,"1,266"
Watertown,-,11,936,189,0,127,"1,252"
Watertown,-,12,871,175,2,117,"1,165"
Wayland,-,1,"1,444",268,2,130,"1,844"
Wayland,-,2,"1,219",271,3,127,"1,620"
Wayland,-,3,"1,200",214,5,126,"1,545"
Wayland,-,4,"1,432",267,5,151,"1,855"
Webster,-,1,354,169,5,58,586
Webster,-,1A,150,75,2,22,249
Webster,-,2,358,181,2,44,585
Webster,-,3,582,306,16,96,"1,000"
Webster,-,4,959,537,15,201,"1,712"
Webster,-,5,718,355,9,122,"1,204"
Wellesley,-,A,"1,186",290,9,166,"1,651"
Wellesley,-,B,"1,366",274,1,140,"1,781"
Wellesley,-,C,"1,190",402,5,228,"1,825"
Wellesley,-,D,"1,279",240,2,162,"1,683"
Wellesley,-,E,"1,150",246,3,173,"1,572"
Wellesley,-,F,792,160,1,108,"1,061"
Wellesley,-,G,659,104,1,75,839
Wellesley,-,H,"1,227",316,3,188,"1,734"
Wellfleet,,,"1,597",288,7,140,"2,032"
Wendell,,,396,53,0,35,484
Wenham,-,1,514,140,2,84,740
Wenham,-,1A,831,267,3,134,"1,235"
"W. Boylston",-,1,997,414,11,200,"1,622"
"W. Boylston",-,2,"1,166",537,14,209,"1,926"
"W. Bridgewater",-,1,882,491,3,235,"1,611"
"W. Bridgewater",-,2,905,478,2,283,"1,668"
"W. Brookfield",,,"1,005",541,9,194,"1,749"
"W. Newbury",,,"1,704",583,15,284,"2,586"
"W. Springfield",-,1,226,88,2,59,375
"W. Springfield",-,2,359,127,0,70,556
"W. Springfield",-,3,588,242,2,134,966
"W. Springfield",-,4,727,201,1,134,"1,063"
"W. Springfield",-,5,935,434,2,255,"1,626"
"W. Springfield",-,6,842,373,4,252,"1,471"
"W. Springfield",-,7,834,361,2,247,"1,444"
"W. Springfield",-,8,635,270,0,152,"1,057"
"W. Stockbridge",,,616,80,1,53,750
"W. Tisbury",,,"1,460",201,3,109,"1,773"
Westborough,-,1,686,173,0,67,926
Westborough,-,2,704,181,0,71,956
Westborough,-,3,815,230,1,72,"1,118"
Westborough,-,4,739,215,5,87,"1,046"
Westborough,-,5,"1,279",357,5,144,"1,785"
Westborough,-,6,"1,378",346,3,142,"1,869"
Westfield,1,A,886,426,3,238,"1,553"
Westfield,1,B,755,387,5,225,"1,372"
Westfield,2,A,371,114,0,53,538
Westfield,2,A1,26,8,1,5,40
Westfield,2,B,569,248,2,116,935
Westfield,3,A,423,192,1,81,697
Westfield,3,B,790,308,2,142,"1,242"
Westfield,4,A,323,197,3,108,631
Westfield,4,B,951,428,4,242,"1,625"
Westfield,5,A,924,439,4,265,"1,632"
Westfield,5,B,831,474,4,250,"1,559"
Westfield,6,A,717,419,5,198,"1,339"
Westfield,6,B,608,279,7,155,"1,049"
Westfield,6,B1,36,27,0,14,77
Westford,-,1,983,327,6,174,"1,490"
Westford,-,2,"1,005",330,4,137,"1,476"
Westford,-,3,"1,213",358,7,162,"1,740"
Westford,-,4,"1,114",311,8,160,"1,593"
Westford,-,5,"1,115",348,6,166,"1,635"
Westford,-,6,"1,072",386,6,173,"1,637"
Westford,-,7,"1,252",342,4,161,"1,759"
Westhampton,,,678,193,0,103,974
Westminster,-,1,765,376,7,166,"1,314"
Westminster,-,2,591,310,1,127,"1,029"
Westminster,-,2A,217,118,2,38,375
Westminster,-,3,754,339,0,134,"1,227"
Weston,-,1,"1,036",275,3,138,"1,452"
Weston,-,2,863,271,4,134,"1,272"
Weston,-,3,797,231,3,135,"1,166"
Weston,-,4,867,263,2,154,"1,286"
Westport,-,A,792,381,0,197,"1,370"
Westport,-,B,"1,155",438,0,274,"1,867"
Westport,-,C,758,372,0,201,"1,331"
Westport,-,D,797,333,0,201,"1,331"
Westport,-,E,"1,115",446,0,263,"1,824"
Westwood,-,1,"1,133",315,2,186,"1,636"
Westwood,-,2,"1,052",350,3,214,"1,619"
Westwood,-,3,"1,009",310,4,197,"1,520"
Westwood,-,4,845,321,4,218,"1,388"
Westwood,-,5,"1,128",344,3,213,"1,688"
Weymouth,-,1,841,295,8,128,"1,272"
Weymouth,-,2,"1,065",329,11,206,"1,611"
Weymouth,-,3,966,376,4,180,"1,526"
Weymouth,-,4,848,297,7,158,"1,310"
Weymouth,-,5,829,243,3,118,"1,193"
Weymouth,-,6,"1,026",360,3,154,"1,543"
Weymouth,-,7,703,232,7,119,"1,061"
Weymouth,-,8,819,296,8,171,"1,294"
Weymouth,-,9,614,219,11,110,954
Weymouth,-,9A,217,88,3,30,338
Weymouth,-,10,692,251,8,115,"1,066"
Weymouth,-,11,640,223,12,101,976
Weymouth,-,12,974,310,12,192,"1,488"
Weymouth,-,13,576,168,3,93,840
Weymouth,-,14,999,287,8,175,"1,469"
Weymouth,-,15,971,361,11,222,"1,565"
Weymouth,-,16,"1,064",381,8,197,"1,650"
Weymouth,-,17,688,262,5,107,"1,062"
Weymouth,-,18,784,210,6,99,"1,099"
Whately,,,672,159,0,69,900
Whitman,-,1,"1,094",441,5,220,"1,760"
Whitman,-,2,836,449,11,178,"1,474"
Whitman,-,3,933,448,10,158,"1,549"
Whitman,-,4,930,417,3,169,"1,519"
Wilbraham,-,A,"1,042",429,7,220,"1,698"
Wilbraham,-,B,926,403,17,205,"1,551"
Wilbraham,-,C,959,487,7,243,"1,696"
Wilbraham,-,D,"1,091",454,7,236,"1,788"
Williamsburg,,,"1,180",181,0,92,"1,453"
Williamstown,-,1,"1,030",115,1,76,"1,222"
Williamstown,-,2,296,25,1,19,341
Williamstown,-,3,"1,153",131,1,76,"1,361"
Wilmington,-,1,"1,158",443,9,209,"1,819"
Wilmington,-,2,"1,059",439,11,255,"1,764"
Wilmington,-,3,"1,016",443,11,211,"1,681"
Wilmington,-,4,"1,085",449,12,233,"1,779"
Wilmington,-,5,"1,012",387,10,231,"1,640"
Wilmington,-,6,"1,100",480,20,264,"1,864"
Winchendon,-,1,516,343,15,125,999
Winchendon,-,2,637,440,16,137,"1,230"
Winchendon,-,3,630,414,18,152,"1,214"
Winchester,-,1,985,208,5,141,"1,339"
Winchester,-,2,808,212,2,114,"1,136"
Winchester,-,3,"1,087",228,1,152,"1,468"
Winchester,-,4,966,261,6,194,"1,427"
Winchester,-,5,867,275,6,178,"1,326"
Winchester,-,6,873,272,4,201,"1,350"
Winchester,-,7,963,263,6,176,"1,408"
Winchester,-,8,640,190,1,120,951
Windsor,,,292,70,0,35,397
Winthrop,-,1,729,267,8,162,"1,166"
Winthrop,-,2,807,240,6,168,"1,221"
Winthrop,-,3,725,198,11,133,"1,067"
Winthrop,-,4,615,179,4,119,917
Winthrop,-,5,819,227,8,206,"1,260"
Winthrop,-,6,803,181,6,113,"1,103"
Woburn,1,1,588,202,2,127,919
Woburn,1,2,678,178,4,149,"1,009"
Woburn,1,2A,57,14,0,5,76
Woburn,2,1,749,254,2,175,"1,180"
Woburn,2,2,637,178,0,92,907
Woburn,3,1,755,242,3,129,"1,129"
Woburn,3,2,880,351,5,230,"1,466"
Woburn,4,1,748,269,2,237,"1,256"
Woburn,4,2,686,208,3,151,"1,048"
Woburn,5,1,702,201,0,110,"1,013"
Woburn,5,2,686,222,4,145,"1,057"
Woburn,6,1,472,151,2,88,713
Woburn,6,2,704,270,3,172,"1,149"
Woburn,7,1,835,339,2,268,"1,444"
Woburn,7,2,921,287,1,256,"1,465"
Worcester,1,1,514,134,0,51,699
Worcester,1,2,"1,128",308,10,158,"1,604"
Worcester,1,3,623,158,1,88,870
Worcester,1,4,"1,099",231,6,114,"1,450"
Worcester,1,5,628,246,9,78,961
Worcester,1,6,986,317,7,156,"1,466"
Worcester,2,1,912,276,5,113,"1,306"
Worcester,2,2,725,251,7,80,"1,063"
Worcester,2,3,768,250,7,114,"1,139"
Worcester,2,4,561,104,6,59,730
Worcester,2,5,351,89,3,43,486
Worcester,2,6,632,164,5,77,878
Worcester,3,1,254,64,2,26,346
Worcester,3,2,217,36,0,20,273
Worcester,3,3,574,200,12,81,867
Worcester,3,4,275,50,1,28,354
Worcester,3,5,529,149,7,50,735
Worcester,3,6,563,137,7,61,768
Worcester,4,1,211,42,1,19,273
Worcester,4,2,169,52,3,28,252
Worcester,4,2A,143,49,2,13,207
Worcester,4,3,274,56,2,19,351
Worcester,4,4,388,127,6,53,574
Worcester,4,5,605,152,5,101,863
Worcester,4,6,511,167,12,90,780
Worcester,5,1,309,63,7,30,409
Worcester,5,2,563,171,5,86,825
Worcester,5,3,767,285,7,139,"1,198"
Worcester,5,4,679,233,7,95,"1,014"
Worcester,5,5,614,229,9,105,957
Worcester,5,6,500,164,6,65,735
Worcester,6,1,178,46,3,18,245
Worcester,6,2,321,84,2,31,438
Worcester,6,3,264,68,3,34,369
Worcester,6,4,60,18,0,8,86
Worcester,6,5,375,116,5,57,553
Worcester,6,6,554,190,7,76,827
Worcester,7,1,659,152,11,72,894
Worcester,7,2,539,156,6,83,784
Worcester,7,3,365,104,4,42,515
Worcester,7,4,592,165,6,69,832
Worcester,7,5,408,171,1,77,657
Worcester,7,5A,150,45,1,13,209
Worcester,7,6,586,192,7,95,880
Worcester,8,1,253,60,4,22,339
Worcester,8,2,173,63,3,21,260
Worcester,8,3,123,21,1,5,150
Worcester,8,4,343,77,4,53,477
Worcester,8,5,257,92,5,28,382
Worcester,8,6,205,61,1,22,289
Worcester,9,1,553,108,4,48,713
Worcester,9,2,919,172,6,104,"1,201"
Worcester,9,3,505,105,3,47,660
Worcester,9,4,970,247,5,141,"1,363"
Worcester,9,5,"1,079",293,12,144,"1,528"
Worcester,9,6,883,238,6,114,"1,241"
Worcester,10,1,260,62,1,39,362
Worcester,10,2,379,73,4,25,481
Worcester,10,3,298,52,6,34,390
Worcester,10,4,250,63,4,25,342
Worcester,10,5,217,45,5,22,289
Worcester,10,6,204,40,2,18,264
Worthington,,,496,147,0,48,691
Wrentham,-,1,838,431,7,186,"1,462"
Wrentham,-,2,902,471,14,192,"1,579"
Wrentham,-,3,876,387,9,200,"1,472"
Wrentham,-,4,841,445,15,197,"1,498"
Yarmouth,-,1,"1,203",413,2,219,"1,837"
Yarmouth,-,2,"1,117",370,3,197,"1,687"
Yarmouth,-,3,718,293,4,130,"1,145"
Yarmouth,-,4,954,330,5,170,"1,459"
Yarmouth,-,5,807,369,0,134,"1,310"
Yarmouth,-,6,922,280,3,151,"1,356"
Yarmouth,-,7,"1,277",432,0,232,"1,941"
Yarmouth,-,8,696,264,2,123,"1,085"
Yarmouth,-,8A,124,49,1,20,194
TOTALS,,,"1,709,555","516,019","9,994","275,893","2,511,461"
