City/Town,Ward,Pct,"Diana DiZoglio","Anthony M. Amore","Gloria A. Caballero-Roca","Dominic S. Giannone, III","Daniel Werner Riek","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Republican,Green-Rainbow,"Workers Party",Libertarian
Paxton,,,932,"1,047",53,32,50,0,100,"2,214"
Peabody,1,1,593,520,27,30,24,2,63,"1,259"
Peabody,1,2,603,645,20,14,27,0,72,"1,381"
Peabody,1,3,580,682,12,21,27,3,77,"1,402"
Peabody,2,1,438,224,18,12,9,1,24,726
Peabody,2,2,377,242,15,12,16,0,29,691
Peabody,2,3,456,402,15,26,18,1,24,942
Peabody,3,1,317,180,10,6,6,0,18,537
Peabody,3,2,452,338,16,28,9,1,36,880
Peabody,3,3,496,431,18,13,15,0,64,"1,037"
Peabody,4,1,538,463,26,17,24,0,56,"1,124"
Peabody,4,2,340,319,12,16,10,0,28,725
Peabody,4,3,242,210,3,6,5,0,17,483
Peabody,4,3A,803,399,14,3,9,0,76,"1,304"
Peabody,5,1,687,685,16,20,18,1,71,"1,498"
Peabody,5,2,422,516,10,17,16,1,44,"1,026"
Peabody,5,3,500,507,9,8,14,0,32,"1,070"
Peabody,6,1,701,819,13,21,16,0,77,"1,647"
Peabody,6,2,560,755,8,18,13,0,68,"1,422"
Peabody,6,3,641,828,15,27,16,0,64,"1,591"
Pelham,,,533,76,60,16,14,0,39,738
Pembroke,-,1,755,870,30,65,45,4,93,"1,862"
Pembroke,-,2,614,781,21,53,35,0,93,"1,597"
Pembroke,-,3,691,825,26,82,45,4,66,"1,739"
Pembroke,-,3A,5,4,1,1,0,0,1,12
Pembroke,-,4,674,814,36,72,34,1,78,"1,709"
Pembroke,-,5,660,761,22,66,30,1,67,"1,607"
Pepperell,-,1,518,602,26,21,50,1,58,"1,276"
Pepperell,-,2,715,762,35,12,34,1,50,"1,609"
Pepperell,-,3,618,668,33,24,23,0,63,"1,429"
Pepperell,-,4,577,448,24,19,19,0,38,"1,125"
Peru,,,154,162,8,7,11,0,22,364
Petersham,,,352,297,26,9,27,0,33,744
Phillipston,,,267,475,11,17,15,0,24,809
Pittsfield,1,A,409,168,35,19,12,0,39,682
Pittsfield,1,B,648,329,33,30,16,0,59,"1,115"
Pittsfield,2,A,270,104,26,15,8,0,25,448
Pittsfield,2,B,656,271,46,32,21,0,54,"1,080"
Pittsfield,3,A,747,271,56,32,19,0,79,"1,204"
Pittsfield,3,B,804,342,48,25,17,0,75,"1,311"
Pittsfield,4,A,741,346,62,24,20,1,61,"1,255"
Pittsfield,4,B,914,430,49,25,35,0,102,"1,555"
Pittsfield,5,A,615,235,47,32,18,0,62,"1,009"
Pittsfield,5,B,644,314,55,34,13,0,59,"1,119"
Pittsfield,6,A,674,245,43,15,12,0,65,"1,054"
Pittsfield,6,B,467,189,26,21,10,0,39,752
Pittsfield,7,A,330,183,35,19,16,0,26,609
Pittsfield,7,B,606,291,34,31,20,0,59,"1,041"
Plainfield,,,217,95,18,6,9,0,23,368
Plainville,-,1,508,606,23,27,35,0,55,"1,254"
Plainville,-,2,610,629,36,32,29,2,72,"1,410"
Plainville,-,3,615,730,25,35,41,2,70,"1,518"
Plymouth,-,1,542,406,24,39,25,0,41,"1,077"
Plymouth,-,2,653,530,32,57,40,1,62,"1,375"
Plymouth,-,3,775,505,31,31,35,0,74,"1,451"
Plymouth,-,4,654,632,29,41,38,0,64,"1,458"
Plymouth,-,5,667,626,28,42,47,2,68,"1,480"
Plymouth,-,6,811,786,33,46,43,0,77,"1,796"
Plymouth,-,7,727,631,30,58,45,1,65,"1,557"
Plymouth,-,8,768,873,25,38,57,0,72,"1,833"
Plymouth,-,9,560,685,23,37,54,0,39,"1,398"
Plymouth,-,10,672,784,16,57,34,2,66,"1,631"
Plymouth,-,11,728,832,36,42,34,2,92,"1,766"
Plymouth,-,12,547,618,26,37,37,1,49,"1,315"
Plymouth,-,13,734,766,17,63,31,0,74,"1,685"
Plymouth,-,14,657,879,32,54,54,1,55,"1,732"
Plymouth,-,15,"1,323","1,127",16,18,32,0,118,"2,634"
Plymouth,-,16,"1,047",916,15,30,41,0,78,"2,127"
Plymouth,-,17,837,752,40,40,68,0,69,"1,806"
Plymouth,-,18,445,572,15,29,30,0,54,"1,145"
Plympton,,,572,758,30,38,40,0,55,"1,493"
Princeton,,,913,792,57,36,48,2,112,"1,960"
Provincetown,,,"1,837",232,64,26,19,2,57,"2,237"
Quincy,1,1,453,290,28,43,11,0,49,874
Quincy,1,2,395,240,19,44,11,2,65,776
Quincy,1,3,583,240,32,37,26,1,51,970
Quincy,1,4,770,624,36,52,25,1,98,"1,606"
Quincy,1,5,741,616,21,77,39,2,80,"1,576"
Quincy,2,1,402,231,15,38,11,0,37,734
Quincy,2,2,439,250,23,28,9,1,44,794
Quincy,2,3,338,172,12,27,9,1,37,596
Quincy,2,4,400,254,22,29,13,2,27,747
Quincy,2,5,512,360,28,48,23,1,61,"1,033"
Quincy,3,1,711,366,39,46,24,0,61,"1,247"
Quincy,3,2,575,340,19,49,20,2,54,"1,059"
Quincy,3,3,447,320,15,43,11,2,41,879
Quincy,3,4,663,478,31,48,18,2,70,"1,310"
Quincy,3,5,425,209,20,35,21,0,33,743
Quincy,4,1,499,262,19,29,21,0,43,873
Quincy,4,2,611,441,22,43,21,1,57,"1,196"
Quincy,4,3,657,505,15,32,18,1,77,"1,305"
Quincy,4,4,446,187,23,34,17,0,26,733
Quincy,4,5,445,245,21,42,11,0,26,790
Quincy,5,1,274,121,16,15,16,0,18,460
Quincy,5,1A,160,111,7,19,2,0,21,320
Quincy,5,2,542,233,31,38,9,0,72,925
Quincy,5,3,652,329,32,60,19,1,62,"1,155"
Quincy,5,4,495,269,21,33,17,1,46,882
Quincy,5,5,663,398,34,52,23,1,62,"1,233"
Quincy,6,1,512,302,23,66,11,1,39,954
Quincy,6,2,449,220,22,21,13,0,38,763
Quincy,6,3,601,468,11,20,24,1,61,"1,186"
Quincy,6,4,462,240,29,50,15,0,57,853
Quincy,6,5,838,695,24,54,36,2,112,"1,761"
Randolph,-,1,684,227,15,28,9,1,69,"1,033"
Randolph,-,2,547,149,12,26,11,0,53,798
Randolph,-,3,469,126,17,10,5,1,43,671
Randolph,-,4,595,209,13,12,12,0,44,885
Randolph,-,5,597,196,19,25,15,2,56,910
Randolph,-,6,344,84,10,4,6,1,21,470
Randolph,-,7,506,194,11,20,4,0,42,777
Randolph,-,8,490,185,17,19,10,2,47,770
Randolph,-,9,592,174,12,20,3,1,43,845
Randolph,-,10,541,220,14,26,19,2,48,870
Randolph,-,11,497,244,17,29,15,1,45,848
Randolph,-,12,478,184,26,12,12,2,55,769
Raynham,-,1,605,707,20,38,34,0,107,"1,511"
Raynham,-,2,366,445,11,21,29,0,57,929
Raynham,-,2A,225,314,8,13,17,0,31,608
Raynham,-,3,704,804,17,37,28,0,92,"1,682"
Raynham,-,4,544,699,24,35,43,0,75,"1,420"
Raynham,-,4A,14,24,1,1,4,0,3,47
Reading,-,1,820,745,22,30,24,0,114,"1,755"
Reading,-,2,749,560,35,12,20,0,79,"1,455"
Reading,-,3,828,681,22,16,20,0,93,"1,660"
Reading,-,4,829,591,24,17,29,0,82,"1,572"
Reading,-,5,852,518,29,11,32,0,90,"1,532"
Reading,-,6,866,635,20,10,23,0,82,"1,636"
Reading,-,7,852,613,20,22,17,0,120,"1,644"
Reading,-,8,671,666,19,12,16,0,123,"1,507"
Rehoboth,-,1,486,722,22,34,50,0,62,"1,376"
Rehoboth,-,2,499,696,25,23,24,0,50,"1,317"
Rehoboth,-,3,502,736,22,32,41,0,64,"1,397"
Rehoboth,-,4,480,726,24,24,26,0,59,"1,339"
Revere,1,1,416,236,31,15,12,2,49,761
Revere,1,2,379,235,24,14,11,2,51,716
Revere,1,3,285,172,23,11,3,0,54,548
Revere,2,1,257,123,23,7,11,0,30,451
Revere,2,2,323,144,15,11,13,1,36,543
Revere,2,3,87,34,10,3,3,0,10,147
Revere,2,3A,20,7,2,1,0,0,4,34
Revere,3,1,233,227,14,6,8,0,39,527
Revere,3,2,264,205,15,10,7,1,32,534
Revere,3,3,269,216,16,8,6,0,54,569
Revere,4,1,313,308,19,13,14,0,41,708
Revere,4,2,231,223,20,14,7,2,37,534
Revere,4,3,336,266,19,14,7,0,60,702
Revere,5,1,497,429,32,26,16,0,95,"1,095"
Revere,5,2,355,230,25,11,16,1,49,687
Revere,5,3,258,182,12,11,9,2,26,500
Revere,6,1,326,432,20,8,7,1,73,867
Revere,6,2,307,390,22,13,8,3,75,818
Revere,6,3,305,211,15,10,7,0,33,581
Richmond,,,522,216,30,8,14,0,34,824
Rochester,,,990,"1,622",28,49,76,2,122,"2,889"
Rockland,-,1,570,560,16,69,24,0,49,"1,288"
Rockland,-,2,560,575,22,74,18,2,60,"1,311"
Rockland,-,3,435,368,14,69,17,1,30,934
Rockland,-,4,434,461,20,54,20,0,37,"1,026"
Rockland,-,5,447,532,14,75,24,2,50,"1,144"
Rockland,-,6,526,565,18,69,22,0,57,"1,257"
Rockport,-,1,640,319,32,14,21,0,55,"1,081"
Rockport,-,2,903,393,31,24,18,0,55,"1,424"
Rockport,-,3,"1,012",580,42,23,32,0,101,"1,790"
Rowe,,,105,94,6,2,1,0,5,213
Rowley,,,"1,327","1,594",44,46,65,1,126,"3,203"
Royalston,,,278,294,12,13,13,0,23,633
Russell,,,199,355,25,17,16,0,27,639
Rutland,-,1,530,749,29,21,37,0,76,"1,442"
Rutland,-,2,446,657,28,29,33,0,60,"1,253"
Rutland,-,3,615,723,35,23,30,0,68,"1,494"
Salem,1,1,977,365,62,30,31,0,122,"1,587"
Salem,1,2,332,88,19,15,7,0,14,475
Salem,2,1,949,274,60,37,34,0,78,"1,432"
Salem,2,2,"1,049",283,46,33,28,0,88,"1,527"
Salem,3,1,645,230,44,34,26,0,66,"1,045"
Salem,3,2,703,364,23,7,14,0,59,"1,170"
Salem,4,1,621,360,26,21,25,0,64,"1,117"
Salem,4,2,661,468,27,13,12,0,67,"1,248"
Salem,5,1,796,282,47,30,31,0,85,"1,271"
Salem,5,2,685,189,52,43,18,0,52,"1,039"
Salem,6,1,755,281,53,30,19,0,85,"1,223"
Salem,6,2,862,309,62,41,30,0,63,"1,367"
Salem,7,1,512,237,31,22,22,0,45,869
Salem,7,2,804,397,23,16,13,0,79,"1,332"
Salisbury,-,1,725,537,21,18,21,1,51,"1,374"
Salisbury,-,2,718,568,18,14,15,0,39,"1,372"
Salisbury,-,3,580,624,18,32,20,0,36,"1,310"
Sandisfield,,,188,121,15,8,12,0,14,358
Sandwich,-,1,983,843,27,28,82,0,96,"2,059"
Sandwich,-,2,891,825,33,23,54,0,107,"1,933"
Sandwich,-,3,750,769,30,13,60,3,87,"1,712"
Sandwich,-,4,762,841,36,20,56,0,95,"1,810"
Sandwich,-,5,677,721,21,31,69,0,67,"1,586"
Sandwich,-,6,567,787,29,41,67,0,87,"1,578"
Saugus,-,1,428,504,16,18,23,0,56,"1,045"
Saugus,-,2,418,442,11,21,23,0,45,960
Saugus,-,3,424,467,13,22,13,0,59,998
Saugus,-,4,414,485,15,14,13,0,64,"1,005"
Saugus,-,5,408,664,11,27,14,0,65,"1,189"
Saugus,-,6,433,461,17,24,21,0,45,"1,001"
Saugus,-,7,390,660,13,18,17,0,54,"1,152"
Saugus,-,8,431,496,6,21,12,0,74,"1,040"
Saugus,-,9,452,609,13,18,11,0,57,"1,160"
Saugus,-,10,370,424,14,20,15,0,43,886
Savoy,,,124,116,13,9,5,0,38,305
Scituate,-,1,806,748,23,44,34,0,110,"1,765"
Scituate,-,2,823,703,25,40,39,1,119,"1,750"
Scituate,-,3,833,690,34,39,40,0,89,"1,725"
Scituate,-,4,813,796,25,25,39,0,93,"1,791"
Scituate,-,5,844,621,30,40,32,1,91,"1,659"
Scituate,-,6,864,759,26,41,29,0,112,"1,831"
Seekonk,-,1,631,732,23,22,39,2,66,"1,515"
Seekonk,-,2,838,831,26,39,39,2,65,"1,840"
Seekonk,-,3,622,665,28,22,27,0,41,"1,405"
Seekonk,-,4,669,657,39,25,26,2,58,"1,476"
Sharon,-,1,"1,073",404,47,32,50,3,119,"1,728"
Sharon,-,2,926,415,27,23,24,3,111,"1,529"
Sharon,-,3,"1,018",471,32,23,31,0,116,"1,691"
Sharon,-,4,993,393,24,26,36,3,126,"1,601"
Sharon,-,5,912,493,35,19,20,1,111,"1,591"
Sheffield,,,908,411,75,37,28,2,73,"1,534"
Shelburne,,,537,190,92,23,30,1,148,"1,021"
Sherborn,,,"1,276",669,47,20,61,1,146,"2,220"
Shirley,,,"1,261","1,119",80,62,85,1,88,"2,696"
Shrewsbury,-,1,854,760,25,18,22,1,109,"1,789"
Shrewsbury,-,2,710,560,29,18,30,0,91,"1,438"
Shrewsbury,-,3,568,499,23,26,17,0,39,"1,172"
Shrewsbury,-,4,751,652,39,35,31,0,81,"1,589"
Shrewsbury,-,5,718,531,40,20,33,2,76,"1,420"
Shrewsbury,-,6,748,577,30,27,33,0,73,"1,488"
Shrewsbury,-,7,821,750,34,17,37,1,135,"1,795"
Shrewsbury,-,8,891,772,34,22,41,0,146,"1,906"
Shrewsbury,-,9,558,412,23,12,14,0,42,"1,061"
Shrewsbury,-,10,721,562,24,16,35,1,98,"1,457"
Shutesbury,,,748,131,106,23,20,0,35,"1,063"
Somerset,-,1,766,698,19,37,43,1,89,"1,653"
Somerset,-,2,740,672,25,36,29,0,95,"1,597"
Somerset,-,3,750,671,18,33,31,0,87,"1,590"
Somerset,-,4,667,654,18,39,26,0,73,"1,477"
Somerset,-,5,603,678,31,32,27,0,53,"1,424"
Somerville,1,1,529,139,42,34,15,0,45,804
Somerville,1,2,470,121,29,28,9,2,32,691
Somerville,1,3,493,130,16,25,12,1,31,708
Somerville,1,4,309,80,25,26,4,1,18,463
Somerville,1,4A,176,49,13,17,3,0,10,268
Somerville,2,1,462,70,36,28,14,0,17,627
Somerville,2,1A,224,19,27,14,3,0,12,299
Somerville,2,2,755,103,64,55,10,2,48,"1,037"
Somerville,2,3,741,103,50,41,11,1,45,992
Somerville,2,4,823,124,56,49,13,1,44,"1,110"
Somerville,3,1,859,128,79,45,10,0,42,"1,163"
Somerville,3,2,758,142,60,45,11,2,49,"1,067"
Somerville,3,3,909,138,71,50,14,0,57,"1,239"
Somerville,3,4,834,117,60,35,13,1,43,"1,103"
Somerville,4,1,519,169,32,32,15,0,48,815
Somerville,4,2,458,72,36,24,9,0,23,622
Somerville,4,2A,173,32,16,12,2,0,5,240
Somerville,4,3,781,125,63,32,21,2,58,"1,082"
Somerville,4,4,436,112,27,24,6,0,43,648
Somerville,5,1,835,168,65,50,12,0,59,"1,189"
Somerville,5,2,921,116,68,34,24,1,63,"1,227"
Somerville,5,3,928,152,58,33,11,0,53,"1,235"
Somerville,5,4,985,129,78,43,16,0,49,"1,300"
Somerville,6,1,952,136,61,36,18,2,51,"1,256"
Somerville,6,2,"1,080",141,80,40,20,1,50,"1,412"
Somerville,6,3,262,34,20,12,7,0,17,352
Somerville,6,3A,139,39,5,2,4,0,9,198
Somerville,6,4,989,150,81,53,18,1,78,"1,370"
Somerville,7,1,"1,071",128,75,47,7,2,65,"1,395"
Somerville,7,2,698,113,48,31,13,0,34,937
Somerville,7,3,619,172,52,36,10,0,38,927
Somerville,7,4,747,147,54,32,14,2,48,"1,044"
"S. Hadley",-,A,735,423,111,29,29,1,34,"1,362"
"S. Hadley",-,B,940,529,94,22,26,0,66,"1,677"
"S. Hadley",-,C,839,617,114,33,30,40,19,"1,692"
"S. Hadley",-,D,555,278,70,10,22,0,43,978
"S. Hadley",-,E,835,638,101,32,23,1,77,"1,707"
Southampton,-,1,711,699,58,21,27,1,62,"1,579"
Southampton,-,2,633,706,87,22,31,32,59,"1,570"
Southborough,-,1,836,632,23,28,36,0,84,"1,639"
Southborough,-,2,806,667,39,13,38,0,74,"1,637"
Southborough,-,3,835,594,27,16,33,0,90,"1,595"
Southbridge,-,1,394,316,25,13,19,1,35,803
Southbridge,-,2,262,250,27,18,11,1,21,590
Southbridge,-,3,384,447,28,19,22,2,40,942
Southbridge,-,4,599,620,31,13,35,0,77,"1,375"
Southbridge,-,5,296,198,18,13,15,1,29,570
Southwick,-,1,447,981,49,25,36,0,60,"1,598"
Southwick,-,2,358,679,48,22,34,0,43,"1,184"
Southwick,-,3,449,809,56,20,37,0,60,"1,431"
Spencer,-,1,406,573,22,14,24,0,43,"1,082"
Spencer,-,2,363,489,23,23,18,0,34,950
Spencer,-,3,389,700,20,15,30,1,46,"1,201"
Spencer,-,4,488,606,27,36,24,2,52,"1,235"
Springfield,1,A,164,41,22,5,4,3,26,265
Springfield,1,B,176,55,31,6,6,1,19,294
Springfield,1,C,114,26,14,4,1,0,13,172
Springfield,1,C1,14,3,3,0,0,0,1,21
Springfield,1,D,151,24,9,3,2,0,3,192
Springfield,1,D1,33,7,7,1,0,0,6,54
Springfield,1,E,134,37,17,3,1,0,13,205
Springfield,1,F,195,36,25,6,3,0,11,276
Springfield,1,G,145,37,15,5,2,1,16,221
Springfield,1,H,283,55,31,10,8,1,16,404
Springfield,2,A,167,83,24,3,6,1,15,299
Springfield,2,B,316,170,54,8,14,0,46,608
Springfield,2,C,169,86,25,4,5,2,17,308
Springfield,2,D,296,116,33,14,10,0,32,501
Springfield,2,E,252,171,43,8,7,1,28,510
Springfield,2,F,276,130,32,10,11,1,20,480
Springfield,2,G,307,202,38,16,2,1,35,601
Springfield,2,H,327,186,47,8,9,1,23,601
Springfield,3,A,155,48,16,3,2,0,14,238
Springfield,3,B,146,39,21,3,4,0,12,225
Springfield,3,C,130,41,14,5,8,0,7,205
Springfield,3,D,158,35,19,6,3,0,10,231
Springfield,3,E,94,31,9,1,0,0,6,141
Springfield,3,F,122,50,17,5,3,0,15,212
Springfield,3,G,95,36,11,6,8,2,7,165
Springfield,3,H,117,57,33,3,3,0,12,225
Springfield,4,A,367,72,35,17,5,0,26,522
Springfield,4,B,197,35,18,9,2,0,14,275
Springfield,4,C,169,32,4,2,2,2,13,224
Springfield,4,D,180,28,11,7,4,1,9,240
Springfield,4,E,176,21,21,4,3,1,15,241
Springfield,4,F,68,16,3,2,1,0,9,99
Springfield,4,G,247,45,34,5,3,1,27,362
Springfield,4,H,248,34,34,4,3,1,16,340
Springfield,5,A,309,66,25,5,1,0,29,435
Springfield,5,B,348,130,36,11,7,0,21,553
Springfield,5,C,236,164,21,11,5,2,20,459
Springfield,5,C1,6,3,1,0,0,0,1,11
Springfield,5,D,427,295,47,9,17,0,57,852
Springfield,5,E,417,110,35,7,10,3,32,614
Springfield,5,F,418,169,39,14,14,1,53,708
Springfield,5,G,422,336,45,17,14,3,37,874
Springfield,5,H,325,209,47,16,16,1,24,638
Springfield,6,A,222,81,22,15,5,1,16,362
Springfield,6,B,378,158,34,9,9,0,46,634
Springfield,6,C,260,173,32,7,6,0,15,493
Springfield,6,D,415,294,43,12,14,0,46,824
Springfield,6,D1,19,14,1,0,0,0,0,34
Springfield,6,E,161,54,28,7,7,0,16,273
Springfield,6,F,201,62,35,6,5,0,16,325
Springfield,6,G,272,149,36,12,4,0,21,494
Springfield,6,H,318,213,50,18,10,1,29,639
Springfield,7,A,372,229,50,17,12,0,36,716
Springfield,7,A1,14,4,5,0,1,0,1,25
Springfield,7,B,498,320,54,11,14,4,59,960
Springfield,7,B1,1,3,2,0,0,0,0,6
Springfield,7,C,460,315,53,13,12,0,44,897
Springfield,7,D,322,270,47,10,10,0,44,703
Springfield,7,E,231,108,21,5,5,0,28,398
Springfield,7,F,505,318,51,12,17,0,46,949
Springfield,7,G,458,388,56,12,11,2,50,977
Springfield,7,H,194,118,12,5,12,0,38,379
Springfield,7,H1,35,29,6,0,1,0,2,73
Springfield,8,A,267,193,38,13,13,1,14,539
Springfield,8,B,285,126,32,8,10,0,22,483
Springfield,8,B1,22,19,2,0,0,0,3,46
Springfield,8,C,291,119,31,9,11,1,27,489
Springfield,8,D,156,64,20,4,4,1,16,265
Springfield,8,E,157,74,22,5,6,1,15,280
Springfield,8,F,262,126,36,8,6,1,13,452
Springfield,8,G,255,163,27,19,6,0,26,496
Springfield,8,G1,5,6,3,0,0,0,0,14
Springfield,8,H,285,117,20,9,7,0,31,469
Sterling,-,1,821,"1,030",30,32,50,1,87,"2,051"
Sterling,-,2,880,"1,042",46,27,44,0,91,"2,130"
Stockbridge,,,697,227,46,12,18,0,69,"1,069"
Stoneham,-,1,668,538,23,18,15,2,66,"1,330"
Stoneham,-,2,725,523,32,26,30,1,99,"1,436"
Stoneham,-,3,763,711,12,35,16,1,93,"1,631"
Stoneham,-,4,677,595,22,12,27,4,80,"1,417"
Stoneham,-,5,721,700,25,25,23,1,89,"1,584"
Stoneham,-,6,840,674,39,22,24,1,110,"1,710"
Stoneham,-,7,650,569,33,21,29,0,63,"1,365"
Stoughton,-,1,676,435,22,41,17,1,63,"1,255"
Stoughton,-,2,610,385,28,26,27,0,85,"1,161"
Stoughton,-,2A,90,46,4,3,7,0,12,162
Stoughton,-,3,753,472,23,25,17,0,86,"1,376"
Stoughton,-,4,772,637,34,34,22,0,99,"1,598"
Stoughton,-,4A,53,34,4,2,3,0,7,103
Stoughton,-,5,578,444,33,30,17,0,49,"1,151"
Stoughton,-,5A,40,43,3,1,1,0,8,96
Stoughton,-,6,771,475,26,38,32,0,82,"1,424"
Stoughton,-,7,683,405,26,37,22,0,64,"1,237"
Stoughton,-,7A,37,14,1,0,2,0,6,60
Stoughton,-,8,454,269,17,37,13,0,47,837
Stoughton,-,8A,28,25,0,1,1,0,4,59
Stow,-,1,"1,090",670,67,20,63,2,72,"1,984"
Stow,-,2,"1,118",572,66,26,31,0,97,"1,910"
Sturbridge,-,1,641,653,36,25,32,0,44,"1,431"
Sturbridge,-,2,649,725,27,23,26,2,65,"1,517"
Sturbridge,-,3,601,647,37,22,38,1,51,"1,397"
Sudbury,-,1,927,501,27,14,44,0,81,"1,594"
Sudbury,-,2,958,442,33,19,26,0,100,"1,578"
Sudbury,-,3,797,483,21,9,26,0,72,"1,408"
Sudbury,-,4,876,481,31,9,33,0,101,"1,531"
Sudbury,-,5,860,461,40,19,33,0,77,"1,490"
Sudbury,-,6,960,446,24,13,22,0,84,"1,549"
Sunderland,,,853,299,114,44,19,0,55,"1,384"
Sutton,-,1,580,835,30,23,42,0,83,"1,593"
Sutton,-,2,505,815,35,23,45,1,83,"1,507"
Sutton,-,3,567,764,22,22,40,0,84,"1,499"
Swampscott,-,1,589,367,27,21,15,0,47,"1,066"
Swampscott,-,2,564,411,17,17,16,0,75,"1,100"
Swampscott,-,3,761,291,24,16,20,1,62,"1,175"
Swampscott,-,4,763,394,21,19,18,1,78,"1,294"
Swampscott,-,5,640,445,37,14,17,0,95,"1,248"
Swampscott,-,6,670,405,19,12,14,0,90,"1,210"
Swansea,-,1,505,726,19,34,25,0,54,"1,363"
Swansea,-,2,617,591,22,41,32,1,57,"1,361"
Swansea,-,3,637,613,24,31,29,0,46,"1,380"
Swansea,-,4,574,719,17,15,31,0,63,"1,419"
Swansea,-,5,523,768,23,32,26,0,57,"1,429"
Taunton,1,A,436,289,21,30,19,0,54,849
Taunton,1,A1,30,9,0,1,0,0,1,41
Taunton,1,B,532,613,19,42,34,0,87,"1,327"
Taunton,2,A,239,160,16,19,15,0,25,474
Taunton,2,B,380,259,19,24,15,0,50,747
Taunton,3,A,460,340,23,30,18,1,78,950
Taunton,3,B,539,496,22,39,23,0,100,"1,219"
Taunton,4,A,474,576,21,34,32,0,90,"1,227"
Taunton,4,B,515,483,13,31,16,0,86,"1,144"
Taunton,4,B1,8,16,0,1,0,0,3,28
Taunton,5,A,383,287,22,26,24,0,56,798
Taunton,5,B,361,274,18,20,12,0,45,730
Taunton,6,A,349,280,16,20,11,0,56,732
Taunton,6,B,474,395,19,18,21,0,56,983
Taunton,7,A,570,547,28,28,25,0,121,"1,319"
Taunton,7,B,560,760,35,38,34,0,100,"1,527"
Taunton,8,A,624,567,26,23,28,0,119,"1,387"
Taunton,8,B,664,616,28,40,39,0,109,"1,496"
Templeton,-,A,399,676,20,25,36,0,47,"1,203"
Templeton,-,B,372,527,14,27,32,0,44,"1,016"
Templeton,-,C,368,485,21,17,21,1,31,944
Tewksbury,-,1,668,683,22,24,24,1,54,"1,476"
Tewksbury,-,2,782,817,27,30,39,0,67,"1,762"
Tewksbury,-,3,647,794,19,20,26,4,61,"1,571"
Tewksbury,-,4,713,731,20,19,28,2,64,"1,577"
Tewksbury,-,5,659,735,21,29,29,0,52,"1,525"
Tewksbury,-,5A,133,89,9,4,2,0,8,245
Tewksbury,-,6,649,855,20,29,30,1,47,"1,631"
Tewksbury,-,7,860,941,21,28,27,4,56,"1,937"
Tewksbury,-,8,749,813,25,26,23,0,71,"1,707"
Tisbury,,,"1,344",409,82,41,60,0,105,"2,041"
Tolland,,,77,150,7,3,7,0,5,249
Topsfield,-,1,751,828,24,18,44,0,89,"1,754"
Topsfield,-,2,745,693,33,13,35,0,89,"1,608"
Townsend,-,1,484,709,24,18,35,0,54,"1,324"
Townsend,-,2,525,664,27,12,30,2,70,"1,330"
Townsend,-,3,544,661,15,27,31,0,64,"1,342"
Truro,,,"1,013",331,50,26,29,0,41,"1,490"
Tyngsborough,-,1,580,613,21,35,16,0,70,"1,335"
Tyngsborough,-,2,513,588,28,11,20,0,75,"1,235"
Tyngsborough,-,3,521,500,24,21,34,0,58,"1,158"
Tyngsborough,-,4,686,757,20,21,34,0,92,"1,610"
Tyringham,,,156,60,9,3,4,0,13,245
Upton,-,1,640,510,37,22,39,0,75,"1,323"
Upton,-,2,615,618,43,20,33,1,81,"1,411"
Upton,-,3,512,549,31,21,29,0,71,"1,213"
Uxbridge,-,1,546,795,24,35,43,0,71,"1,514"
Uxbridge,-,1A,50,80,3,1,5,0,5,144
Uxbridge,-,2,570,647,26,27,33,1,76,"1,380"
Uxbridge,-,3,594,764,30,28,56,1,63,"1,536"
Uxbridge,-,4,648,758,31,26,50,1,87,"1,601"
Wakefield,-,1,689,819,11,20,22,0,84,"1,645"
Wakefield,-,2,809,607,17,21,22,2,92,"1,570"
Wakefield,-,3,876,769,36,30,33,1,99,"1,844"
Wakefield,-,4,757,620,26,30,21,2,83,"1,539"
Wakefield,-,5,959,690,33,23,36,2,89,"1,832"
Wakefield,-,6,"1,047",723,37,35,26,0,126,"1,994"
Wakefield,-,7,880,792,30,22,17,3,111,"1,855"
Wales,,,234,442,20,16,23,0,24,759
Walpole,-,1,685,545,30,33,27,1,88,"1,409"
Walpole,-,2,675,758,32,28,35,0,94,"1,622"
Walpole,-,2A,11,17,0,0,0,0,0,28
Walpole,-,3,804,803,27,27,39,0,127,"1,827"
Walpole,-,4,586,517,20,25,19,0,64,"1,231"
Walpole,-,5,507,562,17,22,29,2,87,"1,226"
Walpole,-,5A,22,42,2,2,4,0,2,74
Walpole,-,6,690,665,34,40,41,0,89,"1,559"
Walpole,-,7,668,729,18,18,40,0,99,"1,572"
Walpole,-,8,638,761,25,30,24,0,100,"1,578"
Waltham,1,1,870,499,44,24,20,2,73,"1,532"
Waltham,1,2,814,627,23,16,12,3,73,"1,568"
Waltham,1,2A,4,10,0,0,0,0,1,15
Waltham,2,1,818,486,37,20,17,1,73,"1,452"
Waltham,2,2,627,240,39,10,19,0,42,977
Waltham,3,1,798,657,24,19,22,1,72,"1,593"
Waltham,3,2,853,485,34,22,15,0,77,"1,486"
Waltham,3,2A,13,15,0,0,1,0,1,30
Waltham,4,1,860,536,28,24,24,3,63,"1,538"
Waltham,4,1A,13,9,1,1,1,0,1,26
Waltham,4,2,145,92,5,4,3,0,15,264
Waltham,5,1,625,358,30,26,12,0,74,"1,125"
